"","Ozone","Temp","Press","RH","WindDir","WindSpeed","Rainfall","VPD","OzoneG","TempG","PressG","RHG","WindDirG","WindSpeedG","RainfallG","VPDG","OzoneP"
"4",46.05,83.7,29.72625,68.5,218.5,6.5,0,12.4178452915429,33.85,83.425,29.7225,70.5,145,0.5,0.24,11.5321342077502,37.5
"5",49.975,82.6,29.71225,69.75,33.25,7.5,0,11.5156190074938,37.475,81.2,29.72275,75,172.5,1,0.24,9.10233340357712,34.9818181818182
"6",47.8,80.85,29.708,71.25,34.25,5.75,0,10.3407853861352,43.9666666666667,82.8,29.7136666666667,71,175,1.33333333333333,0.24,11.1086001209657,40.975
"7",44.5,79.65,29.716,73.75,237,3.25,0,9.08132026139928,44.725,80.65,29.7065,72.5,154.75,0.75,0.24,9.83715229971757,43.5
"8",41.1,75.925,29.71825,82.75,180.75,1.75,0.015,5.29786201407843,37.825,77.65,29.71425,78.5,159,0,0.245,7.0234714612511,44.8
"9",37.3,74.2,29.7305,89.25,235,0.5,0.02,3.10420281752225,33.925,74.925,29.71275,87,120,0,0.25,3.84590692467273,41.075
"10",35.125,73.9,29.74775,91.5,204.5,0.25,0.02,2.43106198312236,26.4,74.525,29.71825,89.75,134.25,0,0.25,2.991352118116,38.95
"11",30.225,73.875,29.743,90.25,61.5,0.75,0.02,2.78635155115788,21.35,74.325,29.73625,90.25,100,0,0.25,2.82718300717648,38.7
"12",32.375,73.225,29.755,86.75,41,1.5,0.02,3.70173425100322,21.2,73.525,29.7325,89.75,108,0,0.25,2.89070289285103,38.7
"13",35.075,71.625,29.77,88.25,66.25,0.75,0.02,3.11360270765282,35.75,73.95,29.75025,82,132,0,0.25,5.15151732215423,36.275
"14",38.275,70.625,29.77525,88.25,48.25,3,0.01,3.0064083084937,37.05,72.95,29.76325,84,162,0,0.25,4.43445846906209,37.775
"15",39.275,69.55,29.8065,89.25,104,1.75,0,2.65214154517382,38.35,71.6,29.77,84.25,182,0,0.125,4.16529482288309,40.65
"16",37.7,68.15,29.81,90.5,51,2.25,0,2.23209321145352,36.8,70.55,29.795,86,206,0,0,3.57362247013243,40.575
"17",37.675,65.9,29.8025,90.25,182.25,2.25,0,2.1244113004795,37.475,69.425,29.80075,86.5,163.75,0.25,0,3.31751978044052,40.125
"18",37,65.225,29.80875,91,58,3.5,0,1.91234661824174,36.425,67.975,29.797,87.75,199.75,0.5,0,2.86345810213351,38.825
"19",35.725,65.15,29.82825,90,37.25,3,0,2.1192899963567,38.4,66.925,29.80375,86.25,198.75,0,0,3.09633955720996,34.525
"20",36.05,64.925,29.8335,89.25,129.75,1.75,0,2.26031254526,38.475,66.1,29.81825,85.5,173.75,0.25,0,3.17574350509878,29.25
"21",38.25,65.075,29.846,87,137.5,1.5,0,2.74907553059007,37.4,65.5,29.81975,85.5,176.5,0.5,0,3.11165222555165,35.5
"22",36.275,65.875,29.85425,84.75,174,1.75,0,3.31872531611884,37.8,64.975,29.83575,85.25,190.75,0.25,0,3.10691055231708,33.575
"23",41.4,67.35,29.8635,80,233.5,2.5,0,4.5773752681922,37.7,65,29.841,85,201,0,0,3.16236682246837,36.125
"146",32.85,75.05,29.697,83,127.5,4,0.21,5.05134277807028,26.9666666666667,73.2333333333333,29.6853333333333,84.3333333333333,74.3333333333333,1,0.07,4.38279300319603,23.575
"147",35.65,75.7,29.686,79.75,160.5,4.5,0.21,6.14759774707236,31.05,75.15,29.67825,78.75,115,0.75,0.07,6.35507332397034,29.525
"148",37.2,75.75,29.66575,78.25,141.25,6.5,0.21,6.61183633330196,38.85,77.425,29.665,74.75,142.5,1,0.07,8.12390373821611,34.125
"149",38.075,75.4,29.65075,80.5,127.5,6.5,0.21,5.8600816006281,43,78.5,29.636,74,75,1,0.07,8.6563195730503,38.725
"150",40.65,74.475,29.64175,80.75,133.75,6.75,0.21,5.63152309111198,37.65,77.525,29.6225,74,292,1.5,0.07,8.38916223499561,33.35
"151",42.4,74.725,29.6515,78,151,5.25,0.21,6.46499616835369,37.55,76.075,29.62525,76,222.75,1.25,0.07,7.39360012119109,32.85
"152",41.25,69.825,29.66775,83,266.5,6.25,0.2325,4.38981971284006,38.65,68.725,29.66,84.5,173.25,0.5,0.2325,3.99553899600409,35.125
"153",38.875,65.45,29.6585,94.5,116.75,5.25,0.4225,1.17821853710198,35.25,64.85,29.65425,95,178.5,0,0.48,1.04918705830191,42.575
"154",38,65.7,29.65625,94,188,3.25,0.43,1.2961301169545,34.05,64.7,29.6575,96,162,0,0.5,0.834535214061752,38.125
"155",33.675,65.525,29.655,94,98.5,1.25,0.43,1.28831819695579,30.8,64.9,29.6495,96,162,0,0.5,0.840371015004763,39.65
"156",29.625,64.825,29.66325,95.25,153,0.25,0.43,0.995564225779606,27.45,64.575,29.65075,97,162,0,0.5,0.623171311521589,37
"157",25.225,64.375,29.66825,96.75,258.75,0.5,0.43,0.670820397277597,24.725,64,29.66225,97,162,0,0.5,0.610787986281708,35.85
"158",20.525,63.525,29.66675,97,208.75,0.25,0.215,0.600716899841401,18.6,63.525,29.6665,97.5,162,0,0.5,0.500145369038813,32.475
"159",17.725,62.8,29.67175,98,228,0.25,0,0.390400157074572,20.8,63.875,29.6655,98,162,0,0.375,0.405403931312122,21.45
"160",20.5,62.8,29.6715,98,290.5,2,0,0.390394868991559,22.05,62.95,29.668,97,162,0,0,0.588747286585172,23.825
"161",26.2,62.925,29.67275,98,262.75,2,0,0.392119318600696,16.6,61.7,29.6665,98,162,0,0,0.37554521692374,30.25
"162",25.6,62.5,29.6695,98,261.25,0.5,0,0.38629530250024,14.7,61.85,29.6685,98,162,0,0,0.377543423334042,24.9
"163",21.675,62,29.67075,98,247.25,0.5,0,0.379559244736222,17.9,61.525,29.6685,98,162,0,0,0.373229049812454,21.05
"164",15.25,61.275,29.69175,98,182.5,0.25,0,0.369943441625976,15.35,61.025,29.6705,98,162,0,0.0075,0.366682204906027,24.525
"165",18,62.5,29.7145,98.25,248.25,0.75,0,0.339060470778285,16.525,61.075,29.68475,98.25,152.5,0,0.01,0.320729655886926,27.5
"166",21.825,65.375,29.7155,96,296.75,4,0.005,0.862388563518013,16.475,62.45,29.7065,99,147.75,0,0.01,0.192828492790817,26.35
"167",20.975,66.75,29.7205,92.75,297.25,5,0.01,1.62429755091076,15.25,63.75,29.71125,98,156.5,0,0.01,0.403651759866871,23.525
"168",20.825,67.7,29.72425,91.25,302,4.5,0.01,2.02780506323455,17.875,64.75,29.7175,97.75,150,0,0.01,0.470894333051025,23.725
"169",23.725,68.225,29.72825,89.25,299.25,4.5,0.01,2.53392993410364,26.1,66.125,29.7215,94.5,132.75,0.25,0.01,1.22709849197822,29.5
"170",30.475,69.175,29.7345,84.5,281,5,0.01,3.79628009129975,32.325,67.725,29.72875,87.25,172,0,0.01,2.95639800758979,35.4
"171",35.8,69.55,29.74125,83,297.25,5.75,0.01,4.19404232760923,32.6,68.75,29.7345,83.5,99.25,0.25,0.01,3.96123250196043,36.35
"172",37.65,71.35,29.746,79.5,324,7,0.01,5.37605602810351,33.55,69,29.74275,82.75,164.5,0,0.01,4.17878817197166,38.2
"173",37.575,71.475,29.747,79.5,304.75,6.5,0.01,5.40313258342082,31.375,69.875,29.74525,82.25,214.25,0,0.01,4.43624770693064,36.45
"174",38.7,72.025,29.75,77.5,325.75,7,0.01,6.03771545020532,31.55,70.625,29.7435,81.25,154,0,0.01,4.80272674778716,39.25
"175",36.6,72.5,29.75225,76.75,244.75,6.75,0.01,6.34069868647063,33.525,71.025,29.749,79,143,0,0.01,5.45326628726979,37.875
"176",37,73.125,29.739,74.75,311.5,7,0.01,7.03322854147559,35.525,72.675,29.74875,75.25,157.25,0,0.01,6.8189555747779,38.025
"177",38.8,73.5,29.738,73,318,7,0.01,7.61308764575782,38.85,72.05,29.73775,76.5,161.5,1,0.01,6.31270593364828,38.675
"178",38.3,71.3333333333333,29.7463333333333,75.6666666666667,211.666666666667,3.66666666666667,0.01,6.39001914021203,40.875,71.725,29.7315,75.25,148.5,0.25,0.01,6.57510490752214,43.7
"179",30.225,68.225,29.7565,83.5,309.5,1,0.01,3.92009987129987,42.4,70.2,29.73925,77,170.75,0.25,0.01,5.80840946547845,43.2
"180",21.5,64.65,29.775,91.5,253,0,0.01,1.77897940609668,34.825,66.825,29.74625,85.5,178,0,0.01,3.27466837953113,38.075
"181",12.45,63.3,29.783,93.5,253,0,0.01,1.29237901959628,23.5,64.55,29.7665,91,178,0,0.01,1.87771597119194,28.85
"182",8.025,62.05,29.785,95.75,223.75,0,0.005,0.808093851069121,14.6,63.275,29.776,93.5,178,0,0.01,1.29116973979187,22.5
"183",5.425,61.225,29.79525,96.75,240,0,0,0.601088204515606,9.25,62.15,29.77525,95,178,0,0.0075,0.953963619473393,24.35
"184",3.225,60.675,29.811,97.25,214.25,0,0,0.497602707506152,6.425,61.15,29.794,96.25,178,0,0,0.690844877944266,18.075
"185",5.7,60.475,29.79075,97.75,125,0,0,0.404591313654349,3.875,60.5,29.81,97,178,0,0,0.539872544742374,1.15
"186",8.45,60.2,29.7905,98,250,0.25,0,0.356090580279689,1.225,59.775,29.78625,97,178,0,0,0.526117773440228,1.125
"187",10.125,60.2,29.81625,98,201.75,0.5,0,0.356108319737833,1.225,59.15,29.7885,97.25,178,0,0,0.471554808579467,1.25
"188",8.65,60.05,29.836,98,239.75,0.5,0,0.354196173453823,2.675,59,29.80925,97.75,178,0,0,0.383817448314818,1.025
"189",10.475,61.925,29.85875,98.75,255.75,0,0,0.234673660344584,3.25,59.175,29.8295,98,178,0,0,0.343318779398462,1.525
"190",21.575,66.325,29.85675,94.75,277,0.75,0,1.20099740529767,5.375,60.95,29.84475,98.5,177.75,0,0,0.27180265990975,4.75
"191",35.35,71.575,29.85775,81,266,1,0,5.06126433004335,11.975,64.45,29.84475,97.5,176.5,0,0,0.525669890808314,12.225
"192",44.925,73.575,29.858,74.5,284.5,3.5,0,7.2093401947932,17.5,68.075,29.85,88.75,127.5,0,0,2.6577681222631,17.35
"193",45.275,74.7,29.8695,71.75,301.25,5.25,0,8.29447589068124,25.425,70.625,29.85975,82,111.75,0,0,4.61227153859113,31
"194",53,77.025,29.86425,66,303,4.75,0,10.8069566261824,36.65,73.925,29.863,74.25,158.25,0.25,0,7.40734290079293,45.2
"195",59.275,78.425,29.85725,60,231.25,4.5,0,13.2927902229895,47.0333333333333,76.7333333333333,29.8543333333333,66.6666666666667,200,0.333333333333333,0,10.4796150470144,48.5
"197",66.825,80.125,29.84325,58.25,279.25,2.25,0,14.6613243695623,55.8,80.4,29.837,59,70,1,0,14.5267276085127,56.75
"198",59.25,78.525,29.8385,63.75,252.5,3.25,0,12.0883549692398,51.8666666666667,79.4,29.8456666666667,63.3333333333333,87.3333333333333,0.333333333333333,0,12.5910153786174,58.1
"199",53.475,77.2,29.82925,66.75,266.5,3.75,0,10.6065403207351,46.225,77.275,29.83925,67.75,133.75,1,0,10.3260634124017,54.55
"200",44.25,76.25,29.82075,70.25,289.5,4,0,9.20824141425956,41.675,76.45,29.825,71.25,64,0,0,8.95158976973439,44.325
"201",38.1,72.8,29.84375,82.25,238.25,5.75,0,4.95489155772941,34.825,73.75,29.82875,82.75,131,0,0,4.94172613589092,46.65
"202",37.35,69.375,29.86425,90.5,240.25,6.5,0.01,2.32883948411003,36.525,70.325,29.849,88,161.75,0.75,0.005,3.04712725271888,43.25
"203",37.4,67.5,29.879,93,323,4.5,0.0725,1.60942684958906,34.5,67.35,29.8665,93.5,239.5,0,0.09,1.4985938350872,39.55
"204",32.475,67.45,29.88925,93.25,101,2.25,0.085,1.54927125178053,30.875,66.3,29.8775,95.75,321,0,0.11,0.937591738740483,38.05
"205",24,67.15,29.88725,94.75,252.25,2.75,0.09,1.19240941006331,26.2,66.4666666666667,29.8873333333333,96,321,0,0.11,0.887364979624421,32.4
"206",22.8,66.625,29.88775,92.75,315.5,2.25,0.045,1.61762214002499,22.5666666666667,65.9,29.897,96,321,0,0.11,0.870126622067915,30.125
"207",21.825,65.975,29.88675,92.75,313.25,2.5,0,1.58066496048452,22.075,64.625,29.89275,96,321,0,0.0825,0.832390636901895,25.4
"208",17.425,65.475,29.889,93.75,298.5,1.75,0,1.33985468790296,17.825,64.25,29.893,96,321,0,0,0.82151444113361,21.525
"209",13.7,65.3,29.896,93.3333333333333,329.333333333333,2.66666666666667,0,1.42002193754347,14.675,64.275,29.89475,96.25,321,0,0,0.770797914819136,22.775
"210",18.9,65,29.9093333333333,89.6666666666667,330.333333333333,4.33333333333333,0,2.17803791543962,15.175,63.5,29.90225,96,321,0,0,0.800289777559333,21.825
"211",20.45,63.65,29.92275,89,106.25,4.25,0,2.21405239169202,18.725,61.875,29.912,95.25,321,0,0,0.89663444399715,20.025
"212",20.525,62.35,29.94825,87,15.5,6.5,0,2.49795329298411,17.875,60.775,29.92775,96,321,0,0,0.72691644498718,19.3666666666667
"213",20.625,62.2,29.97625,82.5,34.75,6.75,0,3.35080787428416,19.025,60,29.954,92.25,157.75,0.75,0,1.36804224772758,20.925
"214",24.125,63.875,29.99875,72.5,41.25,7,0,5.58722214129732,18.325,60,29.97875,87.75,165,0.5,0,2.16934382055609,24
"215",28.95,66.05,30.011,62.5,55,6,0,8.20159926612931,19.875,62.075,29.99825,78.25,177.5,1,0,4.15897211867859,23.95
"216",31.875,67.125,30.01275,59.75,66.5,7.25,0,9.1389835728027,27.55,64.1,30.00875,67.5,186.25,2,0,6.65400193376929,27.6
"217",34.925,68.15,30.02225,57,30,7,0,10.1103708968388,31.325,65.65,30.01325,62.75,172.5,1,0,8.03535488816224,33.25
"218",38.25,69.3,30.02375,52.25,105.5,7.75,0,11.6809367036003,31,66.7,30.017,58,180,1,0,9.39284904732493,34.925
"319",26.85,89.225,29.88475,56.25,196.75,9.5,0,20.5680882330918,28.35,87.9,29.874,61,177.5,3,0,17.5814182093083,33.075
"320",24.15,87.2,29.876,59,187.5,9,0,18.0844558933396,26.375,88,29.86675,58.75,169.25,3,0,18.6543413325046,31.2
"322",27.6,84.55,29.88475,65.75,185,6,0,13.900353239723,21.1666666666667,85.9333333333333,29.8573333333333,61.6666666666667,145,3,0,16.238348653348,22.375
"323",25.1,81.5,29.89375,71.25,194.5,4.25,0,10.5727367253778,19.875,84.75,29.8585,64,110.5,2.5,0,14.6860950057382,17.25
"324",22.525,79.6,29.9055,74.75,203.5,3.25,0,8.71732256232924,19.65,82.925,29.86825,69,36.75,1.75,0,11.9335730704365,14.4
"325",23.75,78.125,29.91425,77,199.25,2,0,7.56749491683459,24.05,81.475,29.88625,71.5,206.5,2,0,10.4594689086338,14.225
"326",23.15,77.175,29.91475,79,165.75,2,0,6.6928238196506,27.325,80.425,29.8955,73.5,47.25,2,0,9.39847877329736,21.65
"327",21.5,76.625,29.90975,80.25,188.75,2.25,0,6.18178666903167,30.05,79.925,29.892,74,49.5,2,0,9.07032686231391,27.375
"328",21.4,75.85,29.9145,82,191,1.5,0,5.49275922029719,28.6,79.3,29.8885,75,45,2,0,8.54673806049907,28.25
"329",19.425,75.2,29.92725,83.25,176.5,0.75,0,5.0005666534773,26.95,78.275,29.89525,77.5,57.5,0.5,0,7.43806584175705,27.075
"330",18.325,74.55,29.934,84.5,180.75,0.5,0,4.52780332045078,24.25,76.95,29.9085,80.25,72.5,0,0,6.25141747481823,24.975
"331",17.7,74.4,29.9315,85.25,199.5,2,0,4.28664475917339,20.35,75.875,29.90925,82.5,46,0.25,0,5.34362814289251,22.275
"332",15.425,73.925,29.92825,87.25,219.5,2.25,0,3.64679670514171,17.7,75.325,29.9145,83.25,58.5,0.75,0,5.02090716701473,13.7
"333",15.35,74.85,29.9295,86.5,229.5,4,0,3.98394735826302,12.4,74.325,29.91,85.5,55.25,0.25,0,4.20439796657528,14.05
"334",17.925,77.65,29.95075,83.75,202,4.5,0,5.27218378525273,12.1,75.25,29.9075,85.25,122,0.5,0,4.417190158771,9.825
"335",23.8,81.275,29.957,77.75,191.75,5.25,0,8.13434663725358,16.4,78.25,29.9255,80.5,63.25,1,0,6.45887140659751,13.225
"336",30.225,84.5,29.95325,70.5,217,5.5,0,11.9738836010974,21.1,80.875,29.9295,75,56,1.5,0,9.01205897044211,19.35
"337",33.225,86.95,29.9505,66.5,187,6.25,0,14.6677813134948,23.375,82.95,29.9315,72,181.75,1.75,0,10.7820548284485,23.55
"338",37.375,88.75,29.94125,61.25,210.25,6.25,0,17.9493405224847,25.0333333333333,85.3666666666667,29.9303333333333,69.3333333333333,142.333333333333,2,0,12.7640816852236,24.45
"347",30.45,83,29.89775,70,183,3.5,0,11.5695457131353,22.3,86,29.87625,63,43.5,1.5,0,15.7142563582174,22.275
"348",28.7,81.4,29.923,72.5,214,3,0,10.070180152832,21,84.225,29.882,67.25,52.75,1,0,13.142185031354,20.225
"349",23.525,79.7,29.93875,76.75,199,1.75,0,8.05613339507158,18.175,82.6,29.908,71.5,78.5,0,0,10.8582244556864,17.1
"350",21.675,77.925,29.943,80.25,195.5,1,0,6.45699582702882,19.425,81.075,29.926,75,98.5,0,0,9.05856235784178,17.675
"351",21.475,76.225,29.943,83.75,218,0,0,5.02335602743417,20.6,79.6,29.9305,77,106,0.25,0,7.94185878650935,18.25
"352",19.425,74.275,29.93975,87,123.5,0,0,3.77085765760744,23.325,78.65,29.92925,78.5,97,0.5,0,7.19476983131765,20.475
"353",14.85,72.525,29.93075,90.5,133.5,0,0,2.59289796972953,24.15,77.675,29.92475,79.75,93.75,0.25,0,6.56256350901311,21.7
"354",11.525,71.375,29.93375,92.5,147,0,0,1.96903618621346,23.025,76.5,29.91975,81.25,110.75,0,0,5.84777273577572,21.875
"355",10.575,70.575,29.94825,93.25,132.75,0,0,1.72633118964749,22.5,75.55,29.9155,82,101.75,0,0,5.43561393429184,21.025
"356",10.375,70.275,29.976,95.25,134,0,0,1.19942700476842,17.125,73.775,29.92975,86.5,105.5,0,0,3.85487063843377,17.75
"357",14.35,73.625,30.00575,92,191,1.25,0,2.29757878485755,11.35,72.175,29.96175,91.5,113,0,0,2.2926854168367,7.95
"358",20.425,77.35,30.024,85,213.5,2.5,0,4.8235064905261,9.4,73.6,29.9905,90,79.25,0.25,0,2.84927000556978,7.975
"359",24.4,80.625,30.026,78,237,3.5,0,7.86131502555465,16.7,76.6,30.00325,83.75,52.25,1,0,5.08667873587504,15.875
"360",29.9333333333333,83.3333333333333,30.017,75.3333333333333,202.666666666667,4,0,9.64524086660699,21.65,79.3,30.00675,79.5,119.5,1,0,7.02914118039225,19.775
"361",36.5,87.2666666666667,30.01,63,203,3.33333333333333,0,16.3575215924683,25.05,82.675,29.9955,72.25,120.75,1.25,0,10.6097236879552,26.225
"362",41.525,88.7,29.99375,60.5,217.5,3.75,0,18.2803939460874,26.1,84.6,29.9885,68,318,1,0,12.9932144565928,30.25
"370",20.95,86.025,29.9365,62.5,211.25,2.5,0,15.972658628878,23.7,87.1,29.908,60.5,64.5,1.5,0,17.36385530236,27.225
"371",17.925,82.95,29.9355,70.25,228.5,0.75,0,11.4770695612959,22.275,85.75,29.92225,63,54.5,0.75,0,15.586050564647,23.5
"372",13.85,80.775,29.95225,75.5,231.75,0,0,8.79383309674833,18.65,83.975,29.92625,66.75,62.75,0.25,0,13.2303247542164,19.625
"373",13.45,79.35,29.95875,78.5,232.25,0,0,7.36168379480026,16.65,82.75,29.94175,69.5,63.75,0.5,0,11.6645300718109,17.375
"374",12.3,78.45,29.952,80.5,222,0.5,0,6.48313105174474,17.725,81.625,29.952,72.25,66.5,0.25,0,10.2398351006258,14.25
"375",11.3,77.375,29.94525,83,215.5,0.75,0,5.45688447674336,15.85,80.325,29.94825,74.75,68,0,0,8.92542211856828,17.275
"376",11.75,76.5,29.93875,84.5,221,0.5,0,4.83183840290875,15.5,79.625,29.93825,75,68.25,0,0,8.63635600502986,15.225
"377",9.825,75.275,29.9365,87.25,236,0,0,3.81852673682299,15.725,79.075,29.934,74.75,80.75,0,0,8.56634017256714,15.15
"378",8.35,74.525,29.93975,89.25,241.75,0.75,0,3.13765072655351,15.925,78.275,29.9305,74.5,196,0,0,8.42955211091448,15.6
"379",7.575,74.225,29.947,88.5,219.5,1.25,0,3.323289423646,14.05,76.725,29.9345,78,111,0,0,6.91426130742699,15.05
"380",10.7,75.2,29.966,84,292,0.5,0,4.77556288571885,13.3,75.3,29.948,81,206.5,0,0,5.69384405805653,17.025
"381",8.75,75.2,29.9815,85,285,1,0,4.47709020536143,10.175,73.8,29.95925,85,206,0,0,4.28022401228752,15.575
"382",16.225,76.775,29.98375,82.75,250.75,2.5,0,5.42522258027287,10.125,73.375,29.9715,87,205,0,0,3.65203409277975,11.15
"383",27.85,79.325,29.986,75.25,250.75,4,0,8.4798897328421,16.475,75.5,29.97725,80.75,105.5,0,0,5.81621251345323,15.025
"384",37.3,81.175,29.9785,71,291.75,4.5,0,10.541741045708,23.15,78.225,29.97975,76.75,102.5,0,0,7.67934243776422,26.175
"385",45.6,83.55,29.973,68.5,293.5,4,0,12.3722869597117,29.7,80.125,29.973,75.25,116.75,0.25,0,8.70056313367929,30.95
"386",50.25,84.55,29.966,68.5,311,4.5,0,12.7624199197497,38.225,83.275,29.965,71.5,172.75,0.5,0,11.102852662495,36.2
"387",51.575,86.825,29.944,64.25,276.25,4,0,15.5839896764427,46,85.45,29.963,69,119.5,0,0,12.9282041719566,39.85
"388",48.45,87.825,29.93025,63.5,261.5,4.25,0,16.4206398958475,46.1666666666667,89.4,29.9403333333333,61.6666666666667,82.6666666666667,1,0,18.125286436834,48.525
"389",50.5,89.25,29.91675,59.25,287.5,6,0,19.1663229319036,47.325,91.05,29.9265,60.25,97.25,1,0,19.7875577168181,54.275
"390",51.65,87,29.89675,62.25,310,7.5,0.025,16.9739760801929,47.7,91.2,29.91175,59,77,0.75,0,20.5055307626721,53.875
"391",50.5,71.525,29.9105,92.25,132.5,5.75,0.4275,2.00867447676352,48.625,91.875,29.895,56.5,125.5,0.75,0,22.2185347801435,48.275
"392",45.6,80,29.897,77,70.25,1.75,0.44,8.14856155733616,49.275,91.75,29.878,54.25,149.25,1,0,23.2787060804755,40.325
"393",52.15,81.95,29.889,58.5,154,11,0.44,15.5414228996623,46.4666666666667,90.3666666666667,29.8776666666667,55,104,0.333333333333333,0,21.9362361765223,45.625
"395",39.925,74.675,29.916,84.5,84.25,2.75,0.49,4.54974215868744,43.3,78,29.8965,79.5,144,0,0,6.72462161625445,47.65
"396",33.9,73.525,29.9245,88,222.75,0.5,0.49,3.38653990315769,43.125,77.05,29.902,76.75,173,0,0,7.38709175433223,35.625
"397",20.625,72.425,29.90975,91.5,230.5,0,0.49,2.31243868779985,34.7,75.125,29.9105,82.75,166,0,0,5.14142184039058,25.55
"398",19.725,71.825,29.909,93.25,213,0,0.245,1.79862357527317,23.275,73.975,29.9015,87.75,158,0,0,3.51524391415944,17.75
"399",15.25,71.5,29.9015,94,338.5,0,0,1.58707341836747,18.225,73.25,29.901,89.5,153,0,0,2.93714902765338,7.325
"400",8.875,70.675,29.89525,95.25,338.75,0,0,1.21757537127398,13.225,72.375,29.89475,90.75,153,0,0,2.51347939712517,4.55
"401",7.75,69.825,29.886,95.75,272.75,0,0,1.05855426846934,11.225,71.55,29.89025,92.75,153,0,0,1.91473929681996,9.225
"402",8.05,70.05,29.9025,96,291.25,0.5,0,1.0068061279611,8.575,70.675,29.8785,93.75,153,0,0,1.60235248845453,1.95
"403",12.825,70.7,29.9215,94.25,326.75,0.75,0,1.47635011191104,7.25,70.15,29.89375,94.5,153,0,0,1.38487947594498,1.925
"404",8.375,70.325,29.92625,94.5,314,0.25,0,1.39314959111791,7.55,70.375,29.9115,94.5,153,0,0,1.39564216294604,3.8
"405",8.9,70.55,29.927,95,260.5,0,0,1.27611857711886,6.275,69.7,29.91575,94.25,153,0,0,1.42578918035215,6.65
"406",16.9,74.8,29.94225,91,204,0,0,2.67490856381439,6.8,70.675,29.92125,95,153,0,0,1.2816900116094,4.925
"407",23.675,78.8,29.946,84.75,139.25,0.75,0,5.12783602329897,15,74.025,29.927,89.75,139.5,0,0,2.97850523913242,7.05
"408",32.925,80.2,29.943,80,124.75,1.75,0,7.05484909380005,26.325,77.75,29.92925,83.25,126.5,0,0,5.45476994635474,12.425
"409",43,82.425,29.9425,73.5,122.75,1.25,0,10.0339119590511,27.35,79.425,29.93125,81.5,124.75,0,0,6.34906072292473,19.825
"410",47.2,84.85,29.93025,69.5,130.75,2,0,12.5257503668037,43.675,82.375,29.92575,74,59.25,0.25,0,9.89668670079692,30.75
"419",45.65,72.125,29.917,82.75,299.75,9.25,0,4.6508672753129,43.825,74.4,29.90625,71,183.5,4.5,0,8.75779488318041,46.85
"420",38.275,70.15,29.91325,88.25,299,6.25,0.0475,2.96647930690414,40.15,71.4,29.95325,82.5,105,1,0.015,4.62745036248184,41.425
"421",34.925,69.225,29.87525,91.75,233.25,1.75,0.105,2.01327710753632,32.475,68.75,29.934,93.25,52,1,0.1425,1.62221942503028,38.4
"422",33.15,69.55,29.85225,88.5,301.5,4.5,0.06,2.8426109835217,33.75,67.9,29.89225,93.5,49,1,0.24,1.51450597923986,35.45
"423",30.325,69.625,29.8425,88.5,158.75,0.75,0,2.84520216969199,32.575,67.55,29.85925,93.75,66.75,0.25,0.195,1.43967236402808,34.15
"424",18.4,68.5,29.8335,92.5,125.5,0.5,0,1.78707861483211,27.65,67.4,29.84125,94,73,0,0,1.37466855946615,25.4
"425",17.45,68.025,29.843,94.5,128.75,0,0,1.28782736693989,21.475,67.4,29.8245,95,88,0,0,1.14556011042806,27.8
"426",13.125,67.525,29.8495,95.5,202.25,0,0,1.03637292692707,15.1,67.6,29.83325,95.25,88,0,0,1.09560756158179,23.95
"427",12.975,67.075,29.8505,96,225.5,0,0,0.906227532336647,9.85,67.25,29.84525,96,87.75,0,0,0.91172507876883,20.225
"428",12.4,67.35,29.85625,96,144.75,0,0,0.914870581844425,5.275,66.825,29.8425,96.75,88.25,0,0,0.730121937393064,14.375
"429",12.225,68.475,29.8735,95.5,223.25,0.25,0,1.07169798983106,2.55,66.95,29.85225,97,91.75,0,0.0075,0.676744793395502,10.025
"430",13.575,70.475,29.884,91.5,278.75,0.5,0,2.17198191901231,4.975,67.675,29.8715,97.75,93,0,0.01,0.521080988712671,10.425
"431",17.4,70.425,29.907,92.25,244.75,1.25,0.1875,1.97091003022485,6.55,69.025,29.88,97,106.5,0,0.01,0.726840328764973,13.825
"432",19.05,70.225,29.89025,93,136.5,3.5,0.3075,1.76816757273674,6.55,69.875,29.89,96,108.75,0,0.01,0.997669434798028,30.45
"433",20.125,73.975,29.89125,86.75,134.25,2,0.31,3.85098762633711,16.1,72.275,29.88525,91.25,130.25,0.5,0.01,2.41728596042044,32.675
"434",30.35,78.6,29.88175,76,137.25,4,0.31,8.05949449980368,27.2,76.775,29.88025,81.25,51.75,0.5,0.01,5.91153217183938,24
"435",43.4,81.5,29.8765,69.5,184.5,4.75,0.31,11.2074311991402,35.375,79,29.87275,76.75,94,0,0.01,7.87642092529932,29.05
"436",46.725,83.8,29.84475,66.25,167.75,5.25,0.31,13.3490270993587,43.175,82.15,29.86575,71.75,224.25,0.75,0.01,10.6258623696061,31.85
"437",50.2,85.625,29.833,65.75,185.25,6,0.31,14.3632840801799,44.775,81.125,29.84075,79.25,46,0.5,0.03,7.56403915419723,38.575
"438",42.825,82.775,29.823,70.5,229.25,5,0.31,11.3249498166185,48,84.8333333333333,29.8243333333333,70,34.6666666666667,2.33333333333333,0.03,12.2769794527034,47.5
"439",38.725,81.1,29.80825,73.25,185.75,1.75,0.31,9.69562643004375,46.9333333333333,80.6,29.815,77.3333333333333,68.3333333333333,0.666666666666667,0.03,8.08263907002124,47.35
