"","Ozone","Temp","Press","RH","WindDir","WindSpeed","Rainfall","VPD","OzoneG","TempG","PressG","RHG","WindDirG","WindSpeedG","RainfallG","VPDG","OzoneP"
"2480",30.375,64,30.14475,69.25,89.25,2.25,0,6.26789662305026,22.275,63.45,30.152,75.25,205.25,0.5,0,4.94464481821121,25.425
"2481",32,64.3,30.1225,68.5,42,2.5,0,6.4815900233983,24.95,64.625,30.13275,72,142.75,0.5,0,5.8321309799086,23.8
"2482",33.1333333333333,66.1333333333333,30.101,65,137.666666666667,2.66666666666667,0,7.69265513021244,30.575,66.175,30.108,65.75,182.75,0.25,0,7.52842603675842,25.5
"2483",34.7,66.3333333333333,30.0806666666667,62.3333333333333,133.666666666667,1.33333333333333,0,8.32006585231926,28.675,65.975,30.09025,68.25,80.5,0,0,6.92866190005773,30.725
"2484",33.775,65.375,30.0755,64.75,176,2,0,7.54096068124473,27.1,65.675,30.076,67.5,127.5,0,0,7.0151325368315,30.775
"2485",28.65,64.575,30.07075,67.75,226.75,0.5,0,6.74726612454211,27.2,64.975,30.066,68.5,266,0,0,6.63777239831368,27.8
"2486",12.15,59,30.066,82.25,216,0,0,3.04341369878245,25.2,62.3,30.06075,73.5,266,0,0,5.09899678672148,25.475
"2487",7.15,56.675,30.07425,87.5,112.75,0,0,1.9619256875557,20.25,58.375,30.05875,82.75,266,0,0,2.89421989295394,15.45
"2488",2.65,52.4,30.066,94,96,0,0,0.805511407489969,7.225,53.5,30.062,92.5,266,0,0,1.0495505937571,8.075
"2489",2.96666666666667,50.8666666666667,30.0683333333333,95.3333333333333,218,0,0,0.592772066792043,3.125,52.35,30.064,94.5,266,0,0,0.737393805710331,1.35
"2490",0.8,50.1,30.06,96,218,0,0,0.493165792937341,1.125,51.425,30.06025,95,266,0,0,0.647564980820545,0.4
"2491",2.025,49.25,30.05975,96.75,231.5,0,0,0.387936887722384,0.8,50.7,30.05125,96,266,0,0,0.504294043268236,0.375
"2492",2.75,49.475,30.05,97.25,131,0,0,0.330806926664943,0.625,50.275,30.0505,96,266,0,0,0.496402014461025,0.625
"2493",2,48.225,30.0445,97,131,0,0,0.344871583787115,0.95,49.675,30.043,96.75,266,0,0,0.394434193942478,0.525
"2494",8.3,48.825,30.0295,98,131,0,0,0.23515038538608,1.025,49.6,30.0365,97,266,0,0,0.363059972796138,2.225
"2495",7.425,49.1,30.016,98,133.25,0,0.01,0.237557004254002,0.9,49.575,30.0195,97,266,0,0,0.362714274197967,3.4
"2496",4.8,48,29.984,97,139,1,0.01,0.341945779397939,0.525,49.475,29.9995,97.5,266,0,0,0.30074838754925,2.35
"2497",3.775,49.95,30.0095,98.25,170.25,0,0.01,0.212591805635002,1.575,50.2,29.983,97.75,266,0,0,0.278329318111211,1.075
"2498",15.25,54.975,30.024,95.5,150.75,2,0.01,0.695670216953928,2.15,51.8,29.986,97.75,265.5,0,0,0.297488316030551,2.525
"2499",23.35,59.375,30.03875,83.75,194.25,4,0.01,2.81032868246833,14.125,55.925,29.9995,90,81.5,0.5,0,1.53023658874218,9.65
"2500",22.6,59.825,30.0275,82.25,170.5,4,0.01,3.11946009509617,12.85,56.65,30.02025,89.5,87,0.5,0.005,1.64616780222242,17.65
"2501",21.975,59.5,30.01075,85.5,154,4.75,0.01,2.51829621030787,10.175,56.8,30.00275,91.5,79.5,0,0.0425,1.34089419364282,18.45
"2502",24.85,61.725,29.9895,82,138,3.5,0.01,3.39446134977345,17.3,57.7,29.99025,93,71.25,0.5,0.07,1.14192349268351,13.975
"2503",27.675,65.45,29.952,76.5,174,3,0.01,5.06229330628421,20.425,60.425,29.96625,90,141.5,0.5,0.07,1.81105760428877,19.95
"2504",30.725,67.675,29.9435,72.25,141.25,2.5,0.01,6.41973250888388,25.45,66.125,29.94,78,64.5,0.5,0.07,4.87509836192962,20.55
"2505",32.725,66.8,29.928,72.75,143.25,2,0.01,6.11772173133949,29.1,67.825,29.92325,77.25,83.5,0.75,0.07,5.29229702050947,24.225
"2506",29.675,65.675,29.9115,75,135.25,1.5,0.01,5.40045023568311,26.45,66.475,29.90775,79,68.5,0,0.07,4.65982973967091,27.35
"2507",26.05,64.4,29.9195,79.25,148.25,1.25,0.01,4.28645444084442,27.125,65.75,29.8955,79.75,60,0,0.07,4.38213602237564,25.55
"2508",23.175,63.35,29.92975,83,133.75,0.25,0.01,3.38487648130686,28.525,64.675,29.90525,80.5,82,0,0.07,4.0657208708346,24.525
"2509",22.275,62.55,29.93025,84.75,146.25,0.25,0.01,2.95096060669324,28.6,63.45,29.92,85.25,81,0.25,0.07,2.96051819282271,22.125
"2510",16.75,61.95,29.9445,86,141.5,0,0.01,2.65212413129711,25.425,61.225,29.9205,93.5,87,0,0.07,1.20096394939362,23.65
"2511",14.775,61.7,29.95825,86.5,135.25,0,0.01,2.53508919460854,20.925,60.75,29.9345,94.5,87,0,0.07,0.998413322924639,23.45
"2512",14.725,61.525,29.96625,87.5,137.5,0,0.01,2.33275747391854,18.1,60.65,29.94975,95,87,0,0.07,0.90457801327504,19.925
"2513",16.85,61.3,29.9725,87.25,134.5,0,0.0075,2.3604496395939,14.075,60.55,29.9605,93.25,87,0,0.07,1.21677093093883,18.95
"2514",14.975,61.1,29.96725,88.25,142.25,0,0,2.16080447001187,13.3,60.425,29.965,92.25,87,0,0.0525,1.39081333998069,18.95
"2515",13.65,60.825,29.967,90.25,137.5,0,0,1.77495745122237,12.4,60.525,29.95875,91,87,0,0,1.62087148888852,19.8
"2516",13.775,60.7,29.95125,90.75,139.5,0.25,0,1.67644034007229,15.45,60.65,29.959,89,87,0,0,1.99072500702963,20.725
"2517",15.375,60.4,29.95,90,132.25,0,0,1.79318114628641,15.175,60.725,29.943,88.75,87,0,0,2.04068598152801,21.45
"2518",14.7,60.1,29.965,90,98,0,0,1.77412344006339,14.925,60.675,29.94825,89.75,87,0,0,1.85607117926201,20.225
"2519",12.9333333333333,59.4666666666667,29.9786666666667,91.6666666666667,152,0.666666666666667,0,1.44595223110733,16.975,60.6,29.9655,89.5,93,0,0,1.89624132378121,15.4
"2520",11.7,59.9,29.99125,90.25,132.25,0.25,0,1.71783239798888,19.25,60.175,29.96875,89.25,99,0,0,1.91315820247929,14.075
"2521",10.1,60.925,30.0115,88.25,152.25,0,0,2.14935228296059,15.825,60,29.97975,88.5,99,0,0,2.03462166900956,15.575
"2522",13.35,62.9,30.034,83.5,127.5,0.5,0,3.24699939180375,14.8,60.8,30.00425,85.5,52.75,0,0,2.63799521129805,7.575
"2523",23.775,65.2,30.049,75.5,154.25,2,0,5.21526075076477,14.575,61.95,30.02,83.75,70.5,0,0,3.08286313157091,8.1
"2524",29.025,67.975,30.048,68.75,149.75,2.25,0,7.31052331459858,18.7,63.775,30.036,78.75,112.75,0,0,4.29692749785389,11.45
"2525",32.6,70,30.045,65,228,2,0,8.78304995835632,26.275,65.95,30.039,72,63.5,0,0,6.11291580716673,15.55
"2526",41.05,72.725,30.028,57.75,140.25,3.25,0,11.6194832379398,33.15,67.825,30.036,68.25,85,0,0,7.39057105982615,21.2
"2527",45.475,74.95,30.00825,55,149.75,2.75,0,13.3272805540237,41.4,70.075,30.02275,62.5,166,0.75,0,9.44520433179876,28.8
"2528",48.75,76.525,29.99125,48.75,171,2.75,0,15.9934907955616,46.35,73.6,30.00525,57,128,0.5,0,12.1879316985224,33
"2529",49.95,77.525,29.97675,45.75,192.5,2.75,0,17.4901815793885,49.95,74.525,29.98675,56.5,106,0.75,0,12.7017558352455,40.55
"2530",50.25,77.2,29.97525,47.25,183.75,3,0,16.8329020325742,52.6,76.05,29.97125,52.75,85,0.75,0,14.5091839733112,43.975
"2531",48.575,75.95,29.97375,49.5,138.5,2.5,0,15.4596516454278,54.075,73.7,29.967,53.5,176.5,0.25,0,13.2043964464892,45.325
"2532",41.2,72.15,29.98475,57.5,136.75,0.75,0,11.5213537103932,53.5,72.375,29.96525,53,115,0.25,0,12.762292053427,44.125
"2533",32.55,67.15,29.9925,68,141,0,0,7.27404684537582,48.325,69.775,29.97625,60.5,68,0,0,9.85122305164573,44.725
"2534",10.9,61.475,30.01625,82.5,138,0,0,3.26243476400517,37.8,65.4,29.98775,71.75,68,0,0,6.07743782997065,39.525
"2535",11.075,60.3,30.02825,84.75,138,0,0,2.73511924678594,29.15,62.3,30.00575,79.75,68,0,0,3.88511059745189,27.175
"2536",1.4,57.95,30.0335,90,138,0,0,1.6443601318508,24.35,60.55,30.0215,83.75,68,0,0,2.93901818847122,20.65
"2537",10.6,56.9,30.036,91,138,0,0,1.42367505821483,17.3,58.775,30.02875,87.75,68,0,0,2.0761949773016,13.225
"2538",15.4666666666667,57.2,30.0353333333333,91.3333333333333,140,0,0,1.38840069988404,11.25,57.275,30.029,91.5,68,0,0,1.36375010575633,16.125
"2539",16.2,56.55,30.0435,91,139,0,0,1.40580502704533,7.125,56.475,30.029,93.25,68,0,0,1.05205147780373,15.2
"2540",15.3333333333333,55,30.0393333333333,93,139,0,0,1.03363007708637,5.525,55.7,30.0355,94.25,68,0,0,0.871194105913697,7.3
"2541",15.575,54.375,30.0385,94.25,139,0,0,0.829874959095249,5.05,55.175,30.036,95,68,0,0,0.743017547826055,2.5
"2542",15.875,53.525,30.035,95,139,0,0,0.699725222028294,4.325,54.3,30.0345,95.25,68,0,0,0.684122387633076,4.35
"2543",11.475,52.875,30.04675,95.5,139,0,0,0.615238480215334,4.725,53.7,30.03225,96,68,0,0,0.563263374721124,9.525
"2544",8.45,52.75,30.0615,95.5,139,0,0,0.612076386831742,3.35,53.2,30.03925,96,68,0,0,0.553027360200285,7.9
"2545",11.025,55.025,30.06775,94,145,0,0,0.891416549569458,2.825,52.875,30.04325,96.75,68,0,0,0.443906193428229,1.525
"2546",17.6,59.1666666666667,30.076,87.6666666666667,144.333333333333,0.333333333333333,0,2.14051330481777,4.75,54.475,30.056,97.75,68,0,0,0.324548097949037,1.8
"2547",26.3,66.2,30.0806666666667,75.3333333333333,186.666666666667,1,0,5.44311005821862,14.275,58.85,30.062,89,79.5,0,0,1.91408454292408,7.5
"2548",33.95,70.55,30.07525,68.25,135,1.75,0,8.13126270294632,27.425,63.375,30.065,78.5,91.25,0.5,0,4.29701143062686,17.925
"2549",44,73.775,30.065,59,148.75,3.75,0,11.6776718167112,32.925,67.025,30.063,73.25,91.75,0,0,6.06525966549027,23.175
"2550",50.65,76.175,30.047,56.25,178.25,4.5,0,13.4992119487527,43.15,70.675,30.0535,66,96.75,0.5,0,8.72676400644036,27.45
"2551",55.05,77.775,30.016,53,160,5.5,0,15.2838943587578,55.55,74.1,30.03475,57.25,56,1.75,0,12.3087842535899,44.05
"2552",58.475,78.175,30.00075,53,174.75,4.75,0,15.4880326264826,57.875,77.375,30.009,53.5,82.5,1.5,0,14.9299145434416,52.725
"2553",57.15,79.85,29.98725,49.5,168.5,4.5,0,17.5748385512896,55.7,78.8,29.9925,52.25,94.25,1.5,0,16.0546196564533,51.8
"2554",57,79.45,29.97775,49.5,131.75,5.25,0,17.3454613592271,55.35,78.975,29.977,51,82.75,1.75,0,16.5710890137355,52.6
"2555",56.05,79.1,29.97425,50.75,164.75,4.25,0,16.7286271887901,57.025,77.725,29.96675,54.5,83.5,1.25,0,14.7733876913659,50
"2556",48.4,75.825,29.96675,59.5,130,1.75,0,12.4579714838408,56.275,76.525,29.9615,54,81.5,1.25,0,14.3504754267566,49
"2557",32.4,68.95,29.968,75.25,130.25,0,0,6.02248129088098,52.325,74.175,29.95425,60,80.75,0.25,0,11.5722078285346,46.225
"2558",30.35,66.25,29.9805,81.5,133,0,0,4.07881354759838,39.725,69.025,29.956,73.25,82,0,0,6.52276199235845,34.175
"2559",24.35,63.3,29.9835,88.25,133.75,0,0,2.34495813756379,27.925,65.575,29.96425,81.75,82,0,0,3.93517413555253,17.775
"2560",22.95,61.975,29.981,90,133,0,0,1.89810131612615,19.45,64,29.972,85.75,82,0,0,2.9037634364511,19.8
"2561",3.225,60.025,29.97725,93,133,0,0,1.24059564749451,21.1,65.025,29.97,84.5,83.5,0.25,0,3.28511014220137,13.525
"2562",4.45,58.975,29.9695,94.75,133,0,0,0.894817395525716,17.525,65.075,29.96775,84.75,84.25,0,0,3.2253197621413,19.075
"2563",14.85,58.825,29.9555,96.25,134,0,0,0.6353064823919,10.95,62.575,29.95925,89.75,84,0,0,1.99296635979828,17.425
"2564",18.575,59.25,29.95525,96.5,195.5,0,0,0.602558891418696,14.375,61.9,29.94275,92,84.75,0,0,1.51427560087799,13.875
"2565",14.6,58.85,29.9605,96.5,215,0,0,0.593111144517876,20.325,62.45,29.9435,90.5,83.5,0,0,1.8327891744879,14.7
"2566",14.975,58.625,29.9635,97,215,0,0,0.504938350898238,14.5,60.575,29.9485,93.25,84.25,0,0,1.22025940776637,13.225
"2567",13.775,59.1,29.9675,97,215,0,0,0.513596031379595,12.425,59.95,29.9495,95,84,0,0,0.881874978406049,15.525
"2568",9.65,58.775,29.98275,96.75,190,0,0,0.549692202727141,19.05,61.1,29.957,94.5,84.25,0,0,1.01458581900292,10.875
"2569",17.425,61.075,29.99875,95.5,227.75,1,0,0.83984406417586,18.5,61.425,29.96775,94,84.25,0,0,1.11624049492103,13.975
"2570",19.975,65.45,30.0135,90.5,231.75,2.25,0,2.05048008077864,13.75,62.15,29.982,94,84.25,0,0,1.14481582013759,16.9
"2571",24.775,71.7,30.01025,84.25,220.5,3.5,0,4.25449261609805,21.95,67.45,29.9965,90.75,80.5,0.5,0,2.19905988265343,19.425
"2572",36.65,78.025,29.99525,76,288.75,4.5,0,7.86987637910974,33.425,73.85,29.998,82,87.25,1.5,0,5.16796396812931,27
"2573",37.425,79.275,29.97925,74.75,225.75,3,0,8.62990485089451,34.175,77.6,29.98275,76.75,94.75,1.75,0,7.53740951214499,34.45
"2574",41.275,81.8,29.94675,70.5,218.5,4,0,10.9576662340294,32.225,79.575,29.96825,74.25,116.25,0.5,0,8.88187801668359,33.925
"2575",35.65,84,29.9165,65,256,4.5,0,13.9337991861692,34.5,81.425,29.935,72,82.25,1.5,0,10.2829987182598,35.975
"2576",34.35,83.875,29.899,65,262.25,4,0,13.8799240424812,35,83.5,29.912,66.75,86,1.75,0,13.0277401547294,35.15
"2577",33.9,84.475,29.87875,63.75,248.75,3,0,14.652278572359,35.225,84.475,29.88475,63,93,1.25,0,14.9631324132243,33.5
"2578",32.75,85.425,29.866,61.5,242.25,2.25,0,16.0568224695444,35.25,85.525,29.871,59.5,136,1,0,16.9346439713703,33.625
"2579",31.825,85.825,29.853,59.5,259.25,1.5,0,17.0924573059642,35.15,85.575,29.8605,56.5,90.5,1,0,18.2113091189636,34.7
"2580",28.4,82.025,29.858,65,230.25,1,0,13.1355108330778,35.425,84.525,29.85225,56.75,93.5,0.5,0,17.5184871852476,34.1
"2581",23.575,77.625,29.867,73.75,222.5,0,0,8.52264790218673,29.625,81.475,29.8585,63,100.5,0,0,13.6107293537192,33.45
"2582",20.175,74.55,29.8785,80.25,210,0,0,5.77986204669758,22.5,77.275,29.86475,73,101,0,0,8.65353679334814,24.025
"2583",17.4,72.7,29.87875,83.5,230.5,0.25,0,4.53308922035954,18.15,74.775,29.87375,78.75,100.75,0,0,6.25828537489327,23.975
"2584",14.3,71.05,29.882,87,214.75,0,0,3.37670389424519,22.65,75.375,29.873,77.5,92.25,0,0,6.7588391848735,8.85
"2585",14.1,70.5,29.8745,88,231.75,1.25,0,3.05729050581821,26.15,75.15,29.8775,78.5,77,0,0,6.41115895066029,12.825
"2586",15.425,70.3,29.86475,89.25,216.75,1.25,0,2.72047175504102,25.425,74.15,29.86925,81.25,84.75,0,0,5.40378657459274,11.375
"2587",15.125,70.4,29.85625,89.75,221,1.75,0,2.60302356236803,27.225,74.25,29.8565,81.75,93,0.25,0,5.27829999074365,22.55
"2588",20.25,71.45,29.8495,91.5,265.75,3.25,0.0225,2.24179665664071,28.05,74.9,29.852,81.75,96.75,0.25,0,5.39288714396833,27.55
"2589",24.875,72.85,29.848,91,295.5,5,0.03,2.48287164243393,21.875,71.95,29.84975,91.75,100,0,0.05,2.2220668471783,28.175
"2590",20.625,71.925,29.8665,92.75,298.5,5.25,0.03,1.93923881191132,18.975,70.675,29.85375,94.75,67.25,0,0.05,1.34629044641388,28
"2591",19.15,71.55,29.887,89.75,245.75,7.75,0.03,2.71021423106001,17.175,70.4,29.87425,96,90,0,0.05,1.01564005833621,25.3
"2592",24.9333333333333,67.5666666666667,29.924,77,221.333333333333,10.3333333333333,0.03,5.31220411823599,17.775,69.825,29.8955,94,186,0.25,0.05,1.48970966498758,25.05
"2593",26.0333333333333,64.5666666666667,29.9556666666667,76.6666666666667,27.6666666666667,6,0.03,4.84628979164308,23.4,67.275,29.933,79.5,243,1,0.05,4.62778094526389,27.55
"2594",26.225,66.2,29.97125,70.5,322.25,7,0.03,6.50053762781541,25.95,64.725,29.9625,77.25,186.5,0.25,0.05,4.76270937114766,34.425
"2595",29.1,69.275,29.9875,61.5,312.25,7.75,0.03,9.43090492664455,27.45,64.575,29.98,74.25,161.25,0,0.05,5.35462606892871,30.35
"2596",33.95,72,29.99275,52.75,315.25,7.75,0.03,12.682222772914,30.45,66.925,29.99575,66.25,111.75,0,0.05,7.62518205646465,33.6
"2597",36.525,74.225,29.99075,42,310.25,10.75,0.03,16.7790798523597,33.675,70.275,30.00275,57.5,67.5,0.75,0.05,10.7696902072819,32.025
"2598",35.875,75.55,29.983,40,315,11.5,0.03,18.1210367220814,34.5,73.25,29.9995,48.25,184,1,0.05,14.513643089562,32.45
"2599",35.65,76.5,29.966,40.5,244.5,11.5,0.03,18.5481622282091,34.25,76.225,29.987,39.75,180.75,1.25,0.05,18.6105274029667,31.5
"2600",34.925,77.025,29.961,41,320,11,0.03,18.7077432931383,35.525,77.875,29.974,37.25,143.5,1.75,0.05,20.4687178957446,33.225
"2601",33.925,76.575,29.96775,38.75,241.75,11.75,0.03,19.1386065235128,34.475,78.4,29.9665,37.25,218.75,1.5,0.05,20.8239883129003,33.475
"2602",33.5,75.15,29.9835,41.5,178.5,11.75,0.03,17.436591052116,33.625,76.625,29.97225,38.75,203,1.75,0.05,19.1735706146745,32.625
"2603",31.25,74.15,30.00025,43.5,336.5,8.75,0.03,16.2835180486305,32.125,73.975,29.98525,42.75,213.5,1.5,0.05,16.4169271240892,31.8
"2604",28.275,70.975,30.01875,48.75,319.25,6.25,0.03,13.2892801370295,31.15,72.3,30.00175,44.25,243.25,1.75,0.05,15.1028725415199,32.7
"2605",25.125,68.35,30.04425,54.25,163.25,5.75,0.03,10.8420314342844,29.975,70.45,30.0185,48,249,1,0.05,13.2343860832066,33
"2606",23.75,66,30.06775,59.75,104.25,5.75,0.03,8.79680056322663,28.6,68.1,30.042,53,251.75,0.5,0.05,11.0392463688735,32.1
"2607",21.625,63.975,30.09525,65.75,29.5,6.75,0.03,6.97579824080464,26.3,65.975,30.07,59.75,229.75,0,0.05,8.78876557295126,28.525
"2608",21.225,61.725,30.112,71.25,32.75,6,0.03,5.4101339603999,23.75,64.275,30.097,64.5,260.75,1.25,0.05,7.29963643921305,25.075
"2609",19.65,60.35,30.1165,74,23,3.5,0.03,4.65398469582903,19.225,62.825,30.11575,67.75,255.25,1.5,0.05,6.30474515812218,23.75
"2610",17.325,58.6,30.12425,78,335,2.5,0,3.70467406011566,19.675,60.55,30.12075,72.25,253.5,0.5,0.0375,5.01019746950139,18.85
"2611",13.4,56.9,30.128,82.5,265.5,2,0,2.76982705157049,17.75,58.2,30.1265,78.25,253,0,0,3.61691313377809,11.15
"2612",11.4,56.025,30.131,84.75,251.75,2.5,0,2.3377812624533,12.6,54.9,30.131,86.5,253,0,0,1.99311195908586,12.25
"2613",10.925,55.825,30.14125,85,248,3,0,2.28229397370708,10.45,53.8,30.13675,90,253,0,0,1.41331030449381,10.6
"2614",10.25,55.45,30.1535,85.5,34,3.5,0,2.17679763577661,10.675,54.275,30.144,89.25,253,0,0,1.54587434603083,12.475
"2615",5.475,52.25,30.189,90.75,330,0,0,1.24515913071474,9.95,53.6,30.1605,90.5,253,0,0,1.33324611277809,11.725
"2616",1.025,51.1,30.21375,94.25,314,0.5,0,0.736652468011232,5.55,52.525,30.186,92,253,0,0,1.07978950782889,4.75
"2617",3.175,53.225,30.2315,91.75,109.75,2.25,0,1.14916311346829,2.2,51.275,30.20975,94.25,253,0,0,0.741167735452763,5.15
"2618",7.225,57.725,30.25275,85,64.75,1.5,0,2.4852792750151,2.275,51.825,30.22475,95,253,0,0,0.659770642868585,3.9
"2619",12.075,62.125,30.26325,75.75,211.5,0.75,0,4.67706066551358,5.975,56.475,30.24525,86,252.25,0,0,2.19830713884901,5.9
"2620",20.15,64.85,30.2685,63.5,250,2.5,0,7.65930822868548,10.3,59.9,30.26025,75.75,194.75,0.25,0,4.29194021606085,9.525
"2621",22.175,66.575,30.26325,57.75,137,3.5,0,9.41415718072326,16.5,63.125,30.26825,64,188.25,0.25,0,7.12990650771728,13.775
"2622",27.1,68.7,30.2525,52.25,96.5,4.5,0,11.4525455471166,21.05,65.475,30.2605,57.75,268.25,0.5,0,9.06481632281718,14.5
"2623",30.725,70.025,30.23125,47.5,94.5,4,0,13.1682801089473,25.875,68.225,30.24825,50.25,228,0.75,0,11.7347440684252,20.55
"2624",32.35,71.4,30.2135,44.75,247.5,4,0,14.5210595392559,31.25,71.55,30.23025,45,239,0.75,0,14.5345736874587,25.3
"2625",34.875,72.5,30.202,42.75,44.75,3.5,0,15.6099947044514,34.575,73.5,30.213,42.25,158,0.5,0,16.284150319949,27.85
"2626",36.375,73.4,30.19,40.5,156.75,3,0,16.7203337267573,39.05,74.2,30.19675,40.5,151.25,0.5,0,17.1757240390489,31.825
"2627",34.775,73.175,30.1865,40.75,33.25,2.75,0,16.5263741668721,39.875,72.1,30.1875,42.75,190.75,0.5,0,15.4060352823216,32.025
"2628",23.375,69.825,30.1905,51,251,1,0,12.4744602166943,37.025,70.425,30.18025,43.25,263.75,0,0,14.4276940175122,33.925
"2629",8.775,61.6,30.1985,71.25,307,0,0,5.43845295952875,28.875,66.875,30.183,52.75,264,0,0,10.6933793200115,31.025
"2630",11.15,58.95,30.207,77.5,144,0,0,3.84031396334676,22.25,61.625,30.19225,66,264,0,0,6.39809928190211,25.5
"2631",0.4,54.3,30.226,89,144,0,0,1.58330162274718,15.375,58.625,30.2105,71.5,264,0,0,4.8025550014434,14.55
"2632",0.4,52.2,30.224,92,144,0,0,1.06610448766021,8.075,56.325,30.22175,80,264,0,0,3.10803019596754,3.425
"2633",0.866666666666667,50.9333333333333,30.2256666666667,93.3333333333333,144,0,0,0.847733802462253,2,54.125,30.22125,86.25,264,0,0,1.96844811898247,0.1
"2634",1.25,50.45,30.2285,94,144,0,0,0.749466549425479,0.45,52.7,30.22025,89.75,264,0,0,1.3946490670164,0.225
"2635",2,49.4,30.228,96,258,0,0,0.480466470585198,0.85,51.775,30.21975,91.25,264,0,0,1.14826370764802,0.225
"2636",0.733333333333333,48.3333333333333,30.2336666666667,96.3333333333333,257,0,0,0.423147555592536,0.6,50.775,30.2285,92.75,264,0,0,0.916971556671197,0.225
"2637",1.2,48.3666666666667,30.2363333333333,96,181,0,0,0.462255651836582,0.525,50.225,30.225,94,264,0,0,0.743210883723842,0.3
"2638",1.875,48.075,30.244,96.5,154.25,0,0,0.399403587584158,0.4,48.9,30.2315,95,264,0,0,0.589469236533172,0.425
"2639",1.075,48.225,30.25675,95.75,142,0,0,0.488318575720089,0.45,48.3,30.23375,95,264,0,0,0.576385256314231,0.575
"2640",2.4,47.7,30.2716666666667,95.6666666666667,142,0,0,0.488108977228434,0.625,48.175,30.2465,96.25,263.75,0,0,0.430016055965407,0.6
"2641",3.75,49.175,30.2845,96,141,0,0,0.476749264826514,0.566666666666667,47.6666666666667,30.2593333333333,97,264,0,0,0.337730381950617,0.55
"2642",9.5,55.775,30.29625,88.25,137,0,0,1.86472377492962,0.425,48.175,30.2725,97.25,263.75,0,0,0.314390372478659,0.9
"2643",19.25,63.325,30.30875,69.5,152.25,1.75,0,6.14837111041291,3.25,53.5,30.28225,94.25,220.5,0,0,0.832134277792256,3.15
"2644",28.95,67.025,30.30525,55.5,139.75,3.75,0,10.0861200857101,14.025,60.575,30.295,75,83.5,0.25,0,4.61322535538099,21.15
"2645",35.075,70.3,30.30075,49.25,163.25,3,0,12.8584649856631,26,64.65,30.29675,61.5,70,1,0,8.02878758276579,19.925
"2646",39.75,72.6,30.28675,45.5,129.75,3.5,0,14.9138161165432,33.525,67.375,30.2945,55,81.25,1.25,0,10.3219101168063,23.875
"2647",43.475,74.45,30.25525,42.5,151.5,2.5,0,16.7423131582305,38.1,70.025,30.27975,50,67,0.75,0,12.5496286915711,29.925
"2648",47.375,75.925,30.23,39.25,127.5,3,0,18.5788056789469,41.975,73.65,30.2485,43.75,90,1,0,15.9501321483715,34.525
"2649",50.175,76.3,30.209,38.5,168.75,4.5,0,19.0446807134814,45.075,76.175,30.2245,40,76.25,1,0,18.4999971949016,40.8
"2650",49.025,76.75,30.19425,37.75,136.5,3,0,19.5655666882065,48.85,76.475,30.1975,38.75,75.25,0.75,0,19.0823112274584,43.1
"2651",44.375,74.6,30.19525,42.5,138,1.5,0,16.8226966909107,48.875,74.275,30.18425,41.5,52,0.25,0,16.946235018444,44.675
"2652",36.975,70.775,30.192,50.5,142.5,0.5,0,12.8448814901295,47.5,71.375,30.182,46.5,65.5,0,0,14.0505389060093,44.175
"2653",24.45,63.725,30.19775,65.5,139,0,0,7.00752261265216,41.425,67.925,30.18375,53.75,89,0,0,10.8451386215087,41.775
"2654",14.55,59.325,30.20425,77.5,139,0,0,3.89164054127302,30.325,62.825,30.18575,67.25,89,0,0,6.41985983042329,31.25
"2655",1.8,57.8333333333333,30.2123333333333,83,139.333333333333,0,0,2.78503517170386,21.7,61.55,30.19075,72,89,0,0,5.22948668520727,24.575
"2656",0.5,55,30.226,87,139,0,0,1.9195466616786,19.95,60.425,30.20475,74.25,89,0,0,4.63390346410856,22.7
"2657",5.375,54.3,30.22625,88,139,0,0,1.73290513891506,17.625,57.9,30.21525,80.5,89,0,0,3.20340201310526,18.85
"2658",6.425,53.575,30.2275,90,139,0,0,1.40296070556938,13.675,55.475,30.21825,85.75,89,0,0,2.14525668174047,19.275
"2659",14.1,54.3,30.23575,87,140,0,0,1.87173488773428,13.85,55.8,30.21625,86.25,89,0,0,2.09417776171841,5.8
"2660",14.9,54.5,30.23375,85.25,139,0,0,2.13960182313891,8.5,56.9,30.2285,84.25,89,0,0,2.49192267302077,15.2
"2661",11.65,52.75,30.23025,88.75,139,0,0,1.5302144118387,3.675,55.1,30.22475,87.75,89,0,0,1.82240888541064,14.725
"2662",6.825,50.9,30.2195,91.75,189.5,0,0,1.05122243826117,4.925,52.8,30.21725,91.25,89,0,0,1.19428878374169,17.475
"2663",8.725,49.85,30.22825,94.25,188.75,0,0,0.702237216984628,9.625,51.425,30.214,92.5,89,0,0,0.971774690032453,10.475
"2664",5.3,49.6,30.24325,94.25,152.75,0,0,0.696209358541265,6.9,50.225,30.21975,94,89,0,0,0.743240323457608,6.45
"2665",5.875,51.5,30.253,93.25,142.5,0,0,0.883664905678389,6.55,49.45,30.23025,94.5,89,0,0,0.662007465209816,6.95
"2666",12.525,57.175,30.272,85,142.75,0.25,0,2.46570431955014,3.25,50.55,30.24375,96,89,0,0,0.501735499422389,1.925
"2667",20.325,63.275,30.28175,72.25,184.5,0.75,0,5.53252464804214,9.275,56.15,30.261,87.25,89,0,0,1.99656281067741,8.5
"2668",32,69.55,30.276,59.75,168.5,1,0,9.97239099503828,10.8,61.025,30.2675,77.25,90.5,0,0,4.19980409787235,18.9
