Ozone,Temp,Press,RH,WindDir,WindSpeed,Rainfall,Latitude,Longitude,InstrumentDT,ServerDT,GMTOffset,InstrumentD,InstrumentT,ServerD,ServerT
30.4,84.7,29.917,76,267,0,0.02,38.632801,-90.269699,8/5/2016 14:57:57,8/5/2016 20:03,-6,8/5/2016,14:57:57,8/5/2016,20:03:24
31.7,86.7,29.912,72,317,0,0.02,38.632801,-90.269699,8/5/2016 15:12:57,8/5/2016 20:18,-6,8/5/2016,15:12:57,8/5/2016,20:18:24
30.3,89.5,29.899,65,316,0,0.02,38.632801,-90.269699,8/5/2016 15:27:57,8/5/2016 20:33,-6,8/5/2016,15:27:57,8/5/2016,20:33:24
31.6,91.5,29.896,63,317,0,0.02,38.632801,-90.269699,8/5/2016 15:42:57,8/5/2016 20:48,-6,8/5/2016,15:42:57,8/5/2016,20:48:24
30.2,93.8,29.889,59,3,0,0.02,38.632801,-90.269699,8/5/2016 15:57:57,8/5/2016 21:03,-6,8/5/2016,15:57:57,8/5/2016,21:03:24
33,94.9,29.882,56,344,0,0.02,38.632801,-90.269699,8/5/2016 16:12:57,8/5/2016 21:18,-6,8/5/2016,16:12:57,8/5/2016,21:18:24
31.1,94.8,29.874,56,344,0,0.02,38.632801,-90.269699,8/5/2016 16:27:57,8/5/2016 21:33,-6,8/5/2016,16:27:57,8/5/2016,21:33:27
32.9,94.4,29.881,56,350,0,0.02,38.632801,-90.269699,8/5/2016 16:42:57,8/5/2016 21:48,-6,8/5/2016,16:42:57,8/5/2016,21:48:24
33.3,93.4,29.883,58,350,0,0.02,38.632801,-90.269699,8/5/2016 16:57:57,8/5/2016 22:03,-6,8/5/2016,16:57:57,8/5/2016,22:03:24
33.9,94.1,29.879,56,349,0,0.02,38.632801,-90.269699,8/5/2016 17:12:57,8/5/2016 22:18,-6,8/5/2016,17:12:57,8/5/2016,22:18:24
33.6,93.6,29.883,57,349,0,0.02,38.632801,-90.269699,8/5/2016 17:27:57,8/5/2016 22:33,-6,8/5/2016,17:27:57,8/5/2016,22:33:24
34.5,92.5,29.889,59,347,0,0.02,38.632801,-90.269699,8/5/2016 17:42:57,8/5/2016 22:48,-6,8/5/2016,17:42:57,8/5/2016,22:48:24
31.1,91.3,29.894,61,347,0,0.02,38.632801,-90.269699,8/5/2016 17:57:57,8/5/2016 23:03,-6,8/5/2016,17:57:57,8/5/2016,23:03:24
31.6,90.3,29.896,61,347,0,0.02,38.632801,-90.269699,8/5/2016 18:12:57,8/5/2016 23:18,-6,8/5/2016,18:12:57,8/5/2016,23:18:24
29.9,89.5,29.895,62,347,0,0.02,38.632801,-90.269699,8/5/2016 18:27:57,8/5/2016 23:33,-6,8/5/2016,18:27:57,8/5/2016,23:33:24
30.1,88.8,29.898,64,347,0,0.02,38.632801,-90.269699,8/5/2016 18:42:57,8/5/2016 23:48,-6,8/5/2016,18:42:57,8/5/2016,23:48:24
28.7,88.9,29.904,63,347,0,0.02,38.632801,-90.269699,8/5/2016 18:57:57,8/6/2016 0:03,-6,8/5/2016,18:57:57,8/6/2016,0:03:24
27.2,88.6,29.902,64,347,0,0.02,38.632801,-90.269699,8/5/2016 19:12:57,8/6/2016 0:18,-6,8/5/2016,19:12:57,8/6/2016,0:18:24
25.2,87.9,29.9,65,347,0,0.02,38.632801,-90.269699,8/5/2016 19:27:57,8/6/2016 0:33,-6,8/5/2016,19:27:57,8/6/2016,0:33:24
21.7,87,29.9,67,347,0,0.02,38.632801,-90.269699,8/5/2016 19:42:57,8/6/2016 0:48,-6,8/5/2016,19:42:57,8/6/2016,0:48:24
20.5,85.8,29.898,69,347,0,0.02,38.632801,-90.269699,8/5/2016 19:57:57,8/6/2016 1:03,-6,8/5/2016,19:57:57,8/6/2016,1:03:24
16.7,84.9,29.91,70,347,0,0.02,38.632801,-90.269699,8/5/2016 20:12:57,8/6/2016 1:18,-6,8/5/2016,20:12:57,8/6/2016,1:18:24
19.3,84.2,29.91,71,347,0,0.02,38.632801,-90.269699,8/5/2016 20:27:57,8/6/2016 1:33,-6,8/5/2016,20:27:57,8/6/2016,1:33:23
18.9,83.6,29.904,73,347,0,0.02,38.632801,-90.269699,8/5/2016 20:42:57,8/6/2016 1:48,-6,8/5/2016,20:42:57,8/6/2016,1:48:23
17.2,83,29.904,74,347,0,0.02,38.632801,-90.269699,8/5/2016 20:57:57,8/6/2016 2:03,-6,8/5/2016,20:57:57,8/6/2016,2:03:24
14.8,82.4,29.914,75,347,0,0.02,38.632801,-90.269699,8/5/2016 21:12:57,8/6/2016 2:18,-6,8/5/2016,21:12:57,8/6/2016,2:18:23
14,82,29.923,75,347,0,0.02,38.632801,-90.269699,8/5/2016 21:27:57,8/6/2016 2:33,-6,8/5/2016,21:27:57,8/6/2016,2:33:23
12,81.6,29.928,77,347,0,0.03,38.632801,-90.269699,8/5/2016 21:42:57,8/6/2016 2:48,-6,8/5/2016,21:42:57,8/6/2016,2:48:23
15.7,81.2,29.929,79,347,0,0.03,38.632801,-90.269699,8/5/2016 21:57:57,8/6/2016 3:03,-6,8/5/2016,21:57:57,8/6/2016,3:03:23
15.1,80.9,29.927,80,347,0,0.03,38.632801,-90.269699,8/5/2016 22:12:57,8/6/2016 3:18,-6,8/5/2016,22:12:57,8/6/2016,3:18:23
11.5,80.6,29.93,81,347,0,0.03,38.632801,-90.269699,8/5/2016 22:27:57,8/6/2016 3:33,-6,8/5/2016,22:27:57,8/6/2016,3:33:23
12.2,80.4,29.932,82,347,0,0.03,38.632801,-90.269699,8/5/2016 22:42:57,8/6/2016 3:48,-6,8/5/2016,22:42:57,8/6/2016,3:48:23
13.3,80.2,29.928,82,347,0,0.03,38.632801,-90.269699,8/5/2016 22:57:57,8/6/2016 4:03,-6,8/5/2016,22:57:57,8/6/2016,4:03:23
11.4,80.1,29.928,83,347,0,0.03,38.632801,-90.269699,8/5/2016 23:12:57,8/6/2016 4:18,-6,8/5/2016,23:12:57,8/6/2016,4:18:23
11.4,80,29.935,84,347,0,0.03,38.632801,-90.269699,8/5/2016 23:27:57,8/6/2016 4:33,-6,8/5/2016,23:27:57,8/6/2016,4:33:23
13.3,79.8,29.94,83,347,0,0.03,38.632801,-90.269699,8/5/2016 23:42:57,8/6/2016 4:48,-6,8/5/2016,23:42:57,8/6/2016,4:48:23
12.4,79.7,29.944,82,347,0,0.03,38.632801,-90.269699,8/5/2016 23:57:57,8/6/2016 5:03,-6,8/5/2016,23:57:57,8/6/2016,5:03:23
17.7,79.5,29.947,83,347,0,0,38.632801,-90.269699,8/6/2016 0:12:57,8/6/2016 5:18,-6,8/6/2016,0:12:57,8/6/2016,5:18:23
17.9,79.4,29.943,82,347,0,0,38.632801,-90.269699,8/6/2016 0:27:57,8/6/2016 5:33,-6,8/6/2016,0:27:57,8/6/2016,5:33:23
21.1,79.3,29.948,81,347,0,0,38.632801,-90.269699,8/6/2016 0:42:57,8/6/2016 5:48,-6,8/6/2016,0:42:57,8/6/2016,5:48:23
22.5,79.1,29.948,81,347,0,0,38.632801,-90.269699,8/6/2016 0:57:57,8/6/2016 6:03,-6,8/6/2016,0:57:57,8/6/2016,6:03:23
22.3,78.9,29.948,78,347,0,0,38.632801,-90.269699,8/6/2016 1:12:57,8/6/2016 6:18,-6,8/6/2016,1:12:57,8/6/2016,6:18:23
26.1,78.8,29.945,76,347,0,0,38.632801,-90.269699,8/6/2016 1:27:57,8/6/2016 6:33,-6,8/6/2016,1:27:57,8/6/2016,6:33:23
26.1,78.6,29.943,76,347,0,0,38.632801,-90.269699,8/6/2016 1:42:57,8/6/2016 6:48,-6,8/6/2016,1:42:57,8/6/2016,6:48:23
28.2,78.4,29.943,75,347,0,0,38.632801,-90.269699,8/6/2016 1:57:57,8/6/2016 7:03,-6,8/6/2016,1:57:57,8/6/2016,7:03:23
27.3,78.3,29.94,76,347,0,0,38.632801,-90.269699,8/6/2016 2:12:57,8/6/2016 7:18,-6,8/6/2016,2:12:57,8/6/2016,7:18:23
27.5,78.2,29.936,75,347,0,0,38.632801,-90.269699,8/6/2016 2:27:57,8/6/2016 7:33,-6,8/6/2016,2:27:57,8/6/2016,7:33:23
28.8,78,29.935,75,347,0,0,38.632801,-90.269699,8/6/2016 2:42:57,8/6/2016 7:48,-6,8/6/2016,2:42:57,8/6/2016,7:48:22
27.8,77.8,29.935,76,347,0,0,38.632801,-90.269699,8/6/2016 2:57:57,8/6/2016 8:03,-6,8/6/2016,2:57:57,8/6/2016,8:03:22
27.1,77.6,29.934,76,347,0,0,38.632801,-90.269699,8/6/2016 3:12:57,8/6/2016 8:18,-6,8/6/2016,3:12:57,8/6/2016,8:18:22
28.4,77.4,29.935,76,347,0,0,38.632801,-90.269699,8/6/2016 3:27:57,8/6/2016 8:33,-6,8/6/2016,3:27:57,8/6/2016,8:33:22
29.2,77.3,29.936,76,347,0,0,38.632801,-90.269699,8/6/2016 3:42:57,8/6/2016 8:48,-6,8/6/2016,3:42:57,8/6/2016,8:48:22
30.9,77.1,29.932,75,347,0,0,38.632801,-90.269699,8/6/2016 3:57:57,8/6/2016 9:03,-6,8/6/2016,3:57:57,8/6/2016,9:03:22
29.2,76.9,29.93,76,347,0,0,38.632801,-90.269699,8/6/2016 4:12:57,8/6/2016 9:18,-6,8/6/2016,4:12:57,8/6/2016,9:18:22
29.1,76.8,29.933,77,347,0,0,38.632801,-90.269699,8/6/2016 4:27:57,8/6/2016 9:33,-6,8/6/2016,4:27:57,8/6/2016,9:33:22
28.8,76.7,29.934,78,188,0,0,38.632801,-90.269699,8/6/2016 4:42:57,8/6/2016 9:48,-6,8/6/2016,4:42:57,8/6/2016,9:48:22
28.7,76.5,29.934,77,188,0,0,38.632801,-90.269699,8/6/2016 4:57:57,8/6/2016 10:03,-6,8/6/2016,4:57:57,8/6/2016,10:03:22
27.8,76.3,29.937,77,321,0,0,38.632801,-90.269699,8/6/2016 5:12:57,8/6/2016 10:18,-6,8/6/2016,5:12:57,8/6/2016,10:18:22
25.9,76.2,29.937,78,321,0,0,38.632801,-90.269699,8/6/2016 5:27:57,8/6/2016 10:33,-6,8/6/2016,5:27:57,8/6/2016,10:33:22
25.6,76.1,29.94,80,321,0,0,38.632801,-90.269699,8/6/2016 5:42:57,8/6/2016 10:48,-6,8/6/2016,5:42:57,8/6/2016,10:48:22
23.5,75.8,29.943,79,321,0,0,38.632801,-90.269699,8/6/2016 5:57:57,8/6/2016 11:03,-6,8/6/2016,5:57:57,8/6/2016,11:03:22
23.2,75.6,29.946,79,321,0,0,38.632801,-90.269699,8/6/2016 6:12:57,8/6/2016 11:18,-6,8/6/2016,6:12:57,8/6/2016,11:18:22
22.1,75.5,29.952,80,321,0,0,38.632801,-90.269699,8/6/2016 6:27:57,8/6/2016 11:33,-6,8/6/2016,6:27:57,8/6/2016,11:33:29
19.8,75.4,29.958,79,321,0,0,38.632801,-90.269699,8/6/2016 6:42:57,8/6/2016 11:48,-6,8/6/2016,6:42:57,8/6/2016,11:48:22
21.6,75.3,29.96,79,321,0,0,38.632801,-90.269699,8/6/2016 6:57:57,8/6/2016 12:03,-6,8/6/2016,6:57:57,8/6/2016,12:03:22
18.9,75.4,29.959,79,321,0,0,38.632801,-90.269699,8/6/2016 7:12:57,8/6/2016 12:18,-6,8/6/2016,7:12:57,8/6/2016,12:18:22
18.5,75.5,29.959,79,321,0,0,38.632801,-90.269699,8/6/2016 7:27:57,8/6/2016 12:33,-6,8/6/2016,7:27:57,8/6/2016,12:33:22
17,75.6,29.964,79,264,0,0,38.632801,-90.269699,8/6/2016 7:42:57,8/6/2016 12:48,-6,8/6/2016,7:42:57,8/6/2016,12:48:22
16.9,75.9,29.969,79,264,0,0,38.632801,-90.269699,8/6/2016 7:57:57,8/6/2016 13:03,-6,8/6/2016,7:57:57,8/6/2016,13:03:22
17,76.4,29.976,79,264,0,0,38.632801,-90.269699,8/6/2016 8:12:57,8/6/2016 13:18,-6,8/6/2016,8:12:57,8/6/2016,13:18:22
15.9,76.7,29.976,78,264,0,0,38.632801,-90.269699,8/6/2016 8:27:57,8/6/2016 13:33,-6,8/6/2016,8:27:57,8/6/2016,13:33:22
15.6,77,29.974,77,264,0,0.01,38.632801,-90.269699,8/6/2016 8:42:57,8/6/2016 13:48,-6,8/6/2016,8:42:57,8/6/2016,13:48:21
17.8,77.2,29.976,76,264,0,0.01,38.632801,-90.269699,8/6/2016 8:57:57,8/6/2016 14:03,-6,8/6/2016,8:57:57,8/6/2016,14:03:21
17.1,77.4,29.973,76,264,0,0.01,38.632801,-90.269699,8/6/2016 9:12:57,8/6/2016 14:18,-6,8/6/2016,9:12:57,8/6/2016,14:18:21
16.3,77.5,29.975,75,264,0,0.01,38.632801,-90.269699,8/6/2016 9:27:57,8/6/2016 14:33,-6,8/6/2016,9:27:57,8/6/2016,14:33:21
18.6,77.8,29.977,75,264,0,0.01,38.632801,-90.269699,8/6/2016 9:42:57,8/6/2016 14:48,-6,8/6/2016,9:42:57,8/6/2016,14:48:21
18.1,78.4,29.975,73,248,0,0.01,38.632801,-90.269699,8/6/2016 9:57:57,8/6/2016 15:03,-6,8/6/2016,9:57:57,8/6/2016,15:03:21
18.3,79,29.973,73,248,0,0.01,38.632801,-90.269699,8/6/2016 10:12:57,8/6/2016 15:18,-6,8/6/2016,10:12:57,8/6/2016,15:18:21
18.6,79.6,29.974,71,293,0,0.01,38.632801,-90.269699,8/6/2016 10:27:57,8/6/2016 15:33,-6,8/6/2016,10:27:57,8/6/2016,15:33:21
23.8,79.7,29.97,69,293,0,0.01,38.632801,-90.269699,8/6/2016 10:42:57,8/6/2016 15:48,-6,8/6/2016,10:42:57,8/6/2016,15:48:21
28,79.7,29.972,68,296,0,0.01,38.632801,-90.269699,8/6/2016 10:57:57,8/6/2016 16:03,-6,8/6/2016,10:57:57,8/6/2016,16:03:21
31,79.9,29.975,67,181,0,0.01,38.632801,-90.269699,8/6/2016 11:12:57,8/6/2016 16:18,-6,8/6/2016,11:12:57,8/6/2016,16:18:21
31.8,80.3,29.977,67,181,0,0.01,38.632801,-90.269699,8/6/2016 11:27:57,8/6/2016 16:33,-6,8/6/2016,11:27:57,8/6/2016,16:33:21
32.7,80.9,29.978,67,217,0,0.01,38.632801,-90.269699,8/6/2016 11:42:57,8/6/2016 16:48,-6,8/6/2016,11:42:57,8/6/2016,16:48:21
28.7,81.4,29.98,67,217,0,0.01,38.632801,-90.269699,8/6/2016 11:57:57,8/6/2016 17:03,-6,8/6/2016,11:57:57,8/6/2016,17:03:21
30.6,81.7,29.974,65,305,0,0.01,38.632801,-90.269699,8/6/2016 12:12:57,8/6/2016 17:18,-6,8/6/2016,12:12:57,8/6/2016,17:18:21
31.1,82.1,29.976,65,306,0,0.01,38.632801,-90.269699,8/6/2016 12:27:57,8/6/2016 17:33,-6,8/6/2016,12:27:57,8/6/2016,17:33:21
29.6,82.6,29.97,64,306,0,0.01,38.632801,-90.269699,8/6/2016 12:42:57,8/6/2016 17:48,-6,8/6/2016,12:42:57,8/6/2016,17:48:21
28,83.2,29.975,63,324,0,0.01,38.632801,-90.269699,8/6/2016 12:57:57,8/6/2016 18:03,-6,8/6/2016,12:57:57,8/6/2016,18:03:21
29,83.6,29.968,59,318,0,0.01,38.632801,-90.269699,8/6/2016 13:12:57,8/6/2016 18:18,-6,8/6/2016,13:12:57,8/6/2016,18:18:21
32,84.2,29.964,58,296,0,0.01,38.632801,-90.269699,8/6/2016 13:27:57,8/6/2016 18:33,-6,8/6/2016,13:27:57,8/6/2016,18:33:21
31.4,85.8,29.964,56,185,0,0.01,38.632801,-90.269699,8/6/2016 13:42:57,8/6/2016 18:48,-6,8/6/2016,13:42:57,8/6/2016,18:48:21
33,87.4,29.962,52,240,0,0.01,38.632801,-90.269699,8/6/2016 13:57:57,8/6/2016 19:03,-6,8/6/2016,13:57:57,8/6/2016,19:03:21
33.4,88.8,29.957,50,239,0,0.01,38.632801,-90.269699,8/6/2016 14:12:57,8/6/2016 19:18,-6,8/6/2016,14:12:57,8/6/2016,19:18:21
35.2,90.4,29.957,48,248,0,0.01,38.632801,-90.269699,8/6/2016 14:27:57,8/6/2016 19:33,-6,8/6/2016,14:27:57,8/6/2016,19:33:21
38,91.2,29.952,46,191,0,0.01,38.632801,-90.269699,8/6/2016 14:42:57,8/6/2016 19:48,-6,8/6/2016,14:42:57,8/6/2016,19:48:21
37.4,91.4,29.946,46,207,0,0.01,38.632801,-90.269699,8/6/2016 14:57:57,8/6/2016 20:03,-6,8/6/2016,14:57:57,8/6/2016,20:03:21
39.8,92.9,29.935,43,356,0,0.01,38.632801,-90.269699,8/6/2016 15:12:57,8/6/2016 20:18,-6,8/6/2016,15:12:57,8/6/2016,20:18:21
40.8,94.1,29.927,43,186,0,0.01,38.632801,-90.269699,8/6/2016 15:27:57,8/6/2016 20:33,-6,8/6/2016,15:27:57,8/6/2016,20:33:20
39.9,95.2,29.927,41,139,0,0.01,38.632801,-90.269699,8/6/2016 15:42:57,8/6/2016 20:48,-6,8/6/2016,15:42:57,8/6/2016,20:48:21
39.6,95.6,29.925,39,207,0,0.01,38.632801,-90.269699,8/6/2016 15:57:57,8/6/2016 21:03,-6,8/6/2016,15:57:57,8/6/2016,21:03:21
40.1,95.7,29.926,42,189,0,0.01,38.632801,-90.269699,8/6/2016 16:12:57,8/6/2016 21:18,-6,8/6/2016,16:12:57,8/6/2016,21:18:20
39.3,96.2,29.922,40,46,0,0.01,38.632801,-90.269699,8/6/2016 16:27:57,8/6/2016 21:33,-6,8/6/2016,16:27:57,8/6/2016,21:33:20
38.6,97.3,29.924,38,117,0,0.01,38.632801,-90.269699,8/6/2016 16:42:57,8/6/2016 21:48,-6,8/6/2016,16:42:57,8/6/2016,21:48:20
38.9,97.6,29.919,38,352,0,0.01,38.632801,-90.269699,8/6/2016 16:57:57,8/6/2016 22:03,-6,8/6/2016,16:57:57,8/6/2016,22:03:20
37.1,98.1,29.917,36,290,0,0.01,38.632801,-90.269699,8/6/2016 17:12:57,8/6/2016 22:18,-6,8/6/2016,17:12:57,8/6/2016,22:18:20
36.3,97.9,29.928,37,203,0,0.01,38.632801,-90.269699,8/6/2016 17:27:57,8/6/2016 22:33,-6,8/6/2016,17:27:57,8/6/2016,22:33:20
34.7,97.2,29.924,37,347,0,0.01,38.632801,-90.269699,8/6/2016 17:42:57,8/6/2016 22:48,-6,8/6/2016,17:42:57,8/6/2016,22:48:20
35.6,97.6,29.925,36,304,0,0.01,38.632801,-90.269699,8/6/2016 17:57:57,8/6/2016 23:03,-6,8/6/2016,17:57:57,8/6/2016,23:03:32
31.9,96.1,29.921,38,276,0,0.01,38.632801,-90.269699,8/6/2016 18:12:57,8/6/2016 23:18,-6,8/6/2016,18:12:57,8/6/2016,23:18:20
34.3,95,29.919,40,276,0,0.01,38.632801,-90.269699,8/6/2016 18:27:57,8/6/2016 23:33,-6,8/6/2016,18:27:57,8/6/2016,23:33:20
33.5,94.7,29.918,41,314,0,0.01,38.632801,-90.269699,8/6/2016 18:42:57,8/6/2016 23:48,-6,8/6/2016,18:42:57,8/6/2016,23:48:20
32.8,94.7,29.915,41,314,0,0.01,38.632801,-90.269699,8/6/2016 18:57:57,8/7/2016 0:03,-6,8/6/2016,18:57:57,8/7/2016,0:03:20
30.6,94.6,29.916,41,314,0,0.01,38.632801,-90.269699,8/6/2016 19:12:57,8/7/2016 0:18,-6,8/6/2016,19:12:57,8/7/2016,0:18:20
31.6,93,29.924,43,314,0,0.01,38.632801,-90.269699,8/6/2016 19:27:57,8/7/2016 0:33,-6,8/6/2016,19:27:57,8/7/2016,0:33:20
32.6,90.2,29.923,46,323,0,0.02,38.632801,-90.269699,8/6/2016 19:42:57,8/7/2016 0:48,-6,8/6/2016,19:42:57,8/7/2016,0:48:20
30.3,87.4,29.932,49,323,0,0.02,38.632801,-90.269699,8/6/2016 19:57:57,8/7/2016 1:03,-6,8/6/2016,19:57:57,8/7/2016,1:03:20
31.5,85,29.933,52,321,0,0.02,38.632801,-90.269699,8/6/2016 20:12:57,8/7/2016 1:18,-6,8/6/2016,20:12:57,8/7/2016,1:18:20
29.6,83.4,29.937,55,323,0,0.02,38.632801,-90.269699,8/6/2016 20:27:57,8/7/2016 1:33,-6,8/6/2016,20:27:57,8/7/2016,1:33:20
28.1,82.1,29.941,57,297,0,0.02,38.632801,-90.269699,8/6/2016 20:42:57,8/7/2016 1:48,-6,8/6/2016,20:42:57,8/7/2016,1:48:20
28.3,81,29.949,59,297,0,0.02,38.632801,-90.269699,8/6/2016 20:57:56,8/7/2016 2:03,-6,8/6/2016,20:57:56,8/7/2016,2:03:20
26.9,80.3,29.955,60,297,0,0.02,38.632801,-90.269699,8/6/2016 21:12:56,8/7/2016 2:18,-6,8/6/2016,21:12:56,8/7/2016,2:18:20
25.6,79.7,29.962,62,297,0,0.02,38.632801,-90.269699,8/6/2016 21:27:56,8/7/2016 2:33,-6,8/6/2016,21:27:56,8/7/2016,2:33:20
26.4,79.2,29.971,63,297,0,0.02,38.632801,-90.269699,8/6/2016 21:42:56,8/7/2016 2:48,-6,8/6/2016,21:42:56,8/7/2016,2:48:20
23.8,78.7,29.973,64,297,0,0.02,38.632801,-90.269699,8/6/2016 21:57:56,8/7/2016 3:03,-6,8/6/2016,21:57:56,8/7/2016,3:03:20
20.3,78.3,29.972,65,297,0,0.02,38.632801,-90.269699,8/6/2016 22:12:56,8/7/2016 3:18,-6,8/6/2016,22:12:56,8/7/2016,3:18:20
18.8,77.9,29.972,67,297,0,0.02,38.632801,-90.269699,8/6/2016 22:27:56,8/7/2016 3:33,-6,8/6/2016,22:27:56,8/7/2016,3:33:20
18.9,77.5,29.974,67,297,0,0.02,38.632801,-90.269699,8/6/2016 22:42:56,8/7/2016 3:48,-6,8/6/2016,22:42:56,8/7/2016,3:48:20
18.1,77.1,29.977,68,297,0,0.02,38.632801,-90.269699,8/6/2016 22:57:56,8/7/2016 4:03,-6,8/6/2016,22:57:56,8/7/2016,4:03:20
18.4,76.7,29.983,69,297,0,0.02,38.632801,-90.269699,8/6/2016 23:12:56,8/7/2016 4:18,-6,8/6/2016,23:12:56,8/7/2016,4:18:19
19.7,76.5,29.982,70,297,0,0.02,38.632801,-90.269699,8/6/2016 23:27:56,8/7/2016 4:33,-6,8/6/2016,23:27:56,8/7/2016,4:33:19
21,76.2,29.982,70,297,0,0.02,38.632801,-90.269699,8/6/2016 23:42:56,8/7/2016 4:48,-6,8/6/2016,23:42:56,8/7/2016,4:48:19
20.1,76,29.982,71,297,0,0.02,38.632801,-90.269699,8/6/2016 23:57:56,8/7/2016 5:03,-6,8/6/2016,23:57:56,8/7/2016,5:03:19
19.8,75.6,29.982,72,297,0,0,38.632801,-90.269699,8/7/2016 0:12:56,8/7/2016 5:18,-6,8/7/2016,0:12:56,8/7/2016,5:18:20
21.4,75.4,29.983,72,297,0,0,38.632801,-90.269699,8/7/2016 0:27:56,8/7/2016 5:33,-6,8/7/2016,0:27:56,8/7/2016,5:33:19
19.6,75.2,29.986,72,300,0,0,38.632801,-90.269699,8/7/2016 0:42:56,8/7/2016 5:48,-6,8/7/2016,0:42:56,8/7/2016,5:48:19
19.6,74.9,29.984,73,300,0,0,38.632801,-90.269699,8/7/2016 0:57:56,8/7/2016 6:03,-6,8/7/2016,0:57:56,8/7/2016,6:03:19
20,74.7,29.979,73,300,0,0,38.632801,-90.269699,8/7/2016 1:12:56,8/7/2016 6:18,-6,8/7/2016,1:12:56,8/7/2016,6:18:19
21,74.4,29.976,73,300,0,0,38.632801,-90.269699,8/7/2016 1:27:56,8/7/2016 6:33,-6,8/7/2016,1:27:56,8/7/2016,6:33:19
21.1,74.2,29.979,74,300,0,0,38.632801,-90.269699,8/7/2016 1:42:56,8/7/2016 6:48,-6,8/7/2016,1:42:56,8/7/2016,6:48:19
15.8,73.9,29.978,75,300,0,0,38.632801,-90.269699,8/7/2016 1:57:56,8/7/2016 7:03,-6,8/7/2016,1:57:56,8/7/2016,7:03:19
17.1,73.7,29.976,76,300,0,0,38.632801,-90.269699,8/7/2016 2:12:56,8/7/2016 7:18,-6,8/7/2016,2:12:56,8/7/2016,7:18:19
16.4,73.5,29.977,76,300,0,0,38.632801,-90.269699,8/7/2016 2:27:56,8/7/2016 7:33,-6,8/7/2016,2:27:56,8/7/2016,7:33:19
18.2,73.3,29.975,76,300,0,0,38.632801,-90.269699,8/7/2016 2:42:56,8/7/2016 7:48,-6,8/7/2016,2:42:56,8/7/2016,7:48:19
16.2,73.2,29.975,76,300,0,0,38.632801,-90.269699,8/7/2016 2:57:56,8/7/2016 8:03,-6,8/7/2016,2:57:56,8/7/2016,8:03:19
15.2,73,29.975,77,300,0,0,38.632801,-90.269699,8/7/2016 3:12:56,8/7/2016 8:18,-6,8/7/2016,3:12:56,8/7/2016,8:18:19
13.8,72.8,29.975,77,300,0,0,38.632801,-90.269699,8/7/2016 3:27:56,8/7/2016 8:33,-6,8/7/2016,3:27:56,8/7/2016,8:33:19
13.7,72.4,29.975,79,300,0,0,38.632801,-90.269699,8/7/2016 3:42:56,8/7/2016 8:48,-6,8/7/2016,3:42:56,8/7/2016,8:48:19
11.3,72.1,29.973,79,300,0,0,38.632801,-90.269699,8/7/2016 3:57:56,8/7/2016 9:03,-6,8/7/2016,3:57:56,8/7/2016,9:03:19
11.2,71.9,29.97,79,300,0,0,38.632801,-90.269699,8/7/2016 4:12:56,8/7/2016 9:18,-6,8/7/2016,4:12:56,8/7/2016,9:18:19
10.6,71.8,29.973,79,300,0,0,38.632801,-90.269699,8/7/2016 4:27:56,8/7/2016 9:33,-6,8/7/2016,4:27:56,8/7/2016,9:33:19
9,71.6,29.975,80,300,0,0,38.632801,-90.269699,8/7/2016 4:42:56,8/7/2016 9:48,-6,8/7/2016,4:42:56,8/7/2016,9:48:19
8.3,71.3,29.977,81,300,0,0,38.632801,-90.269699,8/7/2016 4:57:56,8/7/2016 10:03,-6,8/7/2016,4:57:56,8/7/2016,10:03:18
8.7,71.1,29.98,81,300,0,0,38.632801,-90.269699,8/7/2016 5:12:56,8/7/2016 10:18,-6,8/7/2016,5:12:56,8/7/2016,10:18:18
9.4,70.9,29.978,81,300,0,0,38.632801,-90.269699,8/7/2016 5:27:56,8/7/2016 10:33,-6,8/7/2016,5:27:56,8/7/2016,10:33:18
8.1,70.7,29.984,82,300,0,0,38.632801,-90.269699,8/7/2016 5:42:56,8/7/2016 10:48,-6,8/7/2016,5:42:56,8/7/2016,10:48:18
6.6,70.6,29.985,82,300,0,0,38.632801,-90.269699,8/7/2016 5:57:56,8/7/2016 11:03,-6,8/7/2016,5:57:56,8/7/2016,11:03:18
8.9,70.4,29.991,82,300,0,0,38.632801,-90.269699,8/7/2016 6:12:56,8/7/2016 11:18,-6,8/7/2016,6:12:56,8/7/2016,11:18:18
7.7,70.2,29.995,82,300,0,0,38.632801,-90.269699,8/7/2016 6:27:56,8/7/2016 11:33,-6,8/7/2016,6:27:56,8/7/2016,11:33:18
10,70.1,29.999,82,300,0,0,38.632801,-90.269699,8/7/2016 6:42:56,8/7/2016 11:48,-6,8/7/2016,6:42:56,8/7/2016,11:48:18
11.5,70.2,29.999,82,300,0,0,38.632801,-90.269699,8/7/2016 6:57:56,8/7/2016 12:03,-6,8/7/2016,6:57:56,8/7/2016,12:03:18
13.1,70.3,30.004,82,300,0,0,38.632801,-90.269699,8/7/2016 7:12:56,8/7/2016 12:18,-6,8/7/2016,7:12:56,8/7/2016,12:18:18
12.6,70.5,30.003,82,300,0,0,38.632801,-90.269699,8/7/2016 7:27:56,8/7/2016 12:33,-6,8/7/2016,7:27:56,8/7/2016,12:33:18
