410.3,8.224,6.729,6.542,7.103,6.542,10.28,6.542,7.103,7.85,8.972,7.103,8.598,9.533,10.654,8.598,7.29
411.8,9.867,6.831,6.072,6.641,5.313,10.057,5.693,5.503,7.4,9.867,8.729,7.021,9.298,11.195,9.108,7.021
413.4,6.977,6.589,7.946,5.62,5.039,11.822,6.395,7.171,9.302,9.69,8.527,8.721,9.302,11.434,8.333,8.915
414.9,10.667,7.619,7.619,5.524,5.714,11.238,6.857,7.429,9.333,9.714,7.619,8,8.381,10.857,9.143,9.333
416.4,8.925,6.557,5.829,6.011,6.193,10.383,6.193,6.74,8.379,8.379,6.922,8.379,9.29,11.111,10.2,8.925
418,8.511,7.529,7.529,5.401,5.401,11.293,5.565,6.383,8.02,8.183,7.201,7.365,7.856,10.147,9.329,8.183
419.5,6.598,5.425,6.452,4.839,4.985,9.824,4.399,4.839,7.185,8.798,6.598,6.452,7.918,10.264,7.478,7.478
421.1,7.422,5.859,6.38,4.948,4.167,9.766,4.688,5.208,6.901,8.073,6.25,6.51,7.943,10.677,8.203,7.031
422.6,6.44,5.621,5.504,5.504,4.801,10.07,4.567,5.738,6.44,7.26,6.557,6.44,7.026,9.368,7.494,6.909
424.1,6.787,5.302,5.832,4.878,4.666,9.756,4.454,5.832,6.151,7.211,5.408,6.469,7.423,9.544,7.317,6.257
425.6,7.093,5.195,5.694,4.795,5.095,9.391,4.595,5.095,6.793,7.093,5.794,5.894,6.494,9.391,6.993,6.593
427.2,7.267,5.233,5.329,4.651,4.554,9.012,4.167,5.329,6.686,7.364,6.008,6.202,7.364,9.109,7.074,6.298
428.7,7.273,4.88,4.498,4.498,4.306,8.708,4.402,5.167,6.411,7.943,4.785,6.124,6.89,8.995,6.986,6.22
430.2,6.172,5.304,5.304,4.918,4.822,9.547,3.954,4.822,6.75,7.329,6.172,6.75,7.136,9.065,7.136,6.557
431.8,6.522,5.435,5.632,4.545,4.249,8.794,4.348,5.336,7.115,7.016,5.731,6.126,7.016,8.498,6.917,6.126
433.3,6.739,5.451,5.649,5.154,4.658,8.821,4.559,4.658,7.136,7.334,5.847,6.244,6.838,9.713,6.739,6.541
434.8,6.68,5.403,5.992,4.912,4.42,9.037,5.305,4.519,6.483,7.367,5.697,5.796,6.385,9.43,6.876,5.992
436.4,6.809,4.961,5.545,5.156,4.183,8.949,4.28,5.545,6.712,7.393,5.934,5.642,7.296,8.658,7.879,6.128
437.9,6.598,5.09,5.184,5.09,4.713,9.614,4.43,5.184,7.352,6.88,5.467,6.032,6.503,8.577,6.975,6.221
439.4,6.943,4.959,5.681,5.05,4.959,8.837,4.328,5.591,6.583,7.755,5.591,5.681,6.673,8.476,6.853,5.951
440.9,7.058,4.847,5.612,4.932,3.741,9.354,4.762,5.357,6.378,7.058,5.612,5.952,6.973,8.588,6.633,5.952
442.4,6.825,4.921,5.317,4.603,4.127,8.889,4.444,5.397,6.27,7.222,4.921,5.794,7.063,8.968,7.063,5.238
444,6.315,5.126,4.829,4.681,4.309,9.881,4.086,5.126,5.498,7.058,5.126,5.423,6.538,8.767,6.909,6.092
445.5,5.958,4.536,4.739,4.469,4.13,9.14,3.995,4.672,5.823,6.567,5.213,5.213,6.364,8.599,6.77,5.755
447,6.35,4.747,4.562,4.439,4.192,9.063,3.576,5.055,5.487,6.35,4.809,5.24,6.535,8.076,6.597,5.734
448.5,5.748,4.439,4.496,4.553,4.212,8.993,3.87,5.065,5.578,6.318,4.838,5.521,6.204,8.082,6.375,5.578
450,6.067,4.009,4.767,4.28,3.738,9.588,3.738,4.713,5.688,6.446,4.659,5.2,5.796,8.017,6.338,5.2
451.5,5.997,3.945,4.734,4.577,3.787,9.1,4.05,4.577,5.629,6.47,4.892,5.26,6.102,8.048,6.628,5.208
453.1,5.916,4.255,4.515,4.515,3.892,8.718,4.1,4.463,5.501,6.279,4.826,5.138,5.968,8.044,6.279,4.878
454.6,5.828,4.332,4.435,4.745,4.177,8.922,3.765,4.848,5.415,6.189,4.59,5.364,6.343,7.942,6.447,4.796
456.1,6.001,4.553,4.604,4.553,3.673,8.846,4.087,4.501,5.587,5.846,4.656,4.863,6.311,8.329,6.208,4.966
457.6,6.243,4.683,4.579,4.579,3.954,8.949,3.902,4.579,5.567,5.983,4.891,5.463,6.243,7.752,6.816,5.359
459.1,5.888,4.804,4.649,4.7,4.184,9.194,3.874,4.597,5.475,6.25,4.597,5.269,5.94,8.161,6.457,5.372
460.6,5.955,4.466,4.363,4.569,4.363,8.984,3.953,4.312,5.185,6.263,4.877,5.082,6.263,8.06,6.211,5.287
462.1,5.867,4.169,4.426,4.786,3.86,8.801,4.117,4.683,5.713,6.485,4.838,5.353,6.073,7.926,6.279,5.25
463.6,6.322,4.469,4.905,4.796,3.869,8.828,3.651,4.687,5.341,6.431,4.687,5.45,6.485,8.011,6.866,5.123
465.1,6.071,4.787,4.67,5.079,4.378,8.698,4.378,4.495,5.721,6.83,4.962,5.487,6.48,8.231,6.363,5.429
466.6,6.187,4.961,4.627,4.682,3.846,8.473,4.292,4.682,5.518,6.466,4.794,5.407,6.187,7.804,6.912,5.24
468.2,5.93,4.495,4.639,4.495,3.635,8.465,3.73,4.304,5.356,6.169,4.543,5.165,6.361,7.317,6.504,5.117
469.7,5.805,4.076,4.158,4.405,3.705,8.399,3.746,4.899,5.311,6.381,4.446,5.064,6.175,7.328,6.175,5.105
471.2,5.867,4.217,4.18,4.217,3.704,7.847,3.777,4.327,5.281,6.051,4.437,4.84,5.904,7.297,6.087,4.73
472.7,5.769,4.276,4.14,4.377,3.665,7.838,3.631,4.174,5.056,6.142,4.479,4.988,5.938,6.956,6.04,4.92
474.2,5.858,4.152,4.184,4.474,3.573,7.789,3.412,4.442,5.311,5.986,4.538,4.989,5.826,6.984,6.051,4.924
475.7,5.509,4.032,4.278,4.34,3.632,7.725,3.386,4.401,5.109,6.063,4.278,4.863,5.663,6.987,6.063,4.678
477.2,5.789,3.999,4.238,4.357,3.641,7.52,3.402,4.178,5.103,6.058,4.208,4.655,5.73,7.043,6.118,4.864
478.7,5.855,4.001,4.089,4.207,3.501,7.532,3.413,4.237,5.207,5.737,4.178,4.825,5.825,7.002,5.884,4.825
480.2,5.761,4.047,4.165,4.254,3.545,7.799,3.722,4.284,4.845,5.879,4.343,4.756,5.879,6.795,5.968,4.845
481.7,5.594,4.098,4.098,4.397,3.62,7.478,3.44,4.397,5.055,5.923,4.248,4.726,6.132,6.76,6.042,4.726
483.2,5.765,4.035,4.278,4.399,3.701,7.464,3.398,4.339,5.158,5.977,4.096,4.794,5.795,6.948,6.038,4.945
484.7,5.591,4.24,4.117,4.24,3.625,7.281,3.472,4.424,5.008,5.776,4.24,4.731,5.929,6.728,6.175,4.854
486.2,5.6,4.084,4.177,4.115,3.589,7.333,3.589,4.517,5.136,5.972,4.115,4.61,5.879,6.683,5.972,4.889
487.7,5.696,4.064,4.372,4.557,3.541,6.989,3.356,4.403,5.08,5.85,4.464,5.018,5.727,6.558,6.065,4.865
489.2,5.571,4.239,4.329,4.481,3.603,7.084,3.512,4.42,4.905,6.055,4.602,4.662,5.934,6.6,6.085,4.814
490.6,5.757,4.045,4.34,4.458,3.572,7.027,3.336,4.37,5.137,5.905,4.281,4.724,5.787,6.702,6.141,4.753
492.1,5.595,4.033,4.317,4.487,3.692,7.072,3.38,4.345,4.942,5.907,4.487,4.771,5.907,6.532,5.993,4.885
493.6,5.548,3.87,4.222,4.384,3.627,6.793,3.518,4.357,4.926,5.927,4.357,4.736,5.819,6.414,5.981,4.817
495.1,5.676,4.072,4.352,4.225,3.487,6.821,3.334,4.378,5.09,5.803,4.327,4.734,5.854,6.414,6.032,4.658
496.6,5.655,4.032,4.366,4.271,3.484,6.657,3.484,4.271,5.13,5.75,4.319,4.844,5.822,6.395,6.013,4.677
498.1,5.646,3.921,4.324,4.28,3.473,6.744,3.406,4.369,4.997,5.915,4.302,4.817,5.893,6.408,5.848,4.593
499.6,5.658,3.828,4.312,4.249,3.429,6.626,3.429,4.354,4.901,5.953,4.249,4.649,5.764,6.289,5.911,4.628
501.1,5.62,4.075,4.316,4.215,3.493,6.544,3.473,4.496,4.978,5.821,4.255,4.697,5.721,6.303,5.821,4.737
502.6,5.75,4.021,4.274,4.215,3.516,6.605,3.477,4.545,5.012,5.847,4.215,4.915,5.847,6.08,5.886,4.817
504.1,5.75,4.037,4.474,4.36,3.522,6.588,3.408,4.532,5.103,6.017,4.455,4.836,5.807,6.379,5.941,4.741
505.5,5.754,4.099,4.4,4.231,3.535,6.581,3.422,4.626,5.209,6.074,4.344,4.776,5.829,6.487,5.998,4.945
507,5.802,4.073,4.37,4.482,3.552,6.565,3.534,4.668,5.152,6.026,4.315,4.947,5.933,6.435,6.063,4.984
508.5,5.98,4.195,4.618,4.416,3.569,6.44,3.514,4.637,5.17,6.09,4.397,4.894,5.906,6.403,6.035,4.931
510,5.847,4.106,4.71,4.454,3.739,6.617,3.666,4.637,5.26,6.25,4.454,4.894,6.048,6.507,6.213,5.205
511.5,6.08,4.293,4.937,4.514,3.74,6.614,3.777,4.827,5.435,6.595,4.753,5.066,6.19,6.78,6.374,5.306
513,6.164,4.302,5.102,4.693,3.873,6.574,3.818,4.823,5.512,6.704,4.693,5.14,6.22,6.797,6.294,5.419
514.4,6.249,4.48,5.12,4.724,3.858,6.719,3.934,4.931,5.609,6.832,4.743,5.439,6.399,6.926,6.531,5.647
515.9,6.513,4.525,5.415,4.733,3.976,6.74,3.881,5.131,5.699,7.156,5.017,5.434,6.475,7.119,6.645,5.945
517.4,6.588,4.614,5.658,4.955,4.253,6.892,4.101,5.183,5.867,7.481,5.031,5.601,6.854,7.253,6.854,6.227
518.9,6.859,4.819,6.085,4.989,4.422,6.973,4.289,5.499,6.085,7.804,5.329,5.82,6.992,7.54,7.086,6.519
520.4,6.987,4.988,6.445,5.212,4.353,7.174,4.409,5.941,6.296,8.033,5.53,6.053,7.248,7.846,7.267,6.781
521.8,7.332,5.122,6.78,5.49,4.606,7.424,4.679,5.969,6.503,8.493,5.637,6.319,7.646,8.088,7.627,7.277
523.3,7.66,5.288,7.334,5.578,4.962,7.769,4.763,6.248,6.7,8.946,5.867,6.501,7.859,8.729,7.986,7.696
524.8,7.858,5.618,7.68,5.902,5.102,7.804,5.067,6.453,6.862,9.351,6.169,6.844,8.356,8.924,8.32,8.018
526.2,8.098,5.857,8.01,6.157,5.328,8.257,5.222,6.775,7.216,9.704,6.351,7.128,8.698,9.386,8.645,8.522
527.7,8.597,6.083,8.562,6.294,5.538,8.421,5.503,6.892,7.507,10.109,6.523,7.489,9.001,9.722,9.072,8.861
529.2,8.787,6.319,8.822,6.546,5.794,8.664,5.636,7.229,7.614,10.38,6.914,7.772,9.4,10.047,9.312,9.26
530.7,9.162,6.586,9.333,6.739,5.989,9.094,5.869,7.439,7.934,10.8,7.2,8.053,9.725,10.305,9.64,9.691
532.1,9.481,6.724,9.771,6.949,6.24,9.384,6.03,7.594,8.078,11.109,7.417,8.255,10.013,10.642,9.997,10.029
533.6,9.68,6.912,10.203,7.151,6.358,9.455,6.149,7.855,8.273,11.326,7.54,8.438,10.323,10.877,10.278,10.248
535.1,9.841,7.011,10.413,7.207,6.468,9.799,6.259,8.029,8.419,11.793,7.569,8.712,10.552,11.124,10.705,10.538
536.5,10.228,7.268,10.765,7.321,6.561,9.861,6.43,8.198,8.565,11.943,7.818,8.892,10.817,11.262,10.909,10.791
538,10.271,7.371,10.919,7.483,6.698,10.022,6.487,8.217,8.752,12.077,7.869,8.989,11.043,11.417,11.13,10.919
539.5,10.402,7.422,11.168,7.637,6.751,10.127,6.56,8.355,8.75,12.15,8.02,9.121,11.144,11.527,11.312,11.073
540.9,10.464,7.461,11.442,7.706,6.844,10.162,6.623,8.474,8.858,12.397,8.218,9.137,11.384,11.582,11.407,11.314
542.4,10.541,7.557,11.661,7.728,6.917,10.198,6.654,8.54,8.975,12.461,8.129,9.215,11.467,11.684,11.547,11.318
543.9,10.746,7.674,11.811,7.765,6.983,10.338,6.722,8.569,8.978,12.526,8.275,9.284,11.517,11.777,11.698,11.449
545.3,10.778,7.749,12.026,7.919,7.012,10.415,6.898,8.691,9.065,12.65,8.282,9.292,11.675,11.788,11.788,11.448
546.8,10.884,7.835,12.22,7.812,7.047,10.404,6.944,8.714,9.068,12.734,8.337,9.411,11.741,11.752,11.889,11.569
548.2,10.987,7.798,12.373,7.914,7.024,10.548,6.955,8.815,9.115,12.87,8.399,9.415,11.876,11.934,12.061,11.68
549.7,11.043,7.893,12.624,8.01,7.179,10.552,6.886,8.853,9.181,12.847,8.537,9.451,11.957,11.933,12.168,11.711
551.2,11.089,7.926,12.641,7.937,7.238,10.603,7.013,8.838,9.122,12.913,8.518,9.596,12.013,11.965,12.19,11.788
552.6,11.132,8,12.627,7.916,7.246,10.582,6.995,8.992,9.183,12.914,8.562,9.59,12.101,11.886,12.292,11.814
554.1,11.154,8.005,12.788,8.029,7.236,10.649,6.971,8.93,9.171,12.909,8.57,9.579,12.103,11.899,12.272,11.911
555.5,11.178,7.981,12.813,8.005,7.212,10.577,7.043,8.918,9.195,12.873,8.51,9.579,12.079,11.887,12.32,11.731
557,11.115,7.996,12.848,7.9,7.183,10.518,6.884,8.88,9.143,12.908,8.486,9.49,12.059,11.844,12.203,11.76
558.5,11.118,7.963,12.831,7.928,7.183,10.385,7.018,8.814,9.18,12.795,8.388,9.357,11.98,11.767,12.205,11.767
559.9,11.035,7.836,12.774,7.824,7.082,10.305,6.827,8.74,8.925,12.681,8.381,9.308,11.847,11.673,12.044,11.452
561.4,10.837,7.779,12.615,7.768,7.055,10.18,6.806,8.685,8.9,12.513,8.198,9.172,11.754,11.335,12.014,11.346
562.8,10.718,7.674,12.57,7.652,6.87,10.056,6.759,8.568,8.755,12.372,8.127,9.152,11.512,11.291,11.887,11.28
564.3,10.624,7.546,12.441,7.578,6.808,9.94,6.584,8.412,8.743,12.153,7.973,8.935,11.479,11.116,11.693,11.02
565.7,10.325,7.314,12.228,7.376,6.59,9.725,6.435,8.318,8.545,11.908,7.842,8.742,11.204,10.894,11.484,10.708
567.2,10.202,7.231,12.022,7.241,6.471,9.502,6.271,8.212,8.322,11.612,7.682,8.512,11.012,10.662,11.312,10.542
568.6,9.989,7.063,11.801,7.102,6.356,9.33,6.182,8.032,8.11,11.336,7.538,8.323,10.755,10.396,11.084,10.338
570.1,9.685,6.844,11.466,6.975,6.113,8.954,5.972,7.791,7.941,10.998,7.247,8.147,10.454,10.06,10.819,10.004
571.5,9.505,6.652,11.249,6.779,5.961,8.805,5.843,7.615,7.769,10.841,7.097,7.896,10.223,9.905,10.504,9.677
573,9.227,6.574,10.981,6.636,5.737,8.584,5.702,7.385,7.579,10.496,6.936,7.561,9.941,9.536,10.258,9.395
574.4,9.075,6.347,10.618,6.398,5.609,8.345,5.515,7.273,7.402,10.147,6.716,7.385,9.744,9.315,10.027,9.1
575.8,8.793,6.19,10.431,6.282,5.425,8.096,5.367,7.097,7.239,9.902,6.576,7.197,9.457,9.079,9.851,8.869
577.3,8.649,5.981,10.14,6.081,5.302,7.895,5.261,6.926,7.058,9.676,6.395,6.992,9.295,8.798,9.585,8.649
578.7,8.447,5.812,9.871,6.026,5.137,7.697,5.096,6.816,6.915,9.377,6.232,6.841,8.982,8.562,9.393,8.405
580.2,8.253,5.668,9.732,5.849,5.064,7.601,5.031,6.667,6.742,9.187,6.138,6.692,8.79,8.336,9.195,8.154
581.6,8.125,5.645,9.49,5.729,5.017,7.346,4.925,6.449,6.634,9.029,6.006,6.525,8.619,8.192,9.012,7.974
583,7.977,5.486,9.312,5.64,4.827,7.275,4.861,6.462,6.539,8.841,5.923,6.47,8.499,8.054,8.867,7.763
584.5,7.868,5.438,9.175,5.535,4.763,7.175,4.754,6.35,6.508,8.64,5.833,6.289,8.35,7.912,8.71,7.578
585.9,7.705,5.366,9.013,5.51,4.721,7.006,4.703,6.244,6.45,8.565,5.743,6.218,8.278,7.75,8.583,7.463
587.4,7.664,5.288,8.834,5.46,4.608,6.821,4.635,6.141,6.295,8.426,5.669,6.068,8.1,7.646,8.454,7.238
588.8,7.488,5.256,8.772,5.329,4.5,6.723,4.573,6.112,6.249,8.308,5.593,5.985,8.025,7.488,8.298,7.187
590.2,7.434,5.217,8.534,5.28,4.462,6.607,4.517,6.053,6.153,8.17,5.517,5.971,7.898,7.325,8.27,7.116
591.7,7.385,5.138,8.463,5.274,4.404,6.578,4.494,6.008,6.189,8.083,5.536,5.926,7.82,7.331,8.173,7.032
593.1,7.308,5.118,8.398,5.172,4.379,6.497,4.406,5.947,6.064,8.019,5.433,5.812,7.722,7.218,8.037,6.947
594.5,7.223,5.078,8.269,5.096,4.345,6.428,4.416,5.909,6.052,7.903,5.391,5.802,7.67,7.152,8.01,6.821
596,7.187,5.034,8.18,5.096,4.307,6.363,4.351,5.84,6,7.843,5.406,5.707,7.666,7.09,7.94,6.762
597.4,7.207,4.962,8.101,5.103,4.331,6.321,4.384,5.795,5.997,7.838,5.401,5.69,7.601,7.031,7.856,6.751
598.8,7.092,4.982,7.992,5.06,4.281,6.331,4.35,5.786,5.933,7.758,5.371,5.682,7.533,6.971,7.845,6.694
600.3,7.067,4.939,7.97,5.024,4.223,6.156,4.326,5.782,5.918,7.706,5.288,5.577,7.527,6.957,7.774,6.659
601.7,6.953,4.952,7.862,5.011,4.219,6.22,4.244,5.811,5.945,7.696,5.294,5.561,7.462,6.87,7.671,6.587
603.1,6.987,4.851,7.852,4.933,4.142,6.205,4.272,5.675,5.87,7.615,5.3,5.503,7.395,6.775,7.631,6.563
604.5,6.871,4.777,7.752,4.935,4.134,6.118,4.197,5.665,5.792,7.546,5.229,5.507,7.379,6.736,7.593,6.483
606,6.931,4.759,7.655,4.883,4.066,6.076,4.205,5.622,5.745,7.524,5.183,5.499,7.316,6.669,7.516,6.4
607.4,6.774,4.722,7.587,4.834,4.043,6.013,4.11,5.528,5.714,7.408,5.162,5.379,7.162,6.595,7.445,6.296
608.8,6.754,4.721,7.461,4.801,4.022,5.868,4.094,5.485,5.68,7.309,5.067,5.32,7.115,6.495,7.338,6.206
610.2,6.655,4.673,7.309,4.736,3.908,5.834,4.006,5.445,5.626,7.156,5.07,5.271,6.982,6.405,7.232,6.113
611.7,6.567,4.602,7.158,4.682,3.864,5.695,3.998,5.353,5.568,7.091,4.984,5.145,6.91,6.346,7.131,5.977
613.1,6.489,4.52,7.013,4.63,3.847,5.647,3.95,5.291,5.524,7.013,4.902,5.09,6.838,6.171,7.039,5.887
614.5,6.407,4.459,6.87,4.547,3.777,5.561,3.877,5.223,5.499,6.845,4.829,5.01,6.72,6.106,6.958,5.806
615.9,6.299,4.402,6.767,4.487,3.709,5.527,3.855,5.156,5.447,6.785,4.803,4.937,6.627,6.019,6.864,5.66
617.3,6.249,4.371,6.705,4.495,3.637,5.396,3.826,5.123,5.342,6.687,4.75,4.892,6.545,5.958,6.764,5.585
618.8,6.191,4.327,6.574,4.449,3.572,5.366,3.763,5.053,5.337,6.568,4.739,4.814,6.475,5.854,6.69,5.535
620.2,6.086,4.289,6.464,4.369,3.556,5.291,3.727,5.004,5.268,6.51,4.666,4.775,6.367,5.794,6.608,5.428
621.6,6.095,4.224,6.368,4.332,3.542,5.248,3.69,4.992,5.248,6.425,4.634,4.668,6.322,5.731,6.556,5.362
623,6.003,4.178,6.315,4.308,3.509,5.227,3.673,4.938,5.187,6.366,4.62,4.671,6.247,5.641,6.553,5.329
624.4,5.987,4.144,6.196,4.241,3.487,5.148,3.623,4.921,5.199,6.293,4.598,4.649,6.214,5.607,6.452,5.261
625.8,5.995,4.154,6.154,4.25,3.461,5.103,3.637,4.904,5.154,6.302,4.563,4.643,6.2,5.603,6.472,5.217
627.2,5.921,4.193,6.144,4.244,3.44,5.088,3.605,4.917,5.157,6.246,4.535,4.598,6.178,5.55,6.395,5.191
628.6,5.906,4.145,6.129,4.226,3.48,5.028,3.612,4.925,5.149,6.238,4.558,4.616,6.152,5.487,6.37,5.16
630,5.868,4.124,6.07,4.193,3.413,5.031,3.621,4.886,5.129,6.226,4.511,4.58,6.111,5.487,6.359,5.181
631.5,5.891,4.092,6.066,4.209,3.38,5.003,3.637,4.834,5.108,6.188,4.589,4.542,6.159,5.482,6.328,5.167
632.9,5.889,4.101,6.031,4.196,3.409,5.013,3.581,4.847,5.119,6.137,4.533,4.598,6.119,5.451,6.332,5.143
634.3,5.885,4.082,5.987,4.214,3.408,5.013,3.553,4.821,5.121,6.131,4.556,4.544,6.047,5.458,6.282,5.176
635.7,5.838,4.084,5.955,4.176,3.375,4.958,3.558,4.811,5.074,6.101,4.518,4.536,6.071,5.459,6.285,5.074
637.1,5.783,4.121,5.883,4.171,3.387,4.943,3.567,4.794,5.043,6.095,4.532,4.538,6.032,5.404,6.225,5.08
638.5,5.792,4.068,5.798,4.151,3.359,4.861,3.53,4.766,5.076,6.027,4.506,4.506,5.989,5.374,6.16,5.038
639.9,5.729,3.998,5.651,4.134,3.346,4.844,3.546,4.779,5.07,6.007,4.463,4.437,5.974,5.322,6.078,4.98
641.3,5.677,3.995,5.539,4.081,3.272,4.804,3.522,4.705,4.981,5.967,4.449,4.422,5.894,5.237,6.026,4.955
642.7,5.632,4.011,5.399,4.084,3.283,4.751,3.43,4.678,4.972,5.846,4.438,4.398,5.859,5.199,5.933,4.818
644.1,5.613,3.94,5.24,4.089,3.257,4.726,3.453,4.611,4.909,5.829,4.421,4.374,5.775,5.071,5.951,4.814
645.5,5.521,3.939,5.062,4.035,3.213,4.631,3.411,4.597,4.891,5.686,4.377,4.309,5.72,5.076,5.809,4.72
646.9,5.459,3.891,4.879,4.022,3.2,4.588,3.407,4.609,4.872,5.66,4.312,4.236,5.653,4.962,5.736,4.706
648.3,5.408,3.867,4.776,3.978,3.124,4.547,3.367,4.527,4.818,5.596,4.325,4.207,5.63,4.95,5.7,4.624
649.6,5.385,3.912,4.69,3.932,3.154,4.488,3.37,4.488,4.843,5.551,4.335,4.19,5.551,4.891,5.621,4.579
651,5.362,3.849,4.54,3.918,3.137,4.402,3.296,4.45,4.879,5.528,4.312,4.146,5.556,4.844,5.535,4.554
