350,29.746109,27.926235,26.595133,26.355488,31.616379,48.179501,39.33812,43.908886
351,25.333,24,28.667,23.333,32.667,48.667,38,46.667
352,27.72924,24.624998,26.375134,23.941122,33.083248,49.066372,40.725616,41.371395
353,29.033669,24.377876,25.444527,24.757727,32.088753,49.491062,41.198086,37.964405
354,28.700335,22.822542,26.555861,25.88706,28.978086,49.953732,38.290752,37.390404
355,28.824499,25.459784,26.839685,25.067385,28.084818,47.409714,38.829117,40.017223
356,28.998373,27.321133,26.056023,23.187029,28.173298,45.64962,38.890888,42.002441
357,29.169626,26.284866,22.995977,19.336971,29.977701,46.498383,36.947109,41.660561
358,28.08436,24.837797,24.350843,20.170465,30.235058,43.912273,35.795681,40.705738
359,26.704191,23.45813,26.907728,22.767628,29.707678,40.462887,35.308514,39.52887
360,27.516064,24.269377,23.255243,23.173876,28.084558,42.491631,37.743504,38.717625
361,27.056334,24.891666,21.861666,25.757668,27.489334,43.722668,39.177334,36.580334
362,25.325001,25.325001,22.726999,30.518999,27.922001,44.155998,39.610001,33.117001
363,25.831873,23.701256,20.951382,23.8734,27.516376,43.547253,36.515636,34.435745
364,26.312496,22.440006,20.309242,20.045998,27.033754,42.912754,33.889015,35.104504
365,26.753744,21.722507,21.367363,20.445995,26.435633,42.239632,31.964022,34.798252
366,24.834,21.115499,21.387501,19.502001,25.658001,42.52,34.811001,34.759998
367,23.14962,21.130695,21.534821,18.573206,24.831591,42.328163,37.347626,34.454979
368,24.76762,23.524029,23.228821,19.049206,23.98959,39.294163,33.870956,32.81498
369,24.566553,23.537615,22.792862,19.315376,24.634762,38.400188,34.354019,31.767368
370,23.653498,22.473928,21.776699,19.448874,25.916882,38.53257,36.204742,31.464024
371,23.348499,20.893309,23.753567,19.197624,27.195627,39.64819,35.092247,35.574009
372,23.797333,20.671667,23.764334,19.452333,27.244667,41.342999,35.435333,38.029335
373,25,21.809,21.809,20.212999,26.063999,43.617001,37.234001,38.830002
374,25.158125,23.961493,22.382748,18.94363,25.240879,42.871376,37.005875,37.288757
375,24.602262,24.068022,22.173512,18.337248,24.009014,41.112774,35.664524,35.392769
376,22.975393,21.105534,20.789766,18.72537,22.164021,37.834663,32.653286,32.964653
