368.3,17.46,30.769,29.808,31.915,26.596,23.404,32.979,26.596,29.787,29.787,29.787,22.34,25.532,21.277,31.915,26.596,28.723,25.532,27.66,27.66,17.021,24.468,25.532,24.468,103.731,16.667,18.254,16.667,17.46,21.429,15.079,18.254,19.841,24.603,15.873,16.667,25.397,19.048,22.222,25.397,19.048,14.286,23.016,15.079,25.397,22.222,16.667,16.667
369.9,22.047,38.384,30.303,24.49,17.347,24.49,28.571,24.49,38.776,23.469,27.551,25.51,25.51,19.388,31.633,15.306,24.49,20.408,30.612,18.367,26.531,22.449,19.388,27.551,100.763,27.559,22.835,15.748,24.409,29.134,24.409,22.835,20.472,28.346,14.961,20.472,22.047,25.197,25.984,15.748,21.26,18.11,25.197,26.772,18.898,18.898,18.898,16.535
371.5,26.829,41.667,30.208,21.212,22.222,21.212,33.333,29.293,31.313,27.273,34.343,25.253,28.283,21.212,27.273,24.242,24.242,17.172,24.242,28.283,26.263,30.303,26.263,24.242,89.437,26.016,21.951,19.512,22.764,25.203,25.203,23.577,21.138,27.642,20.325,23.577,22.764,24.39,25.203,30.081,23.577,20.325,26.016,27.642,22.764,24.39,22.764,24.39
373,20.313,38.462,31.731,20.408,25.51,21.429,31.633,23.469,25.51,24.49,31.633,16.327,17.347,19.388,25.51,18.367,21.429,18.367,23.469,19.388,22.449,29.592,24.49,23.469,100,20.313,25,10.938,25.781,22.656,22.656,25.781,20.313,29.688,17.969,17.969,19.531,22.656,28.906,26.563,25.781,18.75,22.656,23.438,24.219,23.438,18.75,17.969
374.6,20.611,31.481,30.556,20,30,23,31,33,33,22,30,27,21,27,21,25,28,28,24,19,20,33,23,26,96.479,25.191,20.611,20.611,20.611,27.481,16.794,22.901,21.374,22.901,14.504,17.557,18.321,23.664,21.374,23.664,16.794,20.611,21.374,22.901,32.061,25.191,20.611,22.137
376.2,17.606,36.207,31.034,19.626,20.561,18.692,25.234,27.103,22.43,24.299,35.514,25.234,28.037,18.692,28.037,23.364,22.43,25.234,15.888,23.364,18.692,28.972,24.299,24.299,96.053,23.239,21.127,20.423,22.535,24.648,20.423,21.831,23.944,26.761,13.38,14.085,20.423,16.901,24.648,23.944,25.352,18.31,19.718,21.831,26.056,21.127,19.718,21.127
377.7,21.429,28.926,27.273,25.424,24.576,20.339,24.576,22.034,30.508,22.881,20.339,24.576,22.881,16.102,22.034,15.254,24.576,18.644,24.576,20.339,20.339,26.271,23.729,22.881,101.84,23.377,21.429,17.532,22.727,18.831,22.078,19.481,19.481,22.727,13.636,17.532,20.13,20.13,20.779,24.675,18.182,16.883,19.481,18.831,20.13,21.429,20.779,20.13
379.3,22.36,30.469,26.563,22.951,18.033,18.033,22.951,24.59,24.59,22.951,21.311,21.311,20.492,17.213,24.59,16.393,25.41,18.852,16.393,18.033,18.033,23.77,20.492,23.77,95.429,18.012,18.634,14.907,18.634,21.739,16.77,18.012,13.665,14.907,14.907,12.422,15.528,17.391,19.255,23.602,14.286,18.634,21.118,20.497,18.634,21.118,18.634,17.391
380.8,19.394,28.571,24.603,16.26,22.764,13.821,21.951,21.138,26.016,21.951,25.203,21.138,19.512,16.26,22.764,17.886,17.886,18.699,17.886,13.821,21.138,26.829,20.325,21.138,93.583,16.97,16.97,13.333,18.788,15.758,19.394,16.364,13.333,18.788,15.758,15.152,20,17.576,18.788,18.788,16.364,13.939,20,16.97,18.788,16.364,16.364,19.394
382.4,18.452,21.481,22.963,17.323,18.898,11.811,19.685,18.11,24.409,21.26,13.386,21.26,15.748,16.535,21.26,13.386,13.386,15.748,18.898,17.323,17.323,18.898,19.685,22.835,96.552,20.833,13.69,16.071,16.667,16.071,14.881,16.667,15.476,17.857,15.476,16.071,16.667,15.476,18.452,17.262,17.262,13.095,15.476,17.857,16.667,16.667,14.881,18.452
384,17.989,25,26.429,23.358,18.248,18.248,16.058,26.277,21.898,16.788,19.708,16.058,17.518,13.869,19.708,16.058,21.898,19.708,18.248,21.168,13.139,24.818,18.978,18.978,97.409,15.873,11.64,11.64,14.815,13.757,15.344,15.344,13.228,16.931,14.815,15.873,17.46,14.815,12.698,19.577,15.873,15.873,14.815,15.873,14.815,13.757,10.053,14.286
385.5,14.423,23.256,20.349,22.152,11.392,14.557,20.886,21.519,25.316,17.722,17.089,20.886,20.253,18.354,19.62,17.089,18.987,10.759,17.722,19.62,15.823,18.987,18.987,18.354,94.714,12.019,16.346,12.5,16.346,17.788,13.942,16.346,16.346,21.154,11.538,13.462,14.904,14.904,19.231,23.077,17.308,13.942,17.308,16.827,21.154,15.865,16.827,18.75
387.1,16.29,25.434,24.855,16.071,13.095,16.071,20.833,14.881,19.048,17.262,16.667,15.476,14.881,14.881,19.643,14.881,16.667,17.262,18.452,13.095,16.071,17.857,20.238,20.238,97.49,14.932,14.027,14.48,15.385,15.837,15.385,13.122,16.29,16.742,11.765,13.575,17.647,17.647,19.457,19.457,18.1,16.29,18.1,17.195,13.122,15.385,14.932,16.742
388.6,14.545,20.69,18.391,17.544,14.035,9.942,20.468,18.713,21.053,17.544,15.205,15.205,21.053,14.035,16.959,14.62,18.713,9.942,18.713,16.959,18.129,14.62,22.807,18.713,94.606,12.727,15,12.273,15.909,15.455,14.091,18.636,18.182,16.818,10.909,14.545,14.545,13.636,15.455,17.727,13.182,14.091,15.909,16.818,15.909,13.636,12.727,15
390.2,12.946,22.727,21.023,18.391,13.218,15.517,14.943,14.368,14.943,18.966,13.793,18.391,12.644,12.644,18.391,14.943,16.667,9.77,13.218,10.345,14.368,16.092,16.667,20.115,92.946,14.732,16.964,14.732,12.054,16.518,14.286,15.625,14.286,16.518,11.161,11.161,12.054,13.393,17.857,16.518,14.286,14.286,15.625,14.286,11.607,14.286,14.286,15.179
391.7,15.814,27.219,20.118,16.561,11.465,14.013,15.924,18.471,21.019,14.65,17.834,16.561,17.834,14.65,17.834,14.65,17.197,15.287,15.924,14.013,12.102,17.834,18.471,15.287,92.437,13.023,15.349,11.163,11.163,13.953,14.884,13.488,16.279,19.07,15.349,12.558,16.279,14.884,18.14,20,13.953,16.279,14.419,16.279,16.744,11.628,12.558,17.674
393.3,13.063,23.392,18.713,17.61,12.579,13.836,18.868,13.836,21.384,15.723,22.642,18.868,14.465,15.723,18.239,16.981,19.497,11.95,20.755,17.61,13.208,19.497,21.384,16.981,96.567,13.063,16.667,10.811,13.964,12.613,13.514,13.964,13.964,15.315,13.514,15.766,16.216,13.964,17.117,16.216,14.414,13.063,13.063,16.667,14.865,13.964,11.712,15.315
394.9,13.191,18.579,16.94,16.374,12.865,8.772,19.298,14.62,21.053,15.789,16.959,16.959,16.959,16.374,16.959,14.035,15.205,12.865,15.789,14.62,15.789,18.713,18.713,17.544,96.825,13.191,15.745,12.34,14.894,12.766,12.34,10.638,14.468,17.021,12.766,13.191,13.191,15.319,17.021,17.447,13.617,12.34,12.34,15.319,14.468,14.043,12.34,11.489
396.4,14.453,21.538,17.436,15.957,9.574,10.638,17.021,13.83,17.553,18.617,16.489,11.17,14.362,13.298,15.426,11.702,15.957,7.447,18.085,15.426,11.17,18.085,20.213,18.085,94.505,10.938,12.891,10.547,14.063,14.453,14.453,9.375,12.891,13.281,10.156,9.766,16.406,13.281,16.016,14.844,14.063,10.156,12.109,13.672,9.375,11.719,12.5,11.719
397.9,12.281,20.183,17.431,15.888,10.28,11.682,16.355,10.28,21.028,15.421,15.421,14.019,13.551,11.682,15.888,11.682,16.355,8.411,13.084,12.15,10.748,13.551,19.159,15.888,94.286,10.877,10.526,9.825,10.877,9.474,9.474,9.123,11.228,13.333,11.228,11.93,12.632,10.526,11.579,15.088,12.982,10.175,12.632,11.228,10.877,12.982,12.632,12.632
399.5,12.773,18.699,14.634,11.837,9.796,10.612,11.02,10.204,13.061,12.653,13.469,12.245,12.245,9.796,13.878,12.245,15.102,8.163,10.612,11.837,12.245,12.245,13.878,12.653,95.402,10.28,10.592,8.411,10.592,12.461,9.969,8.723,12.15,10.592,10.28,10.592,11.526,12.15,12.773,15.576,11.215,11.215,9.969,11.838,11.838,11.526,10.592,11.215
401,11.765,15.772,11.745,11.388,8.185,11.032,15.302,8.185,11.388,11.744,12.1,11.032,11.388,12.456,14.235,9.964,12.1,11.032,11.744,10.32,9.253,11.744,13.523,9.609,95.813,8.021,8.289,7.487,10.695,7.219,10.16,9.626,9.893,10.428,9.358,6.952,9.626,9.091,10.428,12.834,10.695,9.893,9.091,10.428,12.299,9.626,9.893,10.695
402.6,8.645,11.927,11.009,10.345,8.464,8.777,11.285,6.897,11.285,10.345,10.345,9.404,8.777,7.837,10.345,9.718,10.972,9.091,10.658,9.718,9.404,10.345,15.361,12.226,94.231,7.477,10.28,7.477,9.346,8.879,8.879,8.645,9.813,9.346,7.71,8.178,8.411,8.178,10.514,10.28,8.879,7.71,8.645,8.879,10.28,10.514,8.879,10.28
404.1,8.061,12.329,11.233,11.461,6.017,8.023,10.315,9.169,11.748,9.456,9.742,9.456,11.175,7.45,10.029,11.175,11.175,8.596,10.602,7.45,9.169,10.315,7.736,9.456,95.059,8.061,8.497,6.536,6.972,8.497,8.497,6.1,9.586,9.804,8.715,8.715,8.715,8.061,10.458,10.458,8.279,8.715,9.368,9.15,9.804,8.932,9.804,9.804
405.7,7.377,11.227,12.01,9.315,7.123,8.219,9.863,7.671,10.685,10.959,10.137,7.671,9.863,8.219,10.137,9.589,9.589,7.945,10.959,7.397,8.493,7.945,11.507,10.137,93.433,7.582,7.582,6.352,7.582,7.377,6.352,7.787,7.992,9.426,7.377,6.762,8.197,7.377,8.402,10.451,8.197,8.811,8.402,10.041,7.377,8.607,9.016,8.811
407.2,8.35,11.609,11.082,9.485,6.775,7.588,10.298,8.13,12.195,10.298,8.943,10.298,7.859,9.756,8.943,9.485,9.756,8.401,10.569,7.046,7.588,9.485,8.943,9.485,94.424,8.554,8.35,6.925,8.554,7.536,7.739,7.128,8.147,9.572,7.332,7.739,7.332,7.739,9.165,10.794,8.758,8.35,8.35,9.776,9.572,7.332,8.758,7.128
408.8,7.332,12.169,11.64,8.696,6.25,8.967,11.957,9.511,11.413,7.88,10.87,8.424,9.511,9.239,11.685,8.424,8.424,6.25,11.685,8.424,9.511,11.141,10.87,9.239,92.91,7.332,8.961,7.332,8.35,7.128,6.925,7.128,8.35,8.147,7.943,6.721,7.739,7.536,8.758,10.998,7.536,8.147,8.758,9.98,7.332,6.925,8.758,7.536
410.3,7.438,11.765,10.963,11.173,6.983,7.263,10.056,8.38,10.335,8.939,8.939,8.939,9.497,7.821,9.777,9.497,12.011,8.38,10.056,6.983,7.542,10.056,12.57,8.101,94.981,6.818,7.025,6.612,8.471,6.818,6.818,7.438,8.264,11.777,7.025,7.025,7.438,6.818,7.438,10.744,10.537,8.884,9.504,9.917,9.091,8.678,8.884,9.091
411.8,8.836,12.228,10.598,10.227,7.102,7.102,9.943,8.523,12.5,9.375,9.943,9.375,10.795,8.807,10.795,9.091,8.807,8.807,11.932,8.523,8.523,9.943,12.216,9.375,94.531,7.543,8.405,6.681,9.483,8.19,7.328,7.328,8.836,9.052,8.405,8.405,8.836,7.974,8.405,11.207,9.052,9.267,9.267,10.56,9.698,8.621,7.543,8.405
413.4,8.639,11.878,10.773,11.628,8.43,6.686,11.047,9.012,9.593,9.593,8.721,10.465,11.337,9.012,11.628,9.012,12.209,8.43,11.337,9.593,9.302,8.721,12.209,10.465,94.466,6.695,7.991,6.911,8.639,8.639,7.127,7.775,8.855,9.287,8.207,8.639,7.991,7.775,7.559,11.015,8.855,8.207,8.855,10.583,10.151,9.071,7.559,9.935
414.9,8.211,11.475,10.383,10.663,7.493,10.375,11.527,6.628,12.68,9.51,7.493,8.646,8.646,10.375,10.375,8.646,10.951,6.34,9.222,7.205,8.069,10.086,10.663,10.375,94.922,8.211,9.684,6.316,8.421,8.211,8.632,9.053,9.053,9.474,9.263,7.368,8.421,7.368,9.684,11.158,9.474,6.947,9.263,10.316,8.632,9.053,9.474,10.316
416.4,8,10.825,11.082,8.919,7.027,8.378,9.459,6.486,9.459,9.73,7.027,9.459,10,8.649,10.811,9.189,10.811,7.027,11.351,7.838,8.919,8.378,10.811,10,95.522,7.8,7.4,8,7.6,8.6,8,8.2,8,9.8,8.4,8,8,8.6,9,10.2,10.4,7.2,9,10.2,10.4,7.6,9,9
418,8.379,11.538,8.654,9.774,5.263,7.519,9.273,7.018,8.521,9.023,9.023,8.271,10.777,9.273,10.025,9.524,11.028,9.273,8.772,6.767,8.271,9.023,10.025,8.02,93.898,8.015,7.832,5.282,7.286,7.65,7.104,8.015,8.015,9.654,6.922,7.104,8.379,8.561,6.922,9.472,7.65,6.922,8.197,10.747,9.107,6.922,8.743,7.104
419.5,6.942,9.514,8.245,8.333,7.883,7.207,9.234,6.532,10.586,8.784,9.234,7.432,10.135,7.658,9.009,8.108,9.91,7.883,9.91,6.982,7.883,8.108,9.459,8.108,95.289,7.107,7.273,6.446,6.942,7.438,7.273,7.107,7.107,9.421,7.603,6.942,6.777,6.612,7.603,9.421,7.273,6.777,8.099,10.413,7.934,8.43,9.256,5.95
421.1,7.386,9.316,9.125,8.333,5.754,6.349,7.937,5.952,9.325,8.532,7.54,7.738,8.532,7.143,9.325,7.738,8.532,5.556,11.111,6.944,7.738,6.548,9.325,7.738,95.724,5.908,6.499,5.318,7.09,6.647,5.908,6.056,6.352,7.681,7.681,6.942,6.942,7.09,7.829,9.749,7.533,5.761,6.499,8.419,7.386,7.238,7.386,7.829
422.6,7.602,9.184,7.993,8.065,5.376,5.914,8.781,6.272,6.81,7.885,8.244,6.452,8.244,6.989,9.677,8.781,9.677,5.735,9.319,7.348,6.093,8.244,8.244,8.065,96.433,6.16,7.077,4.587,6.422,6.029,6.16,6.029,6.16,7.864,5.898,5.374,5.636,5.374,6.946,9.043,7.864,6.16,7.471,8.65,7.864,6.946,7.339,6.684
424.1,5.806,7.883,7.419,8.046,4.762,5.911,7.718,6.076,8.867,8.374,7.553,7.882,8.703,7.061,8.21,7.553,8.374,5.583,9.195,6.568,7.553,7.061,8.703,7.225,95.206,5.924,7.583,5.332,6.517,5.332,5.924,5.569,6.872,7.82,6.398,5.687,5.806,6.28,6.754,8.175,6.754,6.043,7.346,9.597,6.872,6.517,6.635,6.398
425.6,5.902,8.43,7.413,7.176,5.191,6.107,8.397,5.344,8.55,7.328,6.87,7.023,7.786,6.107,8.244,6.565,7.786,5.954,7.328,6.26,5.191,6.565,8.702,6.412,94.468,5.789,6.129,5.562,5.789,5.902,5.448,7.378,6.697,7.605,6.129,6.129,5.675,6.47,6.924,8.854,6.924,5.902,7.264,8.74,6.81,7.037,6.583,6.924
427.2,6.441,7.799,6.685,7.313,5.672,5.672,8.358,5.373,8.209,7.015,7.91,7.463,7.313,6.119,8.06,7.91,8.06,5.821,8.806,5.97,6.418,7.612,8.657,7.164,96.024,5.677,6.55,5.131,6.004,6.55,5.459,5.568,6.55,7.533,6.332,5.677,5.459,5.895,6.223,8.188,6.987,6.004,6.659,8.734,6.659,6.55,6.659,6.55
428.7,6.385,8.427,7.303,8.084,4.641,5.689,7.784,5.539,8.084,7.635,7.335,8.234,9.132,6.287,9.132,8.084,8.383,5.689,8.234,6.138,7.036,7.186,8.683,7.335,96.142,5.952,6.061,5.844,6.277,5.411,5.519,5.411,6.277,8.225,5.519,5.087,6.169,5.195,6.602,8.983,6.71,6.602,6.818,7.9,6.818,6.494,6.494,6.169
430.2,6.353,7.681,7.255,7.015,5.075,5.672,7.91,5.373,7.313,7.313,8.06,6.716,8.955,7.463,8.806,7.313,9.104,6.418,7.91,6.716,6.418,6.119,8.657,7.761,96.296,5.696,6.462,3.943,5.915,6.134,5.476,6.024,6.134,8.981,6.134,6.134,5.696,5.915,6.353,8.981,6.353,6.134,6.353,9.2,6.572,6.681,6.791,6.462
431.8,6.044,8.429,6.571,7.751,5.775,6.079,7.903,6.079,8.967,8.815,8.663,7.751,8.207,7.295,8.207,7.751,7.599,6.687,8.663,5.927,6.991,7.295,8.967,8.207,95.756,5.604,6.264,4.725,6.593,6.044,6.264,5.824,6.264,7.582,6.264,5.604,5.385,5.385,6.154,8.571,6.813,5.604,7.473,8.462,7.143,6.703,6.593,7.143
433.3,6.652,8.908,8.764,7.669,6.135,5.675,8.282,5.828,8.436,7.362,7.362,7.209,8.589,6.748,9.202,6.902,8.129,7.209,8.129,6.135,7.515,6.442,7.975,6.902,96.335,6.208,6.319,5.432,6.763,5.543,6.541,5.765,6.208,8.093,6.874,5.765,5.765,5.543,6.43,8.093,6.541,6.098,6.652,8.204,6.763,6.874,7.428,6.763
434.8,6.25,8.646,7.925,7.61,5.936,6.545,7.458,4.414,8.067,7.306,7.915,8.828,8.98,7.002,8.219,7.763,8.067,6.088,7.915,7.154,7.458,7.458,8.828,8.676,95.738,5.373,5.482,4.496,5.921,4.825,5.482,6.14,5.592,8.443,6.579,5.263,5.592,5.373,6.689,8.333,6.908,6.031,6.798,8.553,6.689,6.689,6.14,6.36
436.4,6.022,8.089,7.81,7.292,5.655,6.399,8.036,6.399,8.78,7.44,7.292,7.738,7.589,6.399,7.292,7.589,8.929,6.25,8.78,5.952,7.143,8.185,7.887,7.887,95.74,5.806,6.022,5.591,5.806,5.699,5.484,6.237,6.667,8.065,5.484,4.946,5.914,6.022,7.312,8.817,6.452,5.699,6.344,7.957,7.204,6.129,6.774,7.097
437.9,6.019,9.264,8.311,7.994,5.233,5.814,7.558,5.378,9.302,7.122,7.122,7.413,8.285,6.977,7.413,8.285,8.721,6.395,8.43,7.267,6.977,7.413,8.721,6.977,95.751,6.336,5.913,4.541,6.125,5.385,5.597,6.653,6.23,7.497,5.597,5.808,5.702,5.913,7.709,8.342,6.125,6.336,6.019,8.765,6.547,6.125,6.336,6.758
439.4,5.93,7.572,7.572,7.65,5.285,6.954,8.484,5.424,8.623,7.65,6.259,8.206,8.901,6.12,8.484,7.51,8.345,6.676,8.901,6.12,6.954,7.51,8.345,7.65,95.833,5.93,5.729,4.925,5.126,5.327,6.332,6.533,6.432,8.342,5.93,5.829,5.628,5.427,5.93,8.543,6.432,5.829,5.729,8.141,5.829,6.432,6.633,6.935
440.9,6.144,7.531,8.395,7.773,5.929,6.324,7.378,6.192,8.3,7.51,7.115,8.3,8.037,6.719,8.037,7.51,8.827,6.324,7.905,6.061,6.588,7.378,7.773,7.378,96.4,4.915,5.671,4.915,5.955,5.671,5.482,6.049,6.333,6.994,5.86,5.104,5.009,5.577,6.144,8.318,6.333,6.427,6.049,8.601,6.049,6.049,6.238,6.333
442.4,6.472,7.958,7.036,7.664,5.686,6.18,7.54,6.304,8.405,6.675,7.417,6.922,7.911,6.428,8.282,7.169,9.394,5.933,8.405,5.562,6.057,7.54,8.282,7.169,96.712,6.117,5.762,4.61,5.762,5.408,5.142,5.674,6.56,7.624,5.053,5.674,5.585,6.028,6.117,7.89,6.383,5.762,5.94,7.979,6.028,6.028,6.383,6.117
444,6.048,7.643,7.966,7.454,5.505,6.307,7.913,5.046,7.225,6.995,7.339,6.881,7.913,6.537,7.683,7.454,8.372,5.734,8.486,5.505,6.651,6.995,7.798,7.225,96.471,5.634,5.634,4.225,5.22,5.551,5.385,5.882,5.551,7.208,5.302,5.137,5.137,5.8,6.545,7.208,5.634,5.965,6.131,7.788,6.214,5.634,6.214,6.628
445.5,5.371,8.031,7.444,7.225,5.131,5.864,7.644,5.131,7.853,6.702,7.12,6.597,8.586,6.178,7.958,7.12,7.749,5.55,7.644,5.759,6.492,6.702,6.387,6.597,96.614,5.673,5.522,4.387,5.749,5.295,4.992,5.9,6.051,7.413,4.766,4.463,4.917,5.749,6.203,7.943,5.9,5.9,5.825,7.791,5.673,5.825,6.505,5.976
447,5.862,7.5,6.518,7.306,4.649,5.693,7.59,5.218,7.306,6.546,7.021,6.357,8.159,6.262,6.926,7.211,7.495,5.882,7.211,5.977,5.882,7.116,7.685,6.926,96.531,5.241,5.586,4.414,5.034,5.31,4.897,5.517,5.655,6.828,5.241,4.483,4.759,5.379,6.069,8.069,5.724,5.448,5.172,7.655,5.931,5.31,5.862,6
448.5,5.31,7.113,6.7,7.244,5.124,5.212,7.244,5.742,7.774,6.184,6.537,6.802,7.862,6.537,6.625,6.802,7.332,5.654,7.332,5.212,6.095,6.714,7.597,6.36,96,5.182,5.502,3.455,5.374,4.926,5.054,5.374,5.566,7.102,4.543,4.607,4.862,4.99,6.27,7.23,5.694,5.374,5.182,7.486,5.31,6.014,5.95,5.886
450,5.596,7.596,6.578,7.215,4.95,5.369,6.376,5.117,7.299,6.208,6.544,6.628,7.55,6.04,7.55,7.131,7.55,5.621,7.215,5.956,5.789,6.292,7.299,6.628,96.354,5.049,5.353,4.136,5.292,4.988,4.562,5.292,5.839,6.873,4.562,4.623,4.927,5.657,5.779,7.603,5.109,5.17,5.474,7.421,5.353,5.535,5.596,5.961
451.5,5.322,7.257,6.723,7.313,4.519,5.505,5.752,5.177,7.477,6.327,6.82,6.82,8.053,6.327,7.149,7.149,7.477,5.752,6.82,5.505,6.163,6.245,7.56,7.313,96.197,5.204,5.263,3.903,4.908,5.204,4.967,5.618,5.914,7.274,4.613,4.672,4.731,5.027,5.855,7.569,5.5,5.322,5.086,6.919,5.381,5.5,5.677,6.032
453.1,5.122,6.97,6.364,7.518,5.255,5.093,6.791,5.093,7.357,6.467,6.629,6.71,7.357,6.386,6.871,6.791,7.599,5.821,7.276,5.497,6.144,6.386,6.467,7.195,96.506,5.297,5.355,4.424,5.239,5.239,5.006,5.18,6.228,6.985,4.598,4.424,4.831,4.948,5.821,7.392,5.297,4.889,5.53,7.159,5.588,5.297,5.937,5.995
454.6,5.22,7.658,6.682,7.194,5.116,5.196,6.635,5.436,7.354,6.155,6.315,6.315,8.074,6.395,7.114,7.034,8.393,5.995,6.635,5.356,5.915,5.915,6.954,6.715,96.59,5.278,4.93,4.06,5.046,4.93,5.568,5.51,5.858,6.787,4.408,4.292,4.64,4.988,5.974,7.599,5.104,5.104,5.22,7.367,5.394,5.568,6.09,5.916
456.1,5.404,7.319,6.124,7.333,4.674,5.157,6.849,5.479,7.816,6.366,6.769,6.044,8.38,6.446,7.575,7.01,7.897,6.124,7.575,5.157,6.044,6.285,7.816,6.93,96.851,5.171,5.404,3.951,5.171,5.055,4.765,5.404,5.927,6.973,4.939,4.532,4.532,5.055,5.927,7.496,5.462,5.578,4.881,6.915,5.404,5.171,5.985,6.159
