Wavelength,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7,SBS8,SBT1,SBT2,SBT3,SBT4,SBT5,SBT6,SBT7,SBT8
477,5.751666667,4.0034,4.243333333,4.354733333,3.6398,7.547333333,3.399866667,4.207733333,5.1038,6.058666667,4.217333333,4.682733333,5.721066667,7.035533333,6.110666667,4.8392
478,5.8242,4.000066667,4.158533333,4.277,3.566333333,7.5264,3.407866667,4.209466667,5.158466667,5.8868,4.192,4.745666667,5.780666667,7.021133333,5.9932,4.8432
479,5.8362,4.0102,4.1042,4.2164,3.5098,7.5854,3.4748,4.2464,5.1346,5.7654,4.211,4.8112,5.8358,6.9606,5.9008,4.829
480,5.773533333,4.040866667,4.154866667,4.247733333,3.539133333,7.7634,3.6808,4.277733333,4.893266667,5.860066667,4.321,4.7652,5.8718,6.8226,5.9568,4.842333333
481,5.671933333,4.0742,4.129266667,4.330266667,3.585,7.6278,3.5716,4.344266667,4.957,5.902466667,4.292333333,4.74,6.013933333,6.776333333,6.007466667,4.781533333
482,5.6282,4.0854,4.134,4.3974,3.6362,7.4752,3.4316,4.3854,5.0756,5.9338,4.2176,4.7396,6.0646,6.7976,6.0412,4.7698
483,5.7422,4.0434,4.254,4.398733333,3.6902,7.465866667,3.4036,4.346733333,5.144266667,5.9698,4.116266667,4.784933333,5.839933333,6.922933333,6.038533333,4.9158
484,5.6722,4.144333333,4.192133333,4.3142,3.660466667,7.3664,3.437466667,4.384333333,5.078,5.8698,4.1728,4.7604,5.866466667,6.830666667,6.111066667,4.896466667
485,5.5928,4.2088,4.129,4.215,3.6178,7.2914,3.4954,4.4426,5.0336,5.8152,4.215,4.7068,5.919,6.719,6.1344,4.861
486,5.5988,4.1048,4.169,4.131666667,3.5938,7.326066667,3.5734,4.5046,5.118933333,5.945866667,4.131666667,4.626133333,5.885666667,6.689,5.999066667,4.884333333
487,5.6512,4.073333333,4.281,4.350733333,3.5634,7.149533333,3.464733333,4.4562,5.106133333,5.906933333,4.301133333,4.8276,5.797933333,6.616333333,6.0216,4.8762
488,5.671,4.099,4.3634,4.5418,3.5534,7.008,3.3872,4.4064,5.045,5.891,4.4916,4.9468,5.7684,6.5664,6.069,4.8548
489,5.587666667,4.215666667,4.334733333,4.491133333,3.594733333,7.071333333,3.4912,4.417733333,4.928333333,6.027666667,4.5836,4.709466667,5.9064,6.5944,6.082333333,4.8208
490,5.677285714,4.128142857,4.335285714,4.467857143,3.585285714,7.051428571,3.411428571,4.391428571,5.037571429,5.969285714,4.418571429,4.697428571,5.85,6.658285714,6.117,4.779142857
491,5.7138,4.0418,4.333866667,4.465733333,3.604,7.039,3.347733333,4.363333333,5.085,5.905533333,4.335933333,4.736533333,5.819,6.656666667,6.101533333,4.7882
492,5.6058,4.0338,4.318533333,4.485066667,3.684,7.069,3.377066667,4.346666667,4.955,5.906866667,4.473266667,4.767866667,5.899,6.543333333,6.002866667,4.8762
493,5.5668,3.9352,4.26,4.4252,3.653,6.9046,3.4628,4.3522,4.9324,5.919,4.409,4.75,5.8542,6.4612,5.9858,4.8442
494,5.582133333,3.923866667,4.256666667,4.3416,3.589666667,6.800466667,3.468933333,4.3626,4.969733333,5.893933333,4.349,4.735466667,5.828333333,6.414,5.9946,4.7746
495,5.667466667,4.058533333,4.343333333,4.2356,3.496333333,6.819133333,3.346266667,4.3766,5.079066667,5.811266667,4.329,4.734133333,5.851666667,6.414,6.0286,4.6686
496,5.6634,4.048,4.3604,4.2526,3.4852,6.7226,3.424,4.3138,5.114,5.7712,4.3222,4.8,5.8348,6.4026,6.0206,4.6694
497,5.6526,4.0024,4.3548,4.2734,3.481066667,6.6802,3.4632,4.297133333,5.094533333,5.794,4.314466667,4.8368,5.840933333,6.398466667,5.969,4.6546
498,5.6466,3.9284,4.3268,4.2794,3.473733333,6.7382,3.4112,4.362466667,5.005866667,5.904,4.303133333,4.8188,5.888266667,6.407133333,5.859,4.5986
499,5.6532,3.8652,4.3168,4.2614,3.4466,6.6732,3.4198,4.36,4.9394,5.9378,4.2702,4.7162,5.8156,6.3366,5.8858,4.614
500,5.647866667,3.893866667,4.313066667,4.239933333,3.446066667,6.604133333,3.440733333,4.391866667,4.921533333,5.9178,4.2506,4.6618,5.752533333,6.292733333,5.887,4.657066667
501,5.622533333,4.058533333,4.315733333,4.217266667,3.488733333,6.549466667,3.470066667,4.486533333,4.972866667,5.8298,4.2546,4.6938,5.723866667,6.302066667,5.827,4.729733333
502,5.698,4.0426,4.2908,4.215,3.5068,6.5806,3.4754,4.5254,4.9984,5.8366,4.231,4.8278,5.7966,6.1692,5.86,4.785
503,5.75,4.025266667,4.327333333,4.253666667,3.5176,6.600466667,3.4586,4.541533333,5.036266667,5.892333333,4.279,4.893933333,5.836333333,6.159733333,5.900666667,4.796733333
504,5.75,4.035933333,4.460666667,4.350333333,3.5216,6.589133333,3.4126,4.532866667,5.096933333,6.005666667,4.439,4.841266667,5.809666667,6.359066667,5.937333333,4.746066667
505,5.752571429,4.076857143,4.426428571,4.277071429,3.530357143,6.5835,3.417,4.592428571,5.171142857,6.053642857,4.383642857,4.797428571,5.821142857,6.448428571,5.977642857,4.872142857
506,5.77,4.090333333,4.39,4.314666667,3.540666667,6.575666667,3.459333333,4.64,5.19,6.058,4.334333333,4.833,5.863666667,6.469666667,6.019666667,4.958
507,5.802,4.073,4.37,4.482,3.552,6.565,3.534,4.668,5.152,6.026,4.315,4.947,5.933,6.435,6.063,4.984
508,5.920666667,4.154333333,4.535333333,4.438,3.563333333,6.481666667,3.520666667,4.647333333,5.164,6.068666667,4.369666667,4.911666667,5.915,6.413666667,6.044333333,4.948666667
509,5.935666667,4.165333333,4.648666667,4.428666667,3.625666667,6.499,3.564666667,4.637,5.2,6.143333333,4.416,4.894,5.953333333,6.437666667,6.094333333,5.022333333
