"","Rdate","Ozone","Temp","Pressure","RH","WindDir","WindSpeed.mph.","Rainfall","VPD","site"
"1487",2015-07-01 16:00:00,45.75,83.575,29.79675,68.25,105,0,0.05,12.473603239706,1
"1488",2015-07-01 17:00:00,45.25,83.125,29.8005,70,105,0,0.05,11.6222136164313,1
"1489",2015-07-01 18:00:00,45.675,81.575,29.807,73,97.75,0,0.05,9.9562729924329,1
"1490",2015-07-01 19:00:00,42.75,80.175,29.81275,77.25,88.5,0.25,0.05,8.01535081818725,1
"2457",2015-09-17 10:00:00,36.7,77.3,29.997,68.5,80.5,2,0,10.0845444328485,1
"2458",2015-09-17 11:00:00,43.325,80.175,29.9815,64.5,83.25,1.25,0,12.5061394518105,1
"2459",2015-09-17 12:00:00,46.325,83.175,29.954,60.25,97.75,2.25,0,15.4266385136055,1
"2460",2015-09-17 13:00:00,46.45,85.8,29.9365,56,54.5,2.5,0,18.5585914916216,1
"2461",2015-09-17 14:00:00,43.425,88.475,29.91375,52.5,77.75,2.75,0,21.8165996043822,1
"2462",2015-09-17 15:00:00,47.75,89.175,29.88325,52.5,80.75,2.5,0,22.2969430969266,1
"2463",2015-09-17 16:00:00,50.4666666666667,89.2333333333333,29.8653333333333,53.3333333333333,87,2.33333333333333,0,21.952478809137,1
"2464",2015-09-17 17:00:00,45.5,86.4,29.8523333333333,58,82.3333333333333,3,0,18.056903208661,1
"2465",2015-09-17 18:00:00,41.8,84.875,29.84175,60.5,76.75,3,0,16.1775249613867,1
"2466",2015-09-17 19:00:00,36.75,82.925,29.83775,64.25,75,2.5,0,13.7621651846107,1
"2467",2015-09-17 20:00:00,36.375,80.55,29.831,70.25,75.25,2.5,0,10.6049495010957,1
"2468",2015-09-17 21:00:00,36.1333333333333,79.1333333333333,29.8473333333333,73,88,1.66666666666667,0,9.17822971962679,1
"2469",2015-09-17 22:00:00,36.3666666666667,77.8333333333333,29.8726666666667,75.6666666666667,85,0.666666666666667,0,7.92724651040481,1
"2470",2015-09-17 23:00:00,34.35,76.425,29.873,78.75,81.75,0.5,0,6.60777095471549,1
"2471",2015-09-18 00:00:00,31.675,75.475,29.86175,80,84.75,0.75,0,6.02665803794139,1
"2472",2015-09-18 01:00:00,30.725,74.775,29.845,81,81.75,1,0,5.59137466896114,1
"2473",2015-09-18 02:00:00,36.275,74.8,29.8415,79.75,87.5,0.25,0,5.96369359714122,1
"2474",2015-09-18 03:00:00,32.025,73.95,29.83525,81,87.25,0,0,5.45038807865841,1
"2475",2015-09-18 04:00:00,25.675,72.65,29.84,84.25,86,0.5,0,4.31754680000846,1
"2476",2015-09-18 05:00:00,35.275,73.2,29.83525,80.75,85.75,0.75,0,5.37317699646739,1
"2477",2015-09-18 06:00:00,32.65,72.975,29.84175,80.75,86.75,0,0,5.33294954411908,1
"2478",2015-09-18 07:00:00,28.975,73.375,29.84175,79,87.5,0.25,0,5.89727607505806,1
"2479",2015-09-18 08:00:00,29.9,74.7,29.85325,76.25,90,0.5,0,6.97338698815397,1
"2480",2015-09-18 09:00:00,30.15,76.3,29.85525,75,92.5,0.5,0,7.75774038220917,1
"2481",2015-09-18 10:00:00,36.1,80.35,29.842,69.25,92.5,1.5,0,10.9091903695168,1
"2482",2015-09-18 11:00:00,39.25,83.875,29.83125,63.75,88,1.5,0,14.3934025176619,1
"2483",2015-09-18 12:00:00,42.85,86.4,29.81625,60.25,89.75,1.75,0,17.1059210905768,1
"2484",2015-09-18 13:00:00,43.75,88.95,29.79675,56,92,1.5,0,20.5115738632163,1
"2485",2015-09-18 14:00:00,45.2,90.35,29.78025,53.75,79,1.25,0,22.5195501430276,1
"2486",2015-09-18 15:00:00,47.025,90.375,29.76875,53,85.5,2,0,22.9069224595152,1
"2487",2015-09-18 16:00:00,45.6,88.925,29.76525,55.5,89.25,1,0,20.7266113316547,1
"2488",2015-09-18 17:00:00,43.7,87.7,29.7545,59,92.5,0.5,0,18.3664856101476,1
"2489",2015-09-18 18:00:00,37.2,85.825,29.743,62.25,88.5,1.25,0,15.9358685895073,1
"2490",2015-09-18 19:00:00,33.65,84.175,29.73775,62,81,2,0,15.223252043203,1
"2491",2015-09-18 20:00:00,33.05,82.725,29.7355,66.75,81,2.75,0,12.7063252850806,1
"2492",2015-09-18 21:00:00,36.475,81.75,29.7385,69.75,85.5,3,0,11.203141331721,1
"2493",2015-09-18 22:00:00,38.625,80.525,29.743,72.75,82.5,2,0,9.69841092628808,1
"2494",2015-09-18 23:00:00,38.6,79.3,29.7563333333333,75,82,0.333333333333333,0,8.54925807159063,1
"2495",2015-09-19 00:00:00,39.3666666666667,78.6333333333333,29.7483333333333,76,91,0,0,8.02558102608753,1
"2496",2015-09-19 01:00:00,37.375,78.175,29.757,77.5,82.5,0,0,7.41210172069989,1
"2497",2015-09-19 02:00:00,31.95,77.325,29.76525,81,86.5,0.25,0.015,6.11484777287907,1
"2498",2015-09-19 03:00:00,17.05,72.425,29.78725,90.5,147,0.75,0.0975,2.58559742077656,1
"2499",2015-09-19 04:00:00,15.85,67,29.84025,89,206.5,0.75,0.1,2.48648570114978,1
"2500",2015-09-19 05:00:00,18.6,66.05,29.8705,87,256.5,0.5,0.1,2.84223718050237,1
"2501",2015-09-19 06:00:00,22.225,65.05,29.9025,84,252.25,0.5,0.1,3.38216690973695,1
"2502",2015-09-19 07:00:00,21.025,63.625,29.9375,84,210.5,0.25,0.1,3.21521577237333,1
"2503",2015-09-19 08:00:00,21.725,63.55,29.95375,82.75,212,0.75,0.1,3.45574207846456,1
"2504",2015-09-19 09:00:00,29.35,63.8,29.9735,73.75,266.5,2,0.1,5.31082009777369,1
"2505",2015-09-19 10:00:00,30.25,64.3,29.9975,71.75,223.75,2,0.1,5.812507657992,1
"2506",2015-09-19 11:00:00,28.8,65.475,30.00825,69.25,245.5,1.25,0.1,6.6119142567157,1
"2507",2015-09-19 12:00:00,32.15,68,30.0125,64.5,152,1,0.1,8.33203872700564,1
"2508",2015-09-19 13:00:00,34.3,71.15,30.007,57,317.5,1.5,0.1,11.2030727211813,1
"2509",2015-09-19 14:00:00,36.975,73.45,29.99975,52,202.25,1.25,0.1,13.5141361017476,1
"2510",2015-09-19 15:00:00,38.075,74.475,29.99175,50.75,231.5,1,0.1,14.355356487297,1
"2511",2015-09-19 16:00:00,37.875,74.025,29.98675,50.5,245.75,1.25,0.1,14.2146016506256,1
"2512",2015-09-19 17:00:00,34.2,71.6,29.98775,54,250.5,1,0.1,12.165708608569,1
"2513",2015-09-19 18:00:00,28.175,70.875,29.99275,55,227.25,0.5,0.1,11.6158152618197,1
"2514",2015-09-19 19:00:00,24.275,68.875,30.0065,59.25,260.5,0.25,0.1,9.82696322921847,1
"2515",2015-09-19 20:00:00,23.825,66.75,30.024,62.5,281,0,0.1,8.41142389268797,1
"2516",2015-09-19 21:00:00,19.6,64.8,30.048,67,281,0,0.1,6.91815499963515,1
"2517",2015-09-19 22:00:00,14.5,61.575,30.0605,75.25,281,0,0.1,4.64382421543184,1
"2518",2015-09-19 23:00:00,9.875,59.25,30.0645,81.5,281,0,0.1,3.19050847361453,1
"2519",2015-09-20 00:00:00,2.75,57.95,30.0615,85.25,281,0,0.025,2.42506862940604,1
"2520",2015-09-20 01:00:00,3,56.6,30.06275,88,281,0,0,1.87884585130763,1
"2521",2015-09-20 02:00:00,3.15,55.85,30.0665,89.75,281,0,0,1.56091341068778,1
"2522",2015-09-20 03:00:00,2.7,55.35,30.074,91.25,281,0,0,1.30866578681183,1
"2523",2015-09-20 04:00:00,3.225,54.55,30.08175,91,281,0,0,1.30732746219683,1
"2524",2015-09-20 05:00:00,10.875,54.325,30.086,89.75,281,0,0,1.47928507732895,1
"2525",2015-09-20 06:00:00,13.875,54.05,30.0965,88,281,0,0,1.7132098046482,1
"2526",2015-09-20 07:00:00,10.95,53.425,30.11375,89.5,281,0,0,1.4635537258733,1
"2527",2015-09-20 08:00:00,14.525,55.975,30.1375,86.5,276,0,0,2.09812936481721,1
"2528",2015-09-20 09:00:00,25.175,61.6,30.14625,67.75,154.75,0.25,0,6.05460530424745,1
"2529",2015-09-20 10:00:00,27.625,64.15,30.14725,62.75,176.5,0.25,0,7.63128672313638,1
"2530",2015-09-20 11:00:00,31.4,66.125,30.1375,56.25,103.5,0.25,0,9.59576381844849,1
"2531",2015-09-20 12:00:00,33.45,67.15,30.12475,57.25,136.75,0.25,0,9.70995849932319,1
"2532",2015-09-20 13:00:00,35.25,70.15,30.11475,49.75,137.5,0.25,0,12.6845784412394,1
"2533",2015-09-20 14:00:00,38.575,73.5,30.09025,48.5,67.75,0.5,0,14.530065969327,1
"2534",2015-09-20 15:00:00,42.275,74.45,30.061,47.5,247.25,0.75,0,15.290208137184,1
"2535",2015-09-20 16:00:00,43.775,74.175,30.0435,48.75,174.75,0.25,0,14.8048746296788,1
"2536",2015-09-20 17:00:00,41.025,71.625,30.03725,53.25,84,0,0,12.381448515576,1
"2537",2015-09-20 18:00:00,36.85,69.975,30.0345,58.75,75,0,0,10.3463752321386,1
"2538",2015-09-20 19:00:00,31.575,66.025,30.03525,67.25,75,0,0,7.18002518038604,1
"2539",2015-09-20 20:00:00,23.225,61.875,30.0515,77.75,75.25,0,0,4.21960330618735,1
"2540",2015-09-20 21:00:00,17.45,60.25,30.0625,81.5,75.5,0,0,3.30194254976937,1
"2541",2015-09-20 22:00:00,15.625,58.6,30.06225,84.75,75.25,0,0,2.56681970517369,1
"2542",2015-09-20 23:00:00,15.175,57.375,30.06125,87.25,75.25,0,0,2.05218206250443,1
"2543",2015-09-21 00:00:00,10.675,56.525,30.0605,89.25,75.25,0,0,1.67901134083516,1
"2544",2015-09-21 01:00:00,5.8,55.5666666666667,30.048,90.6666666666667,75.3333333333333,0,0,1.40752648748583,1
"2545",2015-09-21 02:00:00,5.83333333333333,54,30.0423333333333,93.3333333333333,75,0,0,0.949487984931343,1
"2546",2015-09-21 03:00:00,4.275,53.325,30.03475,93.75,75,0,0,0.868449087926752,1
"2547",2015-09-21 04:00:00,2.975,52.575,30.03775,94.25,75.25,0,0,0.777020482139795,1
"2549",2015-09-21 06:00:00,0.575,51.65,30.0665,95,75.5,0,0,0.652939037485891,1
"2550",2015-09-21 07:00:00,0.625,51.3,30.08575,95.75,75.5,0,0,0.547631110663234,1
"2551",2015-09-21 08:00:00,0.9,54.025,30.09875,96.5,75,0,0,0.496208401223167,1
"2552",2015-09-21 09:00:00,3.65,60.075,30.09725,90,86.25,0,0,1.84429458893498,1
"2553",2015-09-21 10:00:00,20,65.575,30.102,72,76,0.5,0,6.06568598994787,1
"2554",2015-09-21 11:00:00,29.725,68.925,30.10275,61.5,62.75,0.5,0,9.31383394793259,1
"2555",2015-09-21 12:00:00,35.075,71.5,30.091,56.75,66,0.5,0,11.4099451030454,1
"2556",2015-09-21 13:00:00,42.975,74.975,30.06675,48.75,56.5,0.25,0,15.2379278105328,1
"2557",2015-09-21 14:00:00,48.35,78.075,30.045,43.25,64.5,1,0,18.6694541823771,1
"2558",2015-09-21 15:00:00,50.3,80,30.022,42,139.5,1,0,20.2833940075885,1
"2559",2015-09-21 16:00:00,49.475,79.175,30.00575,42.5,70.5,0.75,0,19.5792456257678,1
"2560",2015-09-21 17:00:00,48.45,76.2,30.0035,45.25,69,0.25,0,16.9076227621426,1
"2561",2015-09-21 18:00:00,48.9,74.425,30.009,47.25,79,0,0,15.356339657823,1
"2562",2015-09-21 19:00:00,39.875,70.05,30.01325,59.25,79,0,0,10.2889104151584,1
"2563",2015-09-21 20:00:00,30.925,65.625,30.026,70.75,79,0,0,6.33599330114495,1
"2564",2015-09-21 21:00:00,25.075,62.9,30.0415,77.5,79,0,0,4.41179236812003,1
"2565",2015-09-21 22:00:00,19.6,61.425,30.05,80.75,79,0,0,3.58246854041344,1
"2566",2015-09-21 23:00:00,15.95,59.625,30.0515,85,79,0,0,2.61933749967782,1
"2567",2015-09-22 00:00:00,13.8,58.2,30.0455,87.25,79,0,0,2.11476401554794,1
"2568",2015-09-22 01:00:00,10.45,57.3,30.04725,89.5,79,0,0,1.68624138077345,1
"2569",2015-09-22 02:00:00,8.5,56.475,30.0585,91.25,79,0,0,1.36330704852681,1
"2570",2015-09-22 03:00:00,4.6,56,30.06475,92.25,79,0,0,1.18726967240119,1
"2571",2015-09-22 04:00:00,2.4,55.175,30.068,93.25,79,0,0,1.00344738399093,1
"2572",2015-09-22 05:00:00,2.125,54.7,30.08025,94.25,79,0,0,0.83994265981663,1
"2573",2015-09-22 06:00:00,0.7,54.525,30.0975,95,79,0,0,0.725620109859863,1
"2574",2015-09-22 07:00:00,0.4,54.375,30.1175,95.25,79,0,0,0.68515847863113,1
"2575",2015-09-22 08:00:00,0.375,56.925,30.1345,96.25,79,0,0,0.591705980425912,1
"2576",2015-09-22 09:00:00,3.775,62.375,30.1445,90,79,0,0,1.99161197863686,1
"2577",2015-09-22 10:00:00,24.05,69.3,30.14775,67.25,89.5,0.75,0,8.13561668024399,1
"2578",2015-09-22 11:00:00,29.7,73.675,30.146,57,90,1.25,0,12.2175048044319,1
"2579",2015-09-22 12:00:00,42.075,76.225,30.1465,50.25,94,0.25,0,15.3824690588372,1
"2580",2015-09-22 13:00:00,55.075,79.425,30.129,45.5,48.25,0.5,0,18.7318052284231,1
"2581",2015-09-22 14:00:00,63.2,83.325,30.1055,40.5,116,0,0,23.1828046645743,1
"2582",2015-09-22 15:00:00,63.775,84.85,30.0895,38.75,72,0.5,0,25.0556909097175,1
"2583",2015-09-22 16:00:00,63.15,83.65,30.07925,39.5,90,0.5,0,23.8348204854463,1
"2584",2015-09-22 17:00:00,59.05,80.175,30.0795,41,90,0,0,20.7610538781499,1
"2585",2015-09-22 18:00:00,53.25,77.3,30.0795,47.25,96,0,0,16.9290035351378,1
"2586",2015-09-22 19:00:00,46.425,72.9,30.09025,57,96,0,0,11.9321092838408,1
"2587",2015-09-22 20:00:00,37.175,68.7,30.103,67.25,96,0,0,7.87472492152744,1
"2588",2015-09-22 21:00:00,29.1,66.025,30.11075,73.75,96,0,0,5.73649539478038,1
"2589",2015-09-22 22:00:00,23.975,64.425,30.11575,77.75,96,0,0,4.59915855038164,1
"2590",2015-09-22 23:00:00,20.9,63.375,30.12875,80.5,96,0,0,3.88592964524899,1
"2591",2015-09-23 00:00:00,14.3,61.825,30.12975,84,96,0,0,3.01912346753797,1
"2592",2015-09-23 01:00:00,10.175,60.45,30.12675,87,96,0,0,2.33721524553657,1
"2593",2015-09-23 02:00:00,6.975,59.1,30.121,89.5,96,0,0,1.79995888086175,1
"2594",2015-09-23 03:00:00,5.625,58.2,30.11,91.5,96,0,0,1.40930529062278,1
"2595",2015-09-23 04:00:00,3.275,57.825,30.11725,92.5,96,0,0,1.22667882388331,1
"2596",2015-09-23 05:00:00,0.75,57.425,30.137,93,96,0,0,1.12850012838572,1
"2597",2015-09-23 06:00:00,1.175,56.9,30.15425,94,96,0,0,0.949149204141615,1
"2598",2015-09-23 07:00:00,0.775,56.275,30.16325,94.5,96,0,0,0.850658407426356,1
"2599",2015-09-23 08:00:00,1.15,58.575,30.16175,95.75,96,0,0,0.712077187371483,1
"2600",2015-09-23 09:00:00,6.425,65.175,30.1675,82.75,82.25,0,0,3.7151445856922,1
"2601",2015-09-23 10:00:00,27.725,70.575,30.16575,65.75,84.25,0.25,0,8.80700309026954,1
"2602",2015-09-23 11:00:00,43.85,75.125,30.1625,55,93.5,0.25,0,13.4419216594775,1
"2603",2015-09-23 12:00:00,58.375,78.5,30.15525,47.75,79.25,0.5,0,17.4182803021083,1
"2604",2015-09-23 13:00:00,69.6,82.8,30.14025,39,70,0.5,0,23.4308358031213,1
"2605",2015-09-23 14:00:00,70.85,86.275,30.1135,34.5,133.5,0.25,0,28.0733659185513,1
"2606",2015-09-23 15:00:00,72.475,88.075,30.0945,32.75,95,0.5,0,30.4959742753751,1
"2607",2015-09-23 16:00:00,73.1,86.3,30.083,34,80.25,0.5,0,28.3495786283515,1
"2608",2015-09-23 17:00:00,73.925,81.675,30.08125,38.75,138.25,0,0,22.6378575660186,1
"2609",2015-09-23 18:00:00,68.1666666666667,79.5,30.0826666666667,44.3333333333333,68,0,0,19.173819914444,1
"2610",2015-09-23 19:00:00,48.1666666666667,72.5333333333333,30.082,59.6666666666667,68,0,0,11.0411576733979,1
"2611",2015-09-23 20:00:00,37.625,68.85,30.088,68.75,68,0,0,7.55227440727135,1
"2612",2015-09-23 21:00:00,30.9,66.65,30.0975,73,68,0,0,6.02728589796393,1
"2613",2015-09-23 22:00:00,24.925,65.05,30.09675,77.5,68,0,0,4.75694452029963,1
"2614",2015-09-23 23:00:00,19.025,63.6,30.09425,81.75,68,0,0,3.66741236214374,1
"2615",2015-09-24 00:00:00,16.55,62.55,30.09575,84.75,68,0,0,2.95206089962388,1
"2616",2015-09-24 01:00:00,13.075,61.55,30.10275,86.75,68,0,0,2.47575814437228,1
"2617",2015-09-24 02:00:00,11.425,60.85,30.1075,88.75,68,0,0,2.04956281120637,1
"2618",2015-09-24 03:00:00,8.8,60.45,30.098,89,68,0,0,1.97699386176317,1
"2619",2015-09-24 04:00:00,11.05,59.875,30.10225,90.25,68,0,0,1.71593850325206,1
"2620",2015-09-24 05:00:00,8.65,58.95,30.11375,91.75,69.75,0,0,1.4058369527735,1
"2621",2015-09-24 06:00:00,4.2,58.175,30.12425,93.25,77.5,0,0,1.11805980590809,1
"2622",2015-09-24 07:00:00,3.45,57.375,30.13575,94,79,0,0,0.965526149961436,1
"2623",2015-09-24 08:00:00,4.175,59.5,30.146,94.75,79,0,0,0.910185147058614,1
"2624",2015-09-24 09:00:00,17.8,65.2666666666667,30.1463333333333,83.3333333333333,73.6666666666667,0,0,3.62664546662778,1
"2625",2015-09-24 10:00:00,29.8666666666667,72.0333333333333,30.142,67.6666666666667,69.6666666666667,0,0,8.68621089371108,1
"2626",2015-09-24 11:00:00,43.6,75,30.141,61.25,83,0,0,11.522579526338,1
"2627",2015-09-24 12:00:00,63.375,78.55,30.13625,49.75,190,0.25,0,16.816139297757,1
"2628",2015-09-24 13:00:00,69.525,82.175,30.12225,42.25,68.5,0.5,0,21.719881056648,1
"2629",2015-09-24 14:00:00,70.2,83.45,30.1055,41.25,71,1,0,22.9821973940916,1
"2630",2015-09-24 15:00:00,72.575,84.125,30.092,42,80.5,0.25,0,23.2068122111133,1
"2631",2015-09-24 16:00:00,73.275,83.925,30.084,41.75,81,0,0,23.1406332425355,1
"2632",2015-09-24 17:00:00,69.25,80.95,30.0775,45.75,79,0,0,19.5912552325294,1
"2633",2015-09-24 18:00:00,62.45,78.6,30.0755,49,73.25,0,0,17.0619793480434,1
"2634",2015-09-24 19:00:00,51.075,73.75,30.07325,59,73,0,0,11.7114748684434,1
"2635",2015-09-24 20:00:00,39.675,69.3,30.0805,69.5,73,0,0,7.4876099975395,1
"2636",2015-09-24 21:00:00,25.775,66.65,30.09425,77.25,73,0,0,5.08706599196018,1
"2637",2015-09-24 22:00:00,19,64.8,30.094,81,73.25,0,0,3.98163997581659,1
"2638",2015-09-24 23:00:00,19.45,63.45,30.1,83.75,73,0,0,3.24722530786984,1
"2639",2015-09-25 00:00:00,6.85,62.275,30.10075,87,73,0,0,2.49295940505389,1
"2640",2015-09-25 01:00:00,5.65,61.125,30.101,88.25,73,0,0,2.16288928590552,1
"2641",2015-09-25 02:00:00,4.675,60.05,30.0975,89.75,73,0,0,1.81586880240178,1
"2642",2015-09-25 03:00:00,6.4,59.075,30.08625,90.5,73,0,0,1.62582748589683,1
"2643",2015-09-25 04:00:00,7.96,58.08,30.084,91.4,73,0,0,1.41994439507964,1
"2644",2015-09-25 05:00:00,13,57.8,30.0875,92,73.25,0,0,1.30722007275546,1
"2645",2015-09-25 06:00:00,12.45,57.575,30.1015,92,73.5,0,0,1.29672768194071,1
"2646",2015-09-25 07:00:00,8.93333333333333,57.2,30.1096666666667,92.6666666666667,73,0,0,1.17247503988827,1
"2647",2015-09-25 08:00:00,15.075,61.35,30.11175,90.25,78.25,0,0,1.85450030142836,1
"2648",2015-09-25 09:00:00,24.5,67.725,30.1155,75,127,0,0,5.83857494395773,1
"2649",2015-09-25 10:00:00,43.525,73.15,30.11125,61.5,227.75,0,0,10.7731479877655,1
"2650",2015-09-25 11:00:00,59.45,77.125,30.096,52.25,265.75,1.25,0,15.213866068305,1
"2651",2015-09-25 12:00:00,66.175,79.775,30.082,48.25,133.5,1,0,17.9807946414366,1
"2652",2015-09-25 13:00:00,65.225,81.3,30.06875,44.5,280.75,0.75,0,20.2630879910289,1
"2653",2015-09-25 14:00:00,67.45,83.8,30.04725,39.75,283.5,1,0,23.8383112866705,1
"2654",2015-09-25 15:00:00,66.35,84.35,30.02925,37.25,220.5,0.75,0,25.282870227845,1
"2655",2015-09-25 16:00:00,67.3,83.3,30.01925,34.75,250.5,0.75,0,25.4051514034237,1
"2656",2015-09-25 17:00:00,65.5,81.7,30.01975,37.5,264,0.25,0,23.1059839272516,1
"2657",2015-09-25 18:00:00,62.525,79.8,30.029,38.25,243.25,0,0,21.4617652500916,1
"2658",2015-09-25 19:00:00,52.825,75.775,30.0355,46.25,49.25,0,0,16.4134190465401,1
"2659",2015-09-25 20:00:00,38.8,70.5,30.04325,58.25,55,0,0,10.6886268225453,1
"2660",2015-09-25 21:00:00,28.35,67.375,30.0475,66.5,55,0,0,7.67788990562406,1
"2661",2015-09-25 22:00:00,19.45,67.175,30.05075,66.25,55,0,0,7.70260654768084,1
"2662",2015-09-25 23:00:00,19,67.675,30.05175,66,55,0,0,7.8834858574302,1
"2663",2015-09-26 00:00:00,35.4,67.6,30.054,66.5,58.25,0,0,7.74025146915627,1
"2664",2015-09-26 01:00:00,33.85,64.875,30.05825,73.75,62,0,0,5.52470536694122,1
"2665",2015-09-26 02:00:00,23.725,62.125,30.05975,81.75,62,0,0,3.48843553464964,1
"2666",2015-09-26 03:00:00,24.325,61.225,30.0575,84.5,62,0,0,2.86225660627106,1
"2667",2015-09-26 04:00:00,22.4,59.975,30.05875,86.5,62,0,0,2.38503791797685,1
"2668",2015-09-26 05:00:00,20.625,59.8,30.06925,87,62,0,0,2.28185458725539,1
"2669",2015-09-26 06:00:00,15.9,59.55,30.083,88.25,62,0,0,2.04422706006375,1
"2670",2015-09-26 07:00:00,17.125,60,30.0995,88,62,0,0,2.12317353017127,1
"2671",2015-09-26 08:00:00,27.95,63.45,30.1005,81.75,267.25,0.75,0,3.66775316480454,1
"2672",2015-09-26 09:00:00,34.025,65.75,30.1015,77.25,309.5,1,0,4.92644050520758,1
"2673",2015-09-26 10:00:00,35.45,67.175,30.10325,75.5,216,1,0,5.5718461891671,1
"2674",2015-09-26 11:00:00,33.65,68.425,30.0985,74.75,109.75,1,0,5.99713590000878,1
"2675",2015-09-26 12:00:00,33.125,69.725,30.08875,73.25,173.5,0.75,0,6.63841966317684,1
"2676",2015-09-26 13:00:00,34,70.85,30.0755,72,33.5,0.5,0,7.22498214818878,1
"2677",2015-09-26 14:00:00,34.825,72.25,30.056,70.5,46.25,0.25,0,7.98135972240486,1
"2678",2015-09-26 15:00:00,34.675,72.5,30.04575,70.5,56.75,0.25,0,8.04600481674087,1
"2679",2015-09-26 16:00:00,34.125,72.775,30.03825,70.25,54.5,0,0,8.18663200027775,1
"2680",2015-09-26 17:00:00,34.075,72.5,30.0315,71.5,72.25,0,0,7.77057381030273,1
"2681",2015-09-26 18:00:00,32.7333333333333,71.6666666666667,30.032,73.3333333333333,74,0,0,7.07365504243978,1
"2682",2015-09-26 19:00:00,28.825,70.7,30.02675,76,74,0,0,6.15725930446685,1
"2683",2015-09-26 20:00:00,25.025,70.325,30.0395,77.5,74,0,0,5.69893759935335,1
"2684",2015-09-26 21:00:00,18.125,69.55,30.04075,80.75,74,0,0,4.7513642700391,1
"2685",2015-09-26 22:00:00,13.25,67.45,30.042,85,74,0,0,3.44953163036664,1
"2686",2015-09-26 23:00:00,14.575,66.65,30.03325,87.5,74,0,0,2.79259580608748,1
"2687",2015-09-27 00:00:00,16.55,66.6,30.02275,87.25,74,0,0,2.84297246607181,1
"2688",2015-09-27 01:00:00,16.4,66.7,30.0195,87.75,74,0,0,2.74049946957364,1
"2689",2015-09-27 02:00:00,17.15,67.3,30.019,87,74,0,0,2.96819477300973,1
"2690",2015-09-27 03:00:00,17.375,67,30.013,87.75,74,0,0,2.76856003481525,1
"2691",2015-09-27 04:00:00,17.8,66.7,30.01,88,74,0,0,2.68367115637855,1
"2692",2015-09-27 05:00:00,16.85,66.5,30.0085,88.5,68.5,0,0,2.55473949922349,1
"2693",2015-09-27 06:00:00,15.2,65.95,30.013,90,52.5,0,0,2.17905477354644,1
"2694",2015-09-27 07:00:00,15.175,65.825,30.0225,90,47.5,0,0,2.16961006674553,1
"2695",2015-09-27 08:00:00,13.025,66.35,30.022,89.75,65,0,0,2.26567104164327,1
"2696",2015-09-27 09:00:00,13.9,67.975,30.02875,87.75,73,0,0,2.86640461046679,1
"2697",2015-09-27 10:00:00,15.725,70.15,30.036,84.75,80.75,0,0,3.84527016867173,1
"2698",2015-09-27 11:00:00,18.95,71.3,30.03375,83,92,0.25,0,4.45047519291451,1
"2699",2015-09-27 12:00:00,20.675,72.275,30.01825,82,91,0.5,0,4.87290067877928,1
"2700",2015-09-27 13:00:00,23.2,73.65,29.9985,79.75,145,0,0,5.74791025576227,1
"2701",2015-09-27 14:00:00,27.525,75.775,29.96925,74.75,70,0,0,7.68819949602974,1
"2702",2015-09-27 15:00:00,27.375,74.575,29.95375,78.75,71.75,0,0,6.21544877235554,1
"2703",2015-09-27 16:00:00,27.275,74.3,29.942,78.75,75,0.75,0,6.15864529434507,1
"2704",2015-09-27 17:00:00,26.95,74.375,29.939,78.75,83,0.25,0,6.17181542073098,1
"2705",2015-09-27 18:00:00,24.875,73.45,29.93575,80,83.25,0,0,5.63230052379753,1
"2706",2015-09-27 19:00:00,21.45,72.175,29.93925,83,84.75,0,0,4.58434629076705,1
"2707",2015-09-27 20:00:00,20.775,71.45,29.9545,84.25,84.5,0,0,4.14627638565071,1
"2708",2015-09-27 21:00:00,16.35,70.725,29.964,86.75,84.5,0,0,3.40230573833539,1
"2709",2015-09-27 22:00:00,13.4,70.25,29.9655,89,84,0,0,2.77988980975335,1
"2710",2015-09-27 23:00:00,12.325,69.475,29.964,91,82.75,0,0,2.21647356952115,1
"2711",2015-09-28 00:00:00,10.575,68.05,29.95375,92.75,88.5,0,0,1.69997678261898,1
"2712",2015-09-28 01:00:00,3.625,66.175,29.94475,94,88,0,0,1.31779859497233,1
"2713",2015-09-28 02:00:00,1.4,64.85,29.944,94.75,88,0,0,1.10155379920716,1
"2714",2015-09-28 03:00:00,1.4,64.2666666666667,29.937,96,88,0,0,0.82199887113016,1
"2715",2015-09-28 04:00:00,0.05,64.35,29.9395,96,88,0,0,0.824399083581963,1
"2716",2015-09-28 05:00:00,0.7,65.05,29.9475,97,88,0,0,0.633576786569181,1
"2717",2015-09-28 06:00:00,0.35,65.25,29.952,97,88,0,0,0.638003956325162,1
"2718",2015-09-28 08:00:00,0.2,66.4666666666667,29.979,97,88,0,0,0.665542369264919,1
"2719",2015-09-28 09:00:00,2.5,68.475,29.979,95.75,88,0,0,1.02353553623174,1
"2720",2015-09-28 10:00:00,20.4,72.8,29.9775,84.75,88,0.25,0,4.24845788011911,1
"2721",2015-09-28 11:00:00,28.6,75.55,29.969,77.25,89.5,0.5,0,6.87250571784824,1
"2722",2015-09-28 12:00:00,33.025,77.8,29.9515,73,91.75,1,0,8.79375268447302,1
"2723",2015-09-28 13:00:00,40.575,81.125,29.9295,63.5,83.25,0.5,0,13.2933297937123,1
"2724",2015-09-28 14:00:00,45.425,81.9,29.904,57.75,95,1.5,0,15.7180372576039,1
