"","Rdate","Ozone","Temp","Pressure","RH","WindDir","WindSpeed.mph.","Rainfall","VPD","site"
"38",2015-04-21 09:00:00,31.5,49.8,29.834,55.75,111.5,1.75,0,5.40874642420891,1
"39",2015-04-21 10:00:00,35.3,55.275,29.832,45.25,144.25,2.25,0,8.19568777842356,1
"40",2015-04-21 11:00:00,39.75,58.8,29.82925,39.5,142.75,2.25,0,10.2626344395422,1
"41",2015-04-21 12:00:00,41.4,60.8,29.82325,35.5,181.25,2.5,0,11.7362181584974,1
"42",2015-04-21 13:00:00,43.025,62.85,29.8045,33.5,129.75,2,0,13.0066653540834,1
"43",2015-04-21 14:00:00,44.675,64.55,29.79175,32.5,146.25,2.75,0,14.0109365745735,1
"44",2015-04-21 15:00:00,44.8,64.8,29.7835,32.5,160,3,0,14.1344591303219,1
"45",2015-04-21 16:00:00,44.725,66.55,29.7585,33,101,3.5,0,14.9116104702922,1
"46",2015-04-21 17:00:00,45.75,67.525,29.736,30.75,120.25,2.75,0,15.9360442556553,1
"47",2015-04-21 18:00:00,46.15,67.3,29.72025,32.25,121.25,2,0,15.4681949782176,1
"48",2015-04-21 19:00:00,45.75,66.4,29.71325,32.25,167.25,1.75,0,14.9980882509099,1
"49",2015-04-21 20:00:00,44.8,64.9,29.7175,33.5,120,1,0,13.97370978517,1
"50",2015-04-21 21:00:00,38.975,59.025,29.7125,45,105,0,0,9.43898264437549,1
"51",2015-04-21 22:00:00,37.15,56.875,29.722,57.5,86.75,0.5,0,6.7206950675311,1
"52",2015-04-21 23:00:00,42.15,55.8,29.722,68.5,92.75,0.75,0,4.79016710261056,1
"53",2015-04-22 00:00:00,44.575,55.025,29.7305,72.5,112,1,0,4.06630812850634,1
"54",2015-04-22 01:00:00,39.25,54.025,29.7735,53.25,184.25,1,0,6.64863712705266,1
"55",2015-04-22 02:00:00,36.975,50.8,29.79175,55,302.75,0.75,0,5.71522686776857,1
"56",2015-04-22 03:00:00,31.8,47.2,29.79675,64.5,201,0,0,3.93374153447567,1
"57",2015-04-22 04:00:00,25.8,45.75,29.8205,72.5,74,0,0,2.88268636557487,1
"58",2015-04-22 05:00:00,21.1,44.3,29.83725,77.75,76.5,0,0,2.20862482107225,1
"59",2015-04-22 06:00:00,31.4,46.5,29.86,71.25,103,0,0,3.09951482862965,1
"61",2015-04-22 08:00:00,29.025,44.7,29.9265,64.25,238,0.25,0,3.59724640683223,1
"62",2015-04-22 09:00:00,31.9,44.9,29.9433333333333,56,142.333333333333,0.666666666666667,0,4.45930712475906,1
"63",2015-04-23 10:00:00,39.1,53.25,30.1105,29.5,316,1,0,9.76723214543617,1
"64",2015-04-23 11:00:00,40.15,55.125,30.11625,26.75,284.75,1,0,10.8705798721138,1
"65",2015-04-23 12:00:00,43.5,57.65,30.1215,25.75,104.25,0.75,0,12.0697859640332,1
"66",2015-04-23 13:00:00,45.05,60.625,30.1,24.75,161,1.25,0,13.6171810236637,1
"67",2015-04-23 14:00:00,46.175,63.2,30.079,25,224,1.5,0,14.8511123828582,1
"68",2015-04-23 15:00:00,49.125,64,30.0635,24,208,1.5,0,15.4730243431434,1
"69",2015-04-23 16:00:00,50.65,65.35,30.05475,25.25,149.5,1.25,0,15.9523708135354,1
"70",2015-04-23 17:00:00,51.425,64.825,30.04725,26,190,1.25,0,15.5061206352746,1
"71",2015-04-23 18:00:00,51.825,63.975,30.0375,27.25,154.5,0.75,0,14.7998606106142,1
"72",2015-04-23 19:00:00,51.575,63.55,30.01775,27.75,132.25,0,0,14.4830965949219,1
"73",2015-04-23 20:00:00,48.8,60.2,30.00275,32.5,119.25,0,0,12.0429769649477,1
"74",2015-04-23 21:00:00,41.8,55.325,30.0065,40.5,119,0,0,8.89370906838064,1
"75",2015-04-23 22:00:00,33.525,51.85,30.02575,49.75,119,0,0,6.6320784114117,1
"76",2015-04-23 23:00:00,23.175,49.2,30.02225,60.5,115.75,0,0,4.71620576345759,1
"77",2015-04-24 00:00:00,12.425,47.625,30.0305,63.75,105.5,0,0,4.08250723927735,1
"78",2015-04-24 01:00:00,7.575,46.075,30.0395,71.75,105.75,0,0,2.99471174899502,1
"79",2015-04-24 02:00:00,11.65,45.05,30.03875,75.75,106,0,0,2.47431238674872,1
"80",2015-04-24 03:00:00,11.75,43.7,30.02825,78.5,106,0,0,2.08341454700481,1
"81",2015-04-24 04:00:00,10.375,42.85,30.023,81.25,106,0,0,1.75741336321465,1
"82",2015-04-24 05:00:00,9.35,42.7,30.02225,82,106,0,0,1.6773647314384,1
"83",2015-04-24 06:00:00,9.7,43.25,30.022,82.5,106,0,0,1.66508442092037,1
"85",2015-04-24 08:00:00,10.4,48.4,30.0235,67,96,0,0,3.82040830312932,1
"86",2015-04-24 09:00:00,29.8,52.05,30.02925,55,74,1.25,0,5.97013366517322,1
"87",2015-04-24 10:00:00,30.9,53.425,30.00475,51.75,49.75,1.5,0,6.7316078521974,1
"88",2015-04-24 11:00:00,37.175,55.75,29.985,45.75,60,2.5,0,8.23906842815309,1
"89",2015-04-24 12:00:00,39.725,58.6,29.97125,42.25,67.5,2.5,0,9.72296378685486,1
"90",2015-04-24 13:00:00,40.85,61.125,29.9295,42,47.5,3,0,10.6785193986274,1
"91",2015-04-24 14:00:00,44.7,62,29.90475,38.75,87.5,3.75,0,11.6260172183749,1
"92",2015-04-24 15:00:00,47.8,64.1,29.873,37.5,63,4.5,0,12.7724969427403,1
"93",2015-04-24 16:00:00,48.175,64.15,29.83825,38.5,58.75,3.5,0,12.589458689797,1
"94",2015-04-24 17:00:00,48.25,62.825,29.80975,42.75,58.25,4,0,11.1944920408966,1
"95",2015-04-24 18:00:00,47.05,60.7,29.791,50.5,69.5,2.5,0,8.9939167673528,1
"96",2015-04-24 19:00:00,47.7,58.7,29.76925,61.25,71.5,3.75,0,6.54648847889663,1
"97",2015-04-24 20:00:00,47.1,57.275,29.7505,66.5,82.5,3.25,0,5.37275709472949,1
"98",2015-04-24 21:00:00,46.325,56.025,29.75475,68.75,81.5,2,0,4.79002795287142,1
"99",2015-04-24 22:00:00,44.275,55.225,29.7455,70.75,84.25,1.5,0,4.35495034646723,1
"100",2015-04-24 23:00:00,42.675,54.75,29.72175,72,62.25,1.5,0,4.09767489845293,1
"101",2015-04-25 00:00:00,38.55,54.3,29.69925,74.75,69.25,0.75,0,3.63480187033946,1
"102",2015-04-25 01:00:00,36.75,54,29.6915,77.25,59.75,0.25,0,3.23926337526937,1
"103",2015-04-25 02:00:00,33.4,53.7,29.67175,79.5,52,0,0,2.88668237576486,1
"104",2015-04-25 03:00:00,32.075,54.125,29.64475,81.5,63.25,0.25,0,2.6455634740754,1
"105",2015-04-25 04:00:00,31.575,54.225,29.608,84.5,60.5,0.75,0,2.22471854582751,1
"110",2015-04-25 09:00:00,23.175,55.675,29.5085,97,59.75,1.5,0.02,0.454012720209896,1
"111",2015-04-25 10:00:00,21.175,56.85,29.51425,96.5,68.75,1.25,0.02,0.553550952883971,1
"112",2015-04-28 14:00:00,52.32,67.88,30.0024,38,265.8,1.8,0,14.4502265376704,1
"113",2015-04-28 15:00:00,53.325,68.675,29.97325,36.25,232.75,2,0,15.263627995256,1
"114",2015-04-28 16:00:00,54.275,69.225,29.959,34.5,255,2,0,15.9820938281311,1
"115",2015-04-28 17:00:00,54.55,67.975,29.94425,35.25,261.25,1.25,0,15.1312270760929,1
"116",2015-04-28 18:00:00,54.975,67.25,29.93175,35.5,212,0.75,0,14.7052528863947,1
"117",2015-04-28 19:00:00,51.325,64.85,29.9295,41.75,296.25,0,0,12.2522258682883,1
"118",2015-04-28 20:00:00,43.525,59.65,29.933,51.75,296,0,0,8.45382266528898,1
"119",2015-04-28 21:00:00,34.225,55.55,29.93925,61,296,0,0,5.88797175930808,1
"120",2015-04-28 22:00:00,28.2,53.225,29.9405,67.25,296,0,0,4.54050512843127,1
"121",2015-04-28 23:00:00,17.9,51.05,29.93275,74.5,296,0,0,3.26172087021551,1
"122",2015-04-29 00:00:00,6.175,49.5,29.92825,79.25,296,0,0,2.50462117897556,1
"124",2015-04-29 02:00:00,0.525,46.225,29.9025,87.5,296,0,0,1.33302812777426,1
"128",2015-04-29 06:00:00,0.35,42.6,29.905,93.75,296,0,0,0.58005674356778,1
"129",2015-04-29 07:00:00,1.375,46.15,29.912,95.25,296,0,0,0.508457406372353,1
"130",2015-04-29 08:00:00,6.3,54.075,29.9145,79,275.25,0,0,3.13330520262765,1
"131",2015-04-29 09:00:00,34.525,63.25,29.9165,52.25,241.75,0.5,0,9.59501562546934,1
"132",2015-04-29 10:00:00,45.25,66.45,29.91325,41.25,294,1,0,13.0294719009176,1
"133",2015-04-29 11:00:00,47.775,68.95,29.902,35.5,231,1,0,15.5914844942806,1
"134",2015-04-29 12:00:00,52.25,70.975,29.87925,33,258,1.5,0,17.361555846775,1
"135",2015-04-29 13:00:00,55.35,73.225,29.85625,29.25,182.25,1.5,0,19.7720322507159,1
"136",2015-04-29 14:00:00,55.675,72.1,29.847,31.75,212,1.5,0,18.3752163100226,1
"137",2015-04-29 15:00:00,55.1,70.95,29.82975,32.5,210,0.5,0,17.4693600609641,1
"138",2015-04-29 16:00:00,56.75,71,29.8165,32.5,165.5,1,0,17.4914483369551,1
"139",2015-04-29 17:00:00,55.975,70.275,29.81525,35,285.5,0,0,16.4346794430496,1
"140",2015-04-29 18:00:00,56.325,70.15,29.80975,34.5,126.5,0.5,0,16.4929655155569,1
"141",2015-04-29 19:00:00,55.35,68.15,29.81,38,252,0,0,14.5875389497946,1
"142",2015-04-30 08:00:00,31.6333333333333,57.1666666666667,29.881,63.6666666666667,230.333333333333,1.33333333333333,0,5.80667997435096,1
"143",2015-04-30 09:00:00,36.075,59.5,29.8905,60.75,275.75,1,0,6.83047204416968,1
"144",2015-04-30 10:00:00,39.85,62.55,29.89925,54.25,286.5,1.75,0,8.88183979789393,1
"145",2015-04-30 11:00:00,44,65.575,29.90725,38.25,227.25,2.25,0,13.2942925385935,1
"146",2015-04-30 12:00:00,45.775,67.65,29.90675,30,237.75,2.5,0,16.1773156847486,1
"147",2015-04-30 13:00:00,48.2,69.525,29.89625,29,234,2,0,17.4956429350503,1
"148",2015-04-30 14:00:00,50.275,70.025,29.895,29,235.25,2,0,17.7973225559571,1
"149",2015-04-30 15:00:00,52.025,70.7,29.89025,26.75,258.25,1.75,0,18.7943319093734,1
"150",2015-04-30 16:00:00,51.55,69.775,29.89425,27.25,226,2,0,18.0842245235202,1
"151",2015-04-30 17:00:00,50.25,68.025,29.9005,28.25,251.75,2,0,16.7985764627031,1
"152",2015-04-30 18:00:00,49.125,66.15,29.925,30.5,236.75,2,0,15.2562663316422,1
"153",2015-04-30 19:00:00,46.85,63.2,29.9485,33.75,286.25,1.25,0,13.1321715342486,1
"154",2015-04-30 20:00:00,43.15,60.15,29.983,37.75,294.25,1,0,11.0702221641686,1
"155",2015-04-30 21:00:00,40.2,57.85,30.01525,41.25,301,0.25,0,9.62110634860935,1
"156",2015-04-30 22:00:00,38.125,55.35,30.037,45.25,274,0,0,8.21586577511506,1
"157",2015-04-30 23:00:00,32.475,51.625,30.041,55,274,0,0,5.88045551581035,1
"158",2015-05-01 00:00:00,26.925,48.65,30.05175,63.75,274,0,0,4.24678671399455,1
"159",2015-05-01 01:00:00,23.825,47.4,30.059,65.5,274,0,0,3.85372796930344,1
"160",2015-05-01 02:00:00,22.1,46.725,30.06325,68.25,274,0,0,3.46728801233842,1
"161",2015-05-01 03:00:00,17,43.775,30.0695,76.25,274,0,0,2.31042661680707,1
"162",2015-05-01 04:00:00,14.25,42.15,30.07825,80.25,274,0,0,1.80354512438793,1
"163",2015-05-01 05:00:00,12.55,40.45,30.098,84,274,0,0,1.36835534192452,1
"164",2015-05-01 06:00:00,8.925,39.95,30.11975,86.25,274,0,0,1.15158807774572,1
"165",2015-05-01 07:00:00,8.6,44.275,30.1445,81,212,0,0,1.96147941007979,1
"166",2015-05-01 08:00:00,21.15,51.85,30.155,60.5,48.5,0,0,5.1992560989871,1
"167",2015-05-01 09:00:00,27.1,53,30.1605,55,186.5,0.5,0,6.17602390907146,1
"170",2015-05-01 12:00:00,38.45,62.4,30.1515,37.25,160.5,1.5,0,12.0976164974981,1
"171",2015-05-01 13:00:00,42.25,67.25,30.132,34.5,216,1.5,0,14.9249389966999,1
"172",2015-05-01 14:00:00,45.2666666666667,69.1333333333333,30.1236666666667,34,87.3333333333333,0.666666666666667,0,16.0399860254842,1
"173",2015-05-01 15:00:00,51.5666666666667,71.7666666666667,30.0923333333333,29,163,1,0,18.8849217925954,1
"174",2015-05-01 16:00:00,53.175,70.625,30.07,29.75,151.75,0.5,0,17.982777507411,1
"175",2015-05-01 17:00:00,53,68.3,30.0625,32.5,137,0.5,0,15.9514801372835,1
"176",2015-05-01 18:00:00,51.025,67.875,30.05975,34.25,93.5,0.25,0,15.3191160158157,1
"177",2015-05-01 19:00:00,47.325,64.15,30.06475,41,88,0,0,12.1464404061145,1
"178",2015-05-01 20:00:00,37.375,58.875,30.076,53.5,88,0,0,7.91695638785386,1
"179",2015-05-01 21:00:00,30.7,55.725,30.086,61.25,88,0,0,5.89056427798685,1
"180",2015-05-01 22:00:00,25.225,53.225,30.08725,68.75,88,0,0,4.3288224440151,1
"181",2015-05-01 23:00:00,21.45,51.425,30.08575,74.25,88,0,0,3.34089285546715,1
"182",2015-05-02 00:00:00,17.75,49.9,30.08575,79.25,88,0,0,2.54091891810943,1
"183",2015-05-02 01:00:00,12.8,50.075,30.08375,80.75,88,0,0,2.37410532170939,1
"184",2015-05-02 02:00:00,14.9,51.525,30.08275,79,88,0,0,2.72889930820383,1
"185",2015-05-02 03:00:00,13.475,51.025,30.086,81.5,88,0,0,2.36184053721269,1
"186",2015-05-02 04:00:00,14.75,50.55,30.0835,82.5,88,0,0,2.19466037037552,1
"187",2015-05-02 05:00:00,14.2,49.975,30.07575,83,88,0,0,2.08631071661218,1
"188",2015-05-02 06:00:00,11.025,50.25,30.083,84.25,88,0,0,1.95267516989363,1
"189",2015-05-02 07:00:00,14.15,52.575,30.09825,81,88,0,0,2.5942775270399,1
"190",2015-05-02 08:00:00,31.575,59.475,30.1035,58.75,78.75,0.25,0,7.24580051775303,1
"191",2015-05-02 09:00:00,44.375,64.075,30.093,48.25,77,1.5,0,10.5723236226596,1
"192",2015-05-02 10:00:00,44.35,66.7,30.0815,45,85,1.5,0,12.3674964643073,1
"193",2015-05-02 11:00:00,49.625,71.025,30.0635,40,76.75,1.75,0,15.5953969292415,1
"194",2015-05-02 12:00:00,52.9,74.2,30.041,35,71.25,1.5,0,18.7805163717736,1
"195",2015-05-02 13:00:00,54.275,76.725,30.01525,32.25,101.75,2,0,21.2816737072029,1
"196",2015-05-02 14:00:00,57.65,78.05,29.9875,28.5,103,2,0,23.4631099078012,1
"197",2015-05-02 15:00:00,58.025,78.375,29.97125,28.25,81.5,1,0,23.7849109066379,1
"198",2015-05-02 16:00:00,58.95,78.75,29.9505,28,96.5,1,0,24.1627803811799,1
"199",2015-05-02 17:00:00,59,78.15,29.9415,28.75,76.75,0.25,0,23.452943806209,1
"200",2015-05-02 18:00:00,57.675,76.425,29.9355,29.75,76.5,0.75,0,21.8506927954774,1
"201",2015-05-02 19:00:00,52.375,74,29.93325,35.75,77,0,0,18.4366221699598,1
"202",2015-05-02 20:00:00,44.925,70.575,29.94475,40,77,0,0,15.3393120955078,1
"203",2015-05-02 21:00:00,39.625,68.7,29.9535,44.5,73.25,0,0,13.3041666470399,1
"204",2015-05-02 22:00:00,41.1,67.15,29.957,48,72.5,0,0,11.8118418631583,1
"205",2015-05-02 23:00:00,40.075,66.25,29.9515,49.25,79.5,0,0,11.1748693884486,1
"206",2015-05-03 00:00:00,39.65,66.1,29.955,49,86.5,0.5,0,11.1711333623179,1
"207",2015-05-03 01:00:00,42.325,64.95,29.954,51.5,82.25,0,0,10.2092700922479,1
"208",2015-05-03 02:00:00,39.025,63.9,29.953,54,78.25,0,0,9.33381477375197,1
"209",2015-05-03 03:00:00,42.25,63.1,29.952,54.75,85.25,0,0,8.92757008650165,1
"210",2015-05-03 04:00:00,44.05,61.45,29.951,57.5,80,0,0,7.91496036522871,1
"211",2015-05-03 05:00:00,41.45,59.4,29.9495,62.25,77,0,0,6.5386380119172,1
"212",2015-05-03 06:00:00,37.925,58.725,29.95625,64,77,0,0,6.08162905576626,1
"213",2015-05-03 07:00:00,40,61.9,29.97325,61.25,76.5,0,0,7.35598400112196,1
"214",2015-05-03 08:00:00,46.025,65.75,29.98525,54.75,76.25,1,0,9.81190011088974,1
"215",2015-05-03 09:00:00,49.725,70.35,29.98025,50.75,74.75,1.25,0,12.5134545977353,1
"216",2015-05-03 10:00:00,52.25,74.75,29.973,46.75,93.25,1.75,0,15.6600476488362,1
"217",2015-05-03 11:00:00,53.775,77.125,29.962,43.5,93,2,0,17.9843132250944,1
"218",2015-05-03 12:00:00,55.775,79.1,29.9485,39.75,59.5,3,0,20.4737162599035,1
"219",2015-05-03 13:00:00,57.075,81.325,29.92825,37.5,56.25,3,0,22.8260175707242,1
"220",2015-05-03 14:00:00,57.575,82.675,29.9145,33.25,57,3.25,0,25.4679262315216,1
"221",2015-05-03 15:00:00,56.55,82.95,29.904,32.5,69.5,3,0,25.9810940031763,1
"222",2015-05-03 16:00:00,56.775,82.45,29.89425,32.25,83.75,2.75,0,25.6645683939702,1
"223",2015-05-03 17:00:00,56.35,80.575,29.88425,34.5,75,2.25,0,23.3450634981732,1
"224",2015-05-03 18:00:00,53.55,79.225,29.883,37.25,72.5,2,0,21.4040649218003,1
"225",2015-05-03 19:00:00,50.25,77.1,29.896,40.75,75.75,1,0,18.8475953650113,1
"226",2015-05-03 20:00:00,47.875,75.425,29.90475,45,83.25,2,0,16.5466971539706,1
"227",2015-05-03 21:00:00,46.7,73.75,29.9205,48.25,87.75,1.25,0,14.7192671448639,1
"228",2015-05-03 22:00:00,50.2,72.675,29.91375,50.5,86.25,2,0,13.5766512601064,1
"229",2015-05-03 23:00:00,51.1,70.85,29.92025,54.5,72.25,0.5,0,11.74929102374,1
"230",2015-05-04 00:00:00,48.325,68.925,29.9495,60,84,0,0,9.66010732201632,1
"231",2015-05-04 01:00:00,49.925,68.975,29.958,61.5,86.5,0,0,9.31196459603007,1
"232",2015-05-04 02:00:00,48.875,68.4,29.948,63.5,87.5,0,0,8.67340488567287,1
"233",2015-05-04 03:00:00,38.775,65.175,29.94825,70.75,91,0,0,6.21207268234241,1
"234",2015-05-04 04:00:00,34.525,64.225,29.96475,75.75,91,0,0,4.98109028303814,1
"235",2015-05-04 05:00:00,29.725,63.4,29.993,83.25,91,0,0.0025,3.34524197440598,1
"236",2015-05-04 06:00:00,23.075,62.15,30.02075,90.75,91,0,0.01,1.76497005460597,1
"237",2015-05-04 07:00:00,13.475,62.425,30.045,91.75,91,0,0.015,1.58889310028021,1
"238",2015-05-04 08:00:00,17.375,64.475,30.0565,89.75,90.75,0,0.02,2.14774181006613,1
"239",2015-05-04 09:00:00,28.725,69.4,30.06925,78,84.75,0.5,0.02,5.43364554473289,1
"240",2015-05-04 10:00:00,43.2,73.7,30.06175,68,79.25,1.75,0.02,9.14075557702662,1
"241",2015-05-04 11:00:00,49.4,77.675,30.062,56.5,75.25,2.5,0.02,14.1198702925194,1
"242",2015-05-04 12:00:00,51.675,80.8,30.06175,46.25,100,2,0.02,19.309193802878,1
"243",2015-05-04 13:00:00,52.05,82.65,30.04925,44.5,110.75,1.75,0.02,21.1615457529512,1
"244",2015-05-04 14:00:00,52.25,83.1,30.03475,40.5,83.5,2.25,0.02,23.0102491505362,1
"245",2015-05-04 15:00:00,51.175,83.8,30.01875,41.75,82.25,2.25,0.02,23.0411296858634,1
"246",2015-05-04 16:00:00,54.7,83.675,30.0045,41.25,101.25,2.25,0.02,23.1477168842163,1
"247",2015-05-04 17:00:00,57.875,83.175,29.99325,42.5,80.25,2.75,0.02,22.2914690576239,1
"248",2015-05-04 18:00:00,55.15,82.275,29.9815,42.5,89.75,2,0.02,21.6572920538947,1
"249",2015-05-04 19:00:00,51.2666666666667,79.9,29.9826666666667,45.6666666666667,71,1,0.02,18.9541447748277,1
"250",2015-05-04 20:00:00,41.1333333333333,76.3,30.0136666666667,51,80.3333333333333,0,0.02,15.1768075668448,1
"251",2015-05-04 21:00:00,38.975,74.25,30.04025,54,80,0,0.02,13.3079342380129,1
"252",2015-05-04 22:00:00,41.65,73,30.055,56,75.25,0.75,0.02,12.1998374235416,1
"253",2015-05-04 23:00:00,41.925,71.7,30.06025,58.5,80.5,0.5,0.02,11.0185183989771,1
"254",2015-05-05 00:00:00,44.725,70.15,30.076,61.25,76,0,0,9.75635096566408,1
"255",2015-05-05 01:00:00,45.95,68.725,30.0875,64.75,81.75,0,0,8.45724284648822,1
"256",2015-05-05 02:00:00,46.875,68,30.092,66.25,78,0,0,7.89439113529776,1
"257",2015-05-05 03:00:00,46.7,67.1,30.08125,67.75,80.75,0,0,7.3209507173577,1
"258",2015-05-05 04:00:00,41.1,65.25,30.08575,72.5,78,0,0,5.85130913785836,1
"259",2015-05-05 05:00:00,34.525,62.475,30.08925,79,79,0,0,4.06727836020854,1
"260",2015-05-05 06:00:00,26.575,60.375,30.111,85.25,79,0,0,2.64334533911214,1
"261",2015-05-05 07:00:00,19.175,63.425,30.126,81.25,79,0,0,3.81680887101743,1
"262",2015-05-05 08:00:00,31.8,68.45,30.139,69.5,87,0,0,7.24975906752682,1
"263",2015-05-05 09:00:00,41.425,72.3,30.1415,64,84.5,0.25,0,9.76354667927661,1
"264",2015-05-05 10:00:00,55.3,77.75,30.135,51,76.25,1,0,15.9628211735061,1
"265",2015-05-05 11:00:00,58.8,80.05,30.12625,47.5,83.25,1.25,0,18.3926112120884,1
"266",2015-05-05 12:00:00,57.4,81.85,30.109,45,74.25,1.75,0,20.4558891311116,1
"267",2015-05-05 13:00:00,56.7,82.325,30.091,44.5,94.5,2.25,0,20.9553194488555,1
"268",2015-05-05 14:00:00,54.5,81.2,30.088,42.5,102.5,2,0,20.9132066358978,1
"269",2015-05-05 15:00:00,48.725,78.775,30.0785,51.75,86.75,2.25,0,16.211623566955,1
"270",2015-05-05 16:00:00,49.675,77.675,30.0595,51,96.5,2,0,15.8764962537883,1
"271",2015-05-05 17:00:00,47.45,78.35,30.046,49,92.5,0,0,16.8961560034423,1
"272",2015-05-05 18:00:00,49,79.3,30.041,47,93,0,0,18.1150990039569,1
"273",2015-05-05 19:00:00,46.4,77.5333333333333,30.0393333333333,52.3333333333333,91,0,0,15.38351020682,1
"274",2015-05-05 20:00:00,40.475,74.75,30.05925,60.5,74.25,0,0,11.6189094357055,1
"275",2015-05-05 21:00:00,40.9,73.225,30.074,63.25,68,0,0,10.2769957228785,1
"276",2015-05-05 22:00:00,37.3,70.725,30.08,68.25,60,0,0,8.1548204867103,1
"277",2015-05-05 23:00:00,36.5,70,30.082,70,65,0,0,7.51417346079619,1
"278",2015-05-06 00:00:00,35.5,68.5,30.083,73,81,0,0,6.4245323455498,1
"279",2015-05-06 01:00:00,32.2,66,30.0685,78.5,81,0,0,4.69392645902083,1
"280",2015-05-06 02:00:00,25.525,64.425,30.05725,81,81,0,0,3.92658957387568,1
"281",2015-05-06 03:00:00,19.775,63.3,30.05425,83.25,81,0,0,3.33028591139966,1
"282",2015-05-06 04:00:00,25.3,62.75,30.05275,83.25,81,0,0,3.2651919369941,1
"283",2015-05-06 05:00:00,13.4,61.25,30.059,86,81,0,0,2.59345970884181,1
"284",2015-05-06 06:00:00,20.4,61.55,30.079,84.5,81,0,0,2.89641547617828,1
"285",2015-05-06 07:00:00,21.575,64.525,30.08975,78.5,85,0,0,4.49961579911707,1
"286",2015-05-06 08:00:00,35.25,69.325,30.08775,66.5,71.5,1,0,8.2194846017531,1
"287",2015-05-06 09:00:00,42.675,73.475,30.08225,60.5,71.25,1.75,0,11.1519571831311,1
"288",2015-05-06 10:00:00,48.7,76.6,30.079,54.25,66.5,2,0,14.3314931511192,1
"289",2015-05-06 11:00:00,54.725,79.5,30.07025,47.25,63.25,3.5,0,18.1658123539971,1
"290",2015-05-06 12:00:00,56.15,81.75,30.042,40.5,94.5,4.5,0,22.0299409846023,1
"291",2015-05-06 13:00:00,56.875,83.825,30.0255,37,52.25,3.5,0,24.948759871558,1
"292",2015-05-06 14:00:00,60.35,84.525,30.00725,36.25,77.75,3.25,0,25.8112811643551,1
"293",2015-05-06 15:00:00,62.025,84.3,29.987,35.5,79.75,3.75,0,25.9331758109104,1
"294",2015-05-06 16:00:00,61.7,84.175,29.96875,35.25,65.25,3,0,25.9226746619881,1
"295",2015-05-06 17:00:00,63.2,82.675,29.95275,37,72.75,3.25,0,24.035346251119,1
"296",2015-05-06 18:00:00,63.3,81.35,29.94325,38.75,68.75,3,0,22.3806360283883,1
"297",2015-05-06 19:00:00,59.05,79.5,29.942,38,73.5,1.5,0,21.3487446657309,1
"298",2015-05-06 20:00:00,54.8,77.125,29.94775,42.5,75.25,0.75,0,18.3144636725931,1
"299",2015-05-06 21:00:00,53.7,75.05,29.96475,48.5,84,0.25,0,15.3020438417855,1
"300",2015-05-06 22:00:00,48.15,73.825,29.966,52.5,85,0,0,13.5478288557717,1
"301",2015-05-06 23:00:00,43.925,71,29.9735,58.5,85.75,0,0,10.7900361376093,1
"302",2015-05-07 00:00:00,34.5666666666667,67.1333333333333,29.982,67.6666666666667,85.3333333333333,0,0,7.34975967895077,1
"303",2015-05-07 01:00:00,29.3666666666667,65.4333333333333,29.9673333333333,71.6666666666667,86,0,0,6.06663034648309,1
"304",2015-05-07 02:00:00,27.85,64.625,29.964,73.75,85.75,0,0,5.46417154356234,1
"305",2015-05-07 03:00:00,30.675,63.525,29.9625,73.5,85.5,0,0,5.3127861301445,1
"306",2015-05-07 04:00:00,30.4,63.55,29.9555,72,85,0,0,5.61139849706441,1
"307",2015-05-07 05:00:00,24.725,62.275,29.95675,77.75,85,0,0,4.28468579016268,1
"308",2015-05-07 06:00:00,19.175,61.1,29.96,80.25,80,0,0,3.63720680297822,1
"309",2015-05-07 07:00:00,17.0333333333333,64.0333333333333,29.9723333333333,73.3333333333333,70.3333333333333,0,0,5.45003030152565,1
"310",2015-05-07 09:00:00,40.7,73.95,29.9805,59,84,2,0,11.7389311054101,1
"311",2015-05-07 10:00:00,45.075,76.575,29.9845,57.25,81.25,2.5,0,13.3697952336045,1
"312",2015-05-07 11:00:00,49.5,79.875,29.973,53.25,68,2,0,16.287903014706,1
"313",2015-05-07 12:00:00,48.775,80.875,29.95025,51.5,60.75,2.5,0,17.4532216692233,1
"314",2015-05-07 13:00:00,48.85,82.25,29.93025,49.25,83.25,2.5,0,19.0993852087099,1
"315",2015-05-07 14:00:00,47.525,80.075,29.921,59.5,79.5,1.75,0.01,14.6431218623383,1
"316",2015-05-07 15:00:00,41.825,80.925,29.89325,65.5,83.5,0.75,0.04,12.5887767897816,1
"317",2015-05-07 16:00:00,49.5,82.4,29.873,51.25,80.5,3,0.04,18.4360566582057,1
"318",2015-05-07 17:00:00,49.225,80.675,29.87,54,86.75,2.25,0.04,16.4518082196002,1
"319",2015-05-07 18:00:00,44.9,76.75,29.86725,63.5,87,0.75,0.04,11.4839738044774,1
"320",2015-05-07 19:00:00,40.9,76.9,29.86925,64,85.25,0,0.04,11.3695121929382,1
"321",2015-05-07 20:00:00,34.3,76.575,29.876,64.75,84.5,0.25,0.04,11.0136600353555,1
"322",2015-05-07 21:00:00,33.775,75.9,29.89425,64.75,80.25,0,0.04,10.7712013382477,1
"323",2015-05-07 22:00:00,34.25,74.825,29.909,66.25,81.25,0,0.04,9.94920239853721,1
"324",2015-05-07 23:00:00,30.15,73.725,29.9105,69.25,81.25,0,0.04,8.73784988773925,1
