"","Ozone","Temp","Press","RH","WindSpeed","WindDir","Rainfall","Latitude","Longitude","VPD","Site"
"102",26.95,78.275,29.89525,77.5,0.5,57.5,0,38.325623,-90.212738,7.43806584175705,1
"103",24.25,76.95,29.9085,80.25,0,72.5,0,38.325623,-90.212738,6.25141747481823,1
"104",20.35,75.875,29.90925,82.5,0.25,46,0,38.325623,-90.212738,5.34362814289251,1
"105",17.7,75.325,29.9145,83.25,0.75,58.5,0,38.325623,-90.212738,5.02090716701473,1
"106",12.4,74.325,29.91,85.5,0.25,55.25,0,38.325623,-90.212738,4.20439796657528,1
"107",12.1,75.25,29.9075,85.25,0.5,122,0,38.325623,-90.212738,4.417190158771,1
"108",16.4,78.25,29.9255,80.5,1,63.25,0,38.325623,-90.212738,6.45887140659751,1
"109",21.1,80.875,29.9295,75,1.5,56,0,38.325623,-90.212738,9.01205897044211,1
"110",23.375,82.95,29.9315,72,1.75,181.75,0,38.325623,-90.212738,10.7820548284485,1
"111",25.0333333333333,85.3666666666667,29.9303333333333,69.3333333333333,2,142.333333333333,0,38.325623,-90.212738,12.7640816852236,1
"112",22.3,86,29.87625,63,1.5,43.5,0,38.325623,-90.212738,15.7142563582174,1
"113",21,84.225,29.882,67.25,1,52.75,0,38.325623,-90.212738,13.142185031354,1
"114",18.175,82.6,29.908,71.5,0,78.5,0,38.325623,-90.212738,10.8582244556864,1
"115",19.425,81.075,29.926,75,0,98.5,0,38.325623,-90.212738,9.05856235784178,1
"116",20.6,79.6,29.9305,77,0.25,106,0,38.325623,-90.212738,7.94185878650935,1
"117",23.325,78.65,29.92925,78.5,0.5,97,0,38.325623,-90.212738,7.19476983131765,1
"118",24.15,77.675,29.92475,79.75,0.25,93.75,0,38.325623,-90.212738,6.56256350901311,1
"119",23.025,76.5,29.91975,81.25,0,110.75,0,38.325623,-90.212738,5.84777273577572,1
"120",22.5,75.55,29.9155,82,0,101.75,0,38.325623,-90.212738,5.43561393429184,1
"121",17.125,73.775,29.92975,86.5,0,105.5,0,38.325623,-90.212738,3.85487063843377,1
"122",11.35,72.175,29.96175,91.5,0,113,0,38.325623,-90.212738,2.2926854168367,1
"123",9.4,73.6,29.9905,90,0.25,79.25,0,38.325623,-90.212738,2.84927000556978,1
"124",16.7,76.6,30.00325,83.75,1,52.25,0,38.325623,-90.212738,5.08667873587504,1
"125",21.65,79.3,30.00675,79.5,1,119.5,0,38.325623,-90.212738,7.02914118039225,1
"126",25.05,82.675,29.9955,72.25,1.25,120.75,0,38.325623,-90.212738,10.6097236879552,1
"127",26.1,84.6,29.9885,68,1,318,0,38.325623,-90.212738,12.9932144565928,1
"128",23.7,87.1,29.908,60.5,1.5,64.5,0,38.325623,-90.212738,17.36385530236,1
"129",22.275,85.75,29.92225,63,0.75,54.5,0,38.325623,-90.212738,15.586050564647,1
"130",18.65,83.975,29.92625,66.75,0.25,62.75,0,38.325623,-90.212738,13.2303247542164,1
"131",16.65,82.75,29.94175,69.5,0.5,63.75,0,38.325623,-90.212738,11.6645300718109,1
"132",17.725,81.625,29.952,72.25,0.25,66.5,0,38.325623,-90.212738,10.2398351006258,1
"133",15.85,80.325,29.94825,74.75,0,68,0,38.325623,-90.212738,8.92542211856828,1
"134",15.5,79.625,29.93825,75,0,68.25,0,38.325623,-90.212738,8.63635600502986,1
"135",15.725,79.075,29.934,74.75,0,80.75,0,38.325623,-90.212738,8.56634017256714,1
"136",15.925,78.275,29.9305,74.5,0,196,0,38.325623,-90.212738,8.42955211091448,1
"137",14.05,76.725,29.9345,78,0,111,0,38.325623,-90.212738,6.91426130742699,1
"138",13.3,75.3,29.948,81,0,206.5,0,38.325623,-90.212738,5.69384405805653,1
"139",10.175,73.8,29.95925,85,0,206,0,38.325623,-90.212738,4.28022401228752,1
"140",10.125,73.375,29.9715,87,0,205,0,38.325623,-90.212738,3.65203409277975,1
"141",16.475,75.5,29.97725,80.75,0,105.5,0,38.325623,-90.212738,5.81621251345323,1
"142",23.15,78.225,29.97975,76.75,0,102.5,0,38.325623,-90.212738,7.67934243776422,1
"143",29.7,80.125,29.973,75.25,0.25,116.75,0,38.325623,-90.212738,8.70056313367929,1
"144",38.225,83.275,29.965,71.5,0.5,172.75,0,38.325623,-90.212738,11.102852662495,1
"145",46,85.45,29.963,69,0,119.5,0,38.325623,-90.212738,12.9282041719566,1
"146",46.1666666666667,89.4,29.9403333333333,61.6666666666667,1,82.6666666666667,0,38.325623,-90.212738,18.125286436834,1
"147",47.325,91.05,29.9265,60.25,1,97.25,0,38.325623,-90.212738,19.7875577168181,1
"148",47.7,91.2,29.91175,59,0.75,77,0,38.325623,-90.212738,20.5055307626721,1
"149",48.625,91.875,29.895,56.5,0.75,125.5,0,38.325623,-90.212738,22.2185347801435,1
"150",49.275,91.75,29.878,54.25,1,149.25,0,38.325623,-90.212738,23.2787060804755,1
"151",46.4666666666667,90.3666666666667,29.8776666666667,55,0.333333333333333,104,0,38.325623,-90.212738,21.9362361765223,1
"152",43.3,78,29.8965,79.5,0,144,0,38.325623,-90.212738,6.72462161625445,1
"153",43.125,77.05,29.902,76.75,0,173,0,38.325623,-90.212738,7.38709175433223,1
"154",34.7,75.125,29.9105,82.75,0,166,0,38.325623,-90.212738,5.14142184039058,1
"155",23.275,73.975,29.9015,87.75,0,158,0,38.325623,-90.212738,3.51524391415944,1
"156",18.225,73.25,29.901,89.5,0,153,0,38.325623,-90.212738,2.93714902765338,1
"157",13.225,72.375,29.89475,90.75,0,153,0,38.325623,-90.212738,2.51347939712517,1
"158",11.225,71.55,29.89025,92.75,0,153,0,38.325623,-90.212738,1.91473929681996,1
"159",8.575,70.675,29.8785,93.75,0,153,0,38.325623,-90.212738,1.60235248845453,1
"160",7.25,70.15,29.89375,94.5,0,153,0,38.325623,-90.212738,1.38487947594498,1
"161",7.55,70.375,29.9115,94.5,0,153,0,38.325623,-90.212738,1.39564216294604,1
"162",6.275,69.7,29.91575,94.25,0,153,0,38.325623,-90.212738,1.42578918035215,1
"163",6.8,70.675,29.92125,95,0,153,0,38.325623,-90.212738,1.2816900116094,1
"164",15,74.025,29.927,89.75,0,139.5,0,38.325623,-90.212738,2.97850523913242,1
"165",26.325,77.75,29.92925,83.25,0,126.5,0,38.325623,-90.212738,5.45476994635474,1
"166",27.35,79.425,29.93125,81.5,0,124.75,0,38.325623,-90.212738,6.34906072292473,1
"167",43.675,82.375,29.92575,74,0.25,59.25,0,38.325623,-90.212738,9.89668670079692,1
"168",43.825,74.4,29.90625,71,4.5,183.5,0,38.325623,-90.212738,8.75779488318041,1
"169",40.15,71.4,29.95325,82.5,1,105,0.015,38.325623,-90.212738,4.62745036248184,1
"170",32.475,68.75,29.934,93.25,1,52,0.1425,38.325623,-90.212738,1.62221942503028,1
"171",33.75,67.9,29.89225,93.5,1,49,0.24,38.325623,-90.212738,1.51450597923986,1
"172",32.575,67.55,29.85925,93.75,0.25,66.75,0.195,38.325623,-90.212738,1.43967236402808,1
"173",27.65,67.4,29.84125,94,0,73,0,38.325623,-90.212738,1.37466855946615,1
"174",21.475,67.4,29.8245,95,0,88,0,38.325623,-90.212738,1.14556011042806,1
"175",15.1,67.6,29.83325,95.25,0,88,0,38.325623,-90.212738,1.09560756158179,1
"176",9.85,67.25,29.84525,96,0,87.75,0,38.325623,-90.212738,0.91172507876883,1
"177",5.275,66.825,29.8425,96.75,0,88.25,0,38.325623,-90.212738,0.730121937393064,1
"178",2.55,66.95,29.85225,97,0,91.75,0.0075,38.325623,-90.212738,0.676744793395502,1
"179",4.975,67.675,29.8715,97.75,0,93,0.01,38.325623,-90.212738,0.521080988712671,1
"180",6.55,69.025,29.88,97,0,106.5,0.01,38.325623,-90.212738,0.726840328764973,1
"181",6.55,69.875,29.89,96,0,108.75,0.01,38.325623,-90.212738,0.997669434798028,1
"182",16.1,72.275,29.88525,91.25,0.5,130.25,0.01,38.325623,-90.212738,2.41728596042044,1
"183",27.2,76.775,29.88025,81.25,0.5,51.75,0.01,38.325623,-90.212738,5.91153217183938,1
"184",35.375,79,29.87275,76.75,0,94,0.01,38.325623,-90.212738,7.87642092529932,1
"185",43.175,82.15,29.86575,71.75,0.75,224.25,0.01,38.325623,-90.212738,10.6258623696061,1
"186",44.775,81.125,29.84075,79.25,0.5,46,0.03,38.325623,-90.212738,7.56403915419723,1
"187",48,84.8333333333333,29.8243333333333,70,2.33333333333333,34.6666666666667,0.03,38.325623,-90.212738,12.2769794527034,1
"188",46.9333333333333,80.6,29.815,77.3333333333333,0.666666666666667,68.3333333333333,0.03,38.325623,-90.212738,8.08263907002124,1
"189",40.25,83.2,29.7955,69.25,1,106.75,0.03,38.325623,-90.212738,12.0154357861449,1
"190",41.7,83.875,29.78625,64,1.25,53.75,0.03,38.325623,-90.212738,14.2866346917873,1
"191",39.25,81.525,29.77925,67.25,1.75,134.5,0.03,38.325623,-90.212738,12.0379787085148,1
"192",34.725,79.65,29.77,70.25,0,116,0.03,38.325623,-90.212738,10.2978145224663,1
"193",26.2,77.75,29.7785,74.75,0.25,47,0.03,38.325623,-90.212738,8.2111083244857,1
"194",21.85,76,29.80175,79.75,0,64,0.03,38.325623,-90.212738,6.21561331760455,1
"195",16.125,73.875,29.80975,86.25,0,90.5,0.03,38.325623,-90.212738,3.93349481833947,1
"196",12.325,72.975,29.7955,88.25,0,117,0.0225,38.325623,-90.212738,3.2570458412422,1
"197",8.375,71.875,29.8015,90.5,0,117,0,38.325623,-90.212738,2.53846970215387,1
"198",3.75,70.875,29.7895,92.75,0,117,0,38.325623,-90.212738,1.87135179642243,1
"199",6.25,70.675,29.7695,93.75,0,117,0,38.325623,-90.212738,1.60192296461245,1
"200",4.875,70.925,29.7815,93.5,0,117,0,38.325623,-90.212738,1.68049143134386,1
"201",4.775,70.475,29.77775,94,0,116.25,0,38.325623,-90.212738,1.52735089880771,1
"202",3.7,69.9,29.785,94.25,0,116,0,38.325623,-90.212738,1.43576471529868,1
"203",3.9,70.4,29.788,94.25,0,116.5,0,38.325623,-90.212738,1.46684048802202,1
"204",13.6,73.7,29.79825,88.25,0,132.5,0,38.325623,-90.212738,3.35430158552349,1
"205",20.925,76.15,29.81875,83,0,138,0,38.325623,-90.212738,5.24445494650009,1
"206",29.35,77.475,29.82625,79.25,0,135.5,0,38.325623,-90.212738,6.68183186018656,1
"207",37.65,79.825,29.82575,73.75,0,105.25,0,38.325623,-90.212738,9.13647900214516,1
"208",43.9333333333333,81.9666666666667,29.8326666666667,69,0.666666666666667,74.3333333333333,0,38.325623,-90.212738,11.5593502369262,1
"209",29.925,81.375,29.7905,76.5,1.25,31.5,0.01,38.325623,-90.212738,8.61397480494551,1
"210",26.75,80.525,29.781,77.5,0.75,53.25,0.01,38.325623,-90.212738,8.02701625973971,1
"211",25.525,80.5,29.7635,73.5,0.5,66.75,0.01,38.325623,-90.212738,9.44871177928852,1
"212",19.1,77.25,29.7685,84.75,0.25,73.25,0.01,38.325623,-90.212738,4.88433629071805,1
"213",20.875,76.275,29.78075,88.5,0.5,58,0.01,38.325623,-90.212738,3.55740340908283,1
"214",17.625,75.6,29.79275,88.5,0,75,0.0125,38.325623,-90.212738,3.47907163411074,1
"215",10.125,74.7,29.80825,93,0,75,0.02,38.325623,-90.212738,2.05722845967839,1
"216",7.8,74.375,29.815,95,0,75,0.02,38.325623,-90.212738,1.45181106223899,1
"217",8.6,73.8,29.8115,95,0,75,0.015,38.325623,-90.212738,1.42413414988458,1
"218",10.525,72.95,29.8095,95,0,66.5,0,38.325623,-90.212738,1.38402574606635,1
"219",10.725,72.775,29.80625,95,0,78.25,0.0025,38.325623,-90.212738,1.37586503382309,1
"220",18.45,71.9,29.8145,95.5,0,120,0.085,38.325623,-90.212738,1.20318079852096,1
"221",20.225,71.45,29.80525,96.5,0,155.5,0.1375,38.325623,-90.212738,0.921391440814087,1
"222",19.025,70.975,29.814,97,0,176,0.14,38.325623,-90.212738,0.776764285466668,1
"223",17.45,70.9,29.82525,97,0,176,0.14,38.325623,-90.212738,0.774791719045605,1
"224",16.1,70.85,29.83525,97.25,0,176,0.14,38.325623,-90.212738,0.708688987915901,1
"225",15.375,71.825,29.84625,97.25,0,174,0.14,38.325623,-90.212738,0.734083549230726,1
"226",19.8,73.125,29.8515,93.25,0,173.5,0.14,38.325623,-90.212738,1.89178910652607,1
"227",23.775,74.85,29.858,88.5,0,173.25,0.14,38.325623,-90.212738,3.39440932514126,1
"228",29.275,76.85,29.86225,84,0.5,164.5,0.14,38.325623,-90.212738,5.05469406669908,1
"229",37.925,80.475,29.85925,75,0.75,153.75,0.14,38.325623,-90.212738,8.94221771937615,1
"230",43.3,82.65,29.8435,53,1,169.5,0.14,38.325623,-90.212738,17.9217424474027,1
"231",41.875,81.825,29.8455,52.5,1,158,0.14,38.325623,-90.212738,17.631953824567,1
"232",38.65,79.975,29.85625,54.25,0.25,153.25,0.14,38.325623,-90.212738,16.0151855096532,1
"233",32.425,75.625,29.8695,66.5,0,143,0.14,38.325623,-90.212738,10.1792072973495,1
"234",27.575,72.875,29.90025,74,0,143,0.14,38.325623,-90.212738,7.18531391030057,1
"235",18.825,71.475,29.914,79.75,0,143,0.14,38.325623,-90.212738,5.33948501140953,1
"236",12.675,70.3,29.914,84.25,0,143,0.105,38.325623,-90.212738,3.98624847679846,1
"237",9.375,69.5,29.91225,86.5,0,143,0,38.325623,-90.212738,3.32681714934562,1
"238",6.425,68.75,29.91625,89.5,0,143,0,38.325623,-90.212738,2.52038436448086,1
"239",7.875,68.3,29.9115,90.25,0,143,0,38.325623,-90.212738,2.30497545790773,1
"240",10.6,67.625,29.9135,91.5,0,143,0,38.325623,-90.212738,1.96250882737446,1
"241",5.125,66.65,29.92475,93,0,143,0,38.325623,-90.212738,1.56459954641745,1
"242",6.925,66.225,29.9495,95,0,141.75,0,38.325623,-90.212738,1.09996025543998,1
"243",5.625,67.075,29.964,94.5,0,141,0,38.325623,-90.212738,1.2504474161117,1
"244",9.825,70.775,29.97,86.5,0,167.75,0,38.325623,-90.212738,3.4997670409698,1
"245",17.675,74.175,29.9805,79.75,0,150.5,0,38.325623,-90.212738,5.86672210581849,1
"246",28.1,78.125,29.98075,71.25,0,118,0,38.325623,-90.212738,9.50831716551648,1
"247",40,81.1,29.9815,62.5,0,112.5,0,38.325623,-90.212738,13.6093566134271,1
"248",59.3,88.9,29.955,45,0,155,0,38.325623,-90.212738,25.5885639007854,1
"249",51.95,85.85,29.9215,45,0,84.5,0,38.325623,-90.212738,23.2355659121616,1
"250",47.175,84.475,29.916,48.75,0,70,0,38.325623,-90.212738,20.7212094694929,1
"251",43.05,82.45,29.92275,54,0,90,0,38.325623,-90.212738,17.4516155210661,1
"252",34.1,78.8,29.93025,63,0,90,0,38.325623,-90.212738,12.4793981956959,1
"253",26.2,75.9,29.9505,70,0,90,0,38.325623,-90.212738,9.17118297032945,1
"254",22.95,74.975,29.96375,74.25,0,90,0,38.325623,-90.212738,7.63399661719909,1
"255",21.525,73.35,29.97225,76.5,0,90,0,38.325623,-90.212738,6.59624100003532,1
"256",15.85,72.375,29.96975,79.75,0,108.75,0,38.325623,-90.212738,5.49861389022704,1
"257",10.7,71.7,29.9685,82.25,0,115,0,38.325623,-90.212738,4.71563078540904,1
"258",7.8,70.175,29.95975,86.75,0,115,0,38.325623,-90.212738,3.34111490141329,1
"259",4.875,69.25,29.955,90.25,0,115,0,38.325623,-90.212738,2.38221230136359,1
"260",3.55,68.7,29.959,91.75,0,115,0,38.325623,-90.212738,1.97699614645599,1
"261",0.9,68.625,29.95925,92.75,0,115,0,38.325623,-90.212738,1.73267490477953,1
"262",1.15,69.375,29.9705,93,0,115,0,38.325623,-90.212738,1.71646052685419,1
"263",5.1,72.525,29.9715,90.25,0,115,0,38.325623,-90.212738,2.70308541102687,1
"264",26.9,77.475,29.97025,74.5,0,114.5,0,38.325623,-90.212738,8.27660311578978,1
"265",43.875,80.875,29.972,66.25,0,106.25,0,38.325623,-90.212738,12.1544525974136,1
"266",52.225,83.825,29.96575,60,1,52.25,0,38.325623,-90.212738,15.8574509693021,1
"267",50.775,85.35,29.9535,56.75,1.75,152.5,0,38.325623,-90.212738,17.9774805582358,1
"268",58.45,87.9,29.9345,51,2,180,0,38.325623,-90.212738,22.0942293147337,1
"269",66.25,88.675,29.9175,51.25,2,157,0,38.325623,-90.212738,22.526688343113,1
"270",64.75,89,29.9005,47,1.5,171,0,38.325623,-90.212738,24.7345011777492,1
"271",64.25,88.5,29.87825,49.5,1,98.75,0,38.325623,-90.212738,23.2043125862987,1
"272",56.625,88.25,29.85575,49.75,0.75,63.25,0,38.325623,-90.212738,22.9036697656932,1
"273",55.5,86.225,29.85225,52.5,1,43.5,0,38.325623,-90.212738,20.3155503513081,1
"274",46.4,84.575,29.8545,58.5,1,121.25,0,38.325623,-90.212738,16.8655670755751,1
"275",43.775,79.575,29.869,65.75,0.25,113.75,0,38.325623,-90.212738,11.8117187722749,1
"276",41.1,77.925,29.87725,69.25,0,47.75,0,38.325623,-90.212738,10.0537116410183,1
"277",33.525,76.525,29.9045,76,0,43.25,0,38.325623,-90.212738,7.48816661830974,1
"278",28.2,75.95,29.917,79.5,0.5,58.75,0,38.325623,-90.212738,6.27608629629674,1
"279",26.625,75,29.91975,82.25,0,51.5,0,38.325623,-90.212738,5.26510804773196,1
"280",30.1,73.775,29.91025,84,0,38.5,0,38.325623,-90.212738,4.55599203997107,1
"281",28.625,72.725,29.90075,86.75,0,48.5,0,38.325623,-90.212738,3.64060587076336,1
"282",24.5,72.675,29.89125,87,0,66.5,0,38.325623,-90.212738,3.56522355754202,1
