Wavelength,SLSC SBS1,SLSC SBS2,SLSC SBS3,SLSC SBS4,SLSC SBS5,SLSC SBS6.1,SLSC SBS6.2,SLSC SBS7,SLSC SBS8,SLSC SBT1,SLSC SBT2,SLSC SBT3,SLSC SBT4,SLSC SBT5,SLSC SBT6,SLSC SBT7,SLSC SBT8,SWIC SBS1,SWIC SBS2,SWIC SBS3,SWIC SBS4,SWIC SBS5,SWIC SBT1,SWIC SBT2,SWIC SBT3,SWIC SBT4,SWIC SBT5,SWIC SBT6,,,,,
1915.7,5.119,4.207,4.14,4.11,5.136,4.75,4.103,4.681,4.297,5.187,5.669,5.117,6.629,6.289,7.906,5.913,7.032,5.871,5.298,5.861,4.869,6.036,5.737,4.494,5.744,4.58,5.315,5.432,,,,,
1916.4,5.052,4.33,4.021,4.072,5.258,4.742,4.227,4.742,4.175,5.35,5.714,5.106,6.565,6.261,7.903,5.928,6.907,5.769,5.256,5.962,4.936,5.897,5.705,4.551,5.577,4.551,5.256,5.321,,,,,
1919.2,4.762,4.216,4.018,4.167,5.06,4.762,4.415,4.812,4.464,4.13,5.369,4.897,6.136,6.254,7.493,5.357,6.647,5.467,5.405,5.16,5.098,6.634,5.16,4.361,4.73,4.238,5.283,5.467,,,,,
1922,4.293,3.366,4.098,4.049,4.732,3.902,4.195,4.39,4.585,3.877,5.556,4.919,5.556,6.366,7.118,4.927,6.39,5.009,4.828,5.069,4.828,6.276,5.009,4.768,4.466,3.742,5.009,5.13,,,,,
1924.8,3.957,3.273,4.104,4.104,5.178,3.566,3.81,4.25,4.494,4.229,5.272,5.098,5.794,6.605,7.3,4.934,6.742,5.238,4.464,5.179,4.405,5.833,5.119,5.06,5.298,4.107,4.821,4.881,,,,,
1927.6,4.277,3.556,4.085,3.412,4.901,3.652,3.556,4.037,4.373,4.176,5.435,4.863,6.178,5.492,7.265,4.757,6.583,5.143,5.143,5.026,5.319,6.195,5.552,4.5,5.611,4.383,4.909,5.377,,,,,
1930.3,4.235,3.294,4.471,3.012,4.565,3.624,4,4.329,4.235,4.101,5.674,5.169,6.348,5.562,6.966,4.471,6.494,4.726,5.245,4.496,5.303,5.937,5.937,3.919,5.187,4.265,5.245,5.245,,,,,
1933.1,4.048,3.443,4.467,3.537,4.933,3.909,4.002,4.514,4.235,4.271,5.324,5.324,6.267,6.267,6.6,4.839,6.468,4.889,4.946,4.491,5.173,6.083,4.946,3.752,5.117,3.866,4.832,5.23,,,,,
1935.9,4.244,4.013,4.105,3.828,5.166,4.428,3.183,4.059,4.151,4.162,5.531,4.874,5.531,5.641,6.572,4.613,5.766,5.343,5.343,5.006,4.837,6.243,4.724,4.106,5.174,3.656,5.006,4.781,,,,,
1938.7,4.85,3.853,3.445,4.125,5.077,4.533,3.717,4.034,4.442,3.79,5.306,4.981,5.306,5.468,6.714,4.896,6.21,4.978,5.42,5.199,4.812,6.139,4.978,4.259,4.535,3.65,4.923,4.314,,,,,
1941.4,4.696,3.545,3.766,4.121,5.095,4.209,4.121,4.032,4.519,3.852,4.96,5.013,6.332,5.805,6.491,4.918,6.336,5.005,5.059,5.059,5.328,6.351,5.059,4.682,4.467,4.198,4.629,5.221,,,,,
1944.2,4.72,3.264,3.838,3.661,4.588,4.014,3.661,4.411,4.676,3.609,4.969,4.916,6.381,6.015,6.695,4.499,5.999,5.49,4.584,4.318,5.384,5.917,5.117,4.211,5.597,4.318,4.904,4.584,,,,,
1947,4.777,3.33,3.856,3.725,4.645,4.207,3.944,4.689,4.557,3.715,4.971,4.971,6.227,5.861,6.489,4.689,6.486,5.606,4.859,4.645,5.286,5.926,5.446,4.111,5.713,3.951,5.232,4.378,,,,,
1949.7,4.545,3.463,4.329,4.026,5.108,4.675,4.372,4.416,4.632,4.16,5.668,5.304,6.396,6.188,6.552,4.892,6.32,5.488,5.172,5.33,5.066,6.596,5.594,5.013,5.646,4.538,5.013,5.435,,,,,
1952.5,4.803,3.592,4.241,3.765,4.89,4.673,4.284,4.543,4.543,3.902,5.723,5.307,6.348,6.035,6.816,4.717,5.971,5.34,4.503,5.026,5.183,6.754,5.131,4.607,5.445,4.555,4.869,5.183,,,,,
1955.2,4.702,4.179,3.788,3.57,4.876,4.31,3.918,4.397,4.005,4.28,5.063,5.115,5.898,5.898,7.203,4.745,6.704,5.357,4.674,5.2,5.2,6.303,5.357,4.044,5.252,3.782,5.2,4.989,,,,,
1958,4.859,4.078,3.688,3.818,4.989,4.772,4.382,4.425,4.555,4.809,5.436,5.855,6.168,6.377,7.998,4.729,7.592,6.113,5.904,5.904,5.225,6.008,5.486,4.493,5.747,4.127,5.434,5.329,,,,,
1960.7,5.254,3.778,4.299,3.778,4.95,4.646,5.037,4.69,4.776,4.577,5.944,6.102,6.365,6.418,7.628,4.776,7.599,6.009,5.482,5.799,5.377,6.062,5.535,5.324,5.693,4.744,5.166,5.693,,,,,
1963.5,4.762,3.888,4.456,4.238,5.374,4.194,4.281,4.718,4.5,4.197,5.509,5.247,6.243,6.401,6.925,4.806,7.471,5.338,4.968,4.757,5.18,6.342,5.92,5.021,5.074,5.233,5.18,5.814,,,,,
1966.2,4.819,4.217,4.389,4.948,5.852,4.561,4.346,4.776,4.561,4.715,5.233,5.44,7.202,6.425,7.047,5.12,7.358,6.315,5.435,5.124,4.969,7.143,5.745,5.435,5.331,5.228,5.694,5.797,,,,,
1969,5.279,3.82,4.421,4.764,5.107,5.15,4.721,4.592,4.936,4.876,6.12,6.068,7.469,7.313,8.195,5.665,6.781,6.485,5.867,5.919,5.558,7.669,5.661,5.97,5.455,5.044,5.919,5.25,,,,,
1971.7,5.085,3.761,4.103,4.231,5,5.385,4.444,4.829,5.214,4.7,5.94,6.043,7.076,7.335,8.936,5.556,7.393,5.758,6.735,5.45,6.015,7.455,5.758,5.347,5.861,5.193,5.758,5.347,,,,,
1974.5,5.38,4.54,4.33,4.666,5.717,5.128,4.498,5.002,5.254,4.921,5.741,5.843,7.073,7.33,8.816,5.549,8.155,6.224,6.582,5.255,6.122,7.755,6.02,5.612,6.48,5.357,5.867,6.327,,,,,
1977.2,5.648,4.402,4.693,4.983,5.814,4.776,4.527,5.15,5.191,5.003,5.912,6.013,7.175,7.782,8.641,5.565,8.098,6.476,6.124,5.371,5.773,7.882,6.124,5.572,6.627,5.371,6.175,5.924,,,,,
1979.9,5.576,4.12,4.786,4.286,5.701,4.744,5.077,5.701,5.243,5.058,5.867,6.12,7.081,7.385,8.751,5.826,8.448,6.297,6.398,6.045,5.995,7.809,5.995,5.29,6.549,5.139,6.499,5.693,,,,,
1982.6,5.495,4.58,5.329,4.704,5.828,5.162,5.204,6.037,5.537,4.781,6.104,6.511,7.528,8.342,9.105,6.203,8.784,6.532,6.684,6.582,6.177,8.506,6.177,5.519,6.481,4.962,6.481,6.785,,,,,
1985.4,5.79,4.797,4.963,5.252,5.955,5.5,5.376,5.666,5.583,4.932,6.14,6.794,8.203,8.958,9.612,6.328,8.644,6.813,7.061,6.564,6.365,8.802,6.464,6.017,6.514,5.072,6.813,6.763,,,,,
1988.1,5.887,5.023,4.734,4.981,6.011,5.517,5.64,5.723,5.599,5.239,6.398,6.801,8.161,8.715,9.622,6.34,8.728,7.136,7.384,6.392,6.492,9.019,7.136,6.046,6.69,5.55,6.987,6.938,,,,,
1990.8,6.253,5.101,5.142,5.389,6.499,5.677,5.636,6.623,5.8,5.321,7.028,6.627,8.183,8.835,10.09,6.211,9.297,7.385,7.335,6.088,6.537,9.481,7.435,6.387,7.685,5.938,7.086,6.886,,,,,
1993.5,6.615,5.145,5.063,5.676,6.615,5.839,5.921,6.37,6.002,5.415,7.402,6.607,8.495,9.439,10.532,6.411,9.596,7.178,6.785,6.342,6.834,9.39,7.178,6.441,7.915,5.801,7.473,6.834,,,,,
1996.3,6.656,5.453,5.373,6.055,6.616,5.894,5.974,6.616,6.335,5.94,7.413,7.02,8.689,9.867,10.162,6.736,9.824,6.792,6.985,6.696,7.177,9.682,7.37,6.262,7.755,6.069,7.37,7.514,,,,,
1999,6.582,5.345,5.584,6.302,6.781,6.223,6.023,7.26,6.661,6.009,7.035,6.693,8.989,9.868,11.089,6.941,10.331,7.496,7.641,6.391,7.112,9.899,7.448,6.776,7.737,6.391,7.977,8.073,,,,,
2001.7,6.507,5.429,5.429,6.148,7.186,6.307,6.267,7.265,6.387,5.716,7.23,6.644,9.184,10.064,11.773,7.265,10.459,7.952,7.711,6.843,7.422,9.783,7.373,6.94,7.807,6.458,8.193,8.337,,,,,
2004.4,6.71,5.344,5.344,6.348,7.473,6.187,6.348,7.272,6.629,5.977,7.153,7.055,9.26,10.289,11.955,7.473,10.366,8.14,7.994,7.558,7.752,10.756,7.897,7.074,8.236,6.977,8.236,8.188,,,,,
2007.1,6.61,5.844,5.683,6.771,7.175,6.53,6.449,7.295,7.054,6.49,7.227,7.375,9.685,11.16,12.094,7.537,11.125,8.289,8.386,7.084,7.855,11.084,7.566,7.133,8.578,6.699,8.723,8.482,,,,,
2009.8,6.922,6.278,5.875,6.559,7.485,6.801,6.64,7.565,7.002,6.428,7.949,7.655,9.961,11.138,12.267,7.887,11.308,8.273,8.754,7.552,8.369,10.871,7.456,7.167,8.754,6.205,8.706,9.043,,,,,
2012.5,7.751,6.386,5.663,6.426,7.992,6.948,6.948,7.59,7.229,6.287,8.153,8.153,9.971,10.904,12.868,8.313,11.124,8.679,8.92,8.149,8.582,11.186,8.534,7.522,8.775,6.943,8.631,8.872,,,,,
2015.2,7.757,6.722,5.967,6.961,8.154,6.842,7.319,7.916,7.2,6.308,8.491,8.054,10.723,11.887,13.197,8.512,11.496,8.892,9.082,8.084,8.369,11.698,8.94,7.703,8.797,7.466,8.845,9.13,,,,,
2017.9,7.701,6.431,6.233,7.066,8.297,7.027,7.622,8.138,7.384,6.42,9.047,8.22,11.187,12.16,13.084,8.416,11.632,8.673,9.242,7.678,8.768,12.18,8.673,7.773,9.147,7.441,9.336,9.905,,,,,
2020.6,8.158,6.606,6.367,7.242,8.436,7.6,7.839,8.396,7.959,7.266,9.327,9.18,11.095,12.126,13.353,8.357,11.819,8.663,9.519,8.044,9.043,12.28,8.71,8.044,10.043,7.52,9.234,9.852,,,,,
2023.3,8.079,7.208,6.535,7.644,8.475,7.723,7.644,8.752,8.04,7.64,9.06,9.011,11.263,12.635,14.055,8.673,12.356,9.415,10.271,8.845,8.987,12.649,9.225,8.274,10.128,7.561,9.177,10.223,,,,,
2026,8.161,6.847,6.449,8.041,8.917,7.882,7.803,9.275,7.962,7.294,8.674,8.428,12.173,13.159,14.096,8.957,12.938,9.673,10.005,8.63,8.962,12.707,9.199,8.582,9.388,7.492,9.862,10.479,,,,,
2028.7,8.081,7.394,5.859,8.202,8.97,8.04,8.444,9.212,7.636,7.658,8.959,8.759,12.663,13.514,14.515,8.889,12.889,10.144,9.712,8.462,9.375,13.125,9.038,8.606,9.808,8.029,10.433,10.144,,,,,
2031.4,8.011,7.93,6.303,8.296,9.313,8.215,8.377,8.906,7.889,7.541,9.603,9.251,12.167,13.323,15.485,9.394,13.135,10.787,10.544,8.503,10.35,13.557,9.378,8.552,10.884,8.406,10.836,10.739,,,,,
2034,8.529,7.68,6.831,8.407,9.58,8.569,8.731,9.701,8.933,7.746,9.406,9.356,12.123,13.783,15.392,9.741,14.026,10.838,11.175,9.104,10.164,13.391,9.682,8.622,10.405,8.478,10.838,11.079,,,,,
2036.7,8.731,8.038,6.61,8.078,9.506,8.568,9.098,9.874,9.18,8.24,9.664,9.461,13.123,14.14,15.514,9.547,13.953,10.688,11.079,9.322,10.151,14.056,9.761,8.834,9.956,8.346,10.688,11.274,,,,,
2039.4,8.705,8.418,6.743,8.378,9.522,8.705,8.582,9.808,9.031,7.972,10.242,9.485,13.421,13.925,15.641,9.522,13.854,10.725,10.97,9.305,10.186,14.447,9.843,9.403,11.019,7.933,10.921,11.704,,,,,
2042.1,8.51,8.19,6.912,8.949,9.509,8.909,8.789,9.668,9.189,8.416,10.608,9.811,13.098,14.492,15.388,9.628,14.143,10.865,10.913,9.856,10.048,14.279,9.808,9.663,10.913,8.317,11.25,11.587,,,,,
2044.8,9.065,8.227,7.149,8.786,9.625,9.265,9.145,9.944,9.425,8.17,10.526,10.426,13.534,14.837,15.589,10.304,14.257,10.994,11.042,9.89,10.802,14.306,10.034,9.698,11.234,8.833,11.522,11.81,,,,,
2047.4,9.451,9.006,7.27,9.128,9.532,9.814,9.532,10.784,9.491,8.329,10.904,10.601,14.033,15.043,16.103,10.864,14.58,11.488,11.779,10.179,11.488,14.348,10.228,9.695,11.682,9.404,11.537,12.312,,,,,
2050.1,8.906,8.739,7.532,9.821,9.696,9.779,9.655,10.487,9.696,9.338,11.32,10.433,14.293,14.658,16.901,10.362,14.565,11.251,11.753,9.895,10.799,14.415,10.799,9.945,11.301,9.643,11.301,12.305,,,,,
2052.8,9.202,8.822,7.556,9.709,10.257,9.751,9.667,10.637,9.92,9.579,11.158,10,13.526,14.842,17,10.089,14.732,11.005,11.812,9.642,10.954,15.194,11.156,10.197,11.56,9.339,11.509,12.367,,,,,
2055.4,9.314,8.815,7.692,9.522,10.936,9.938,9.854,11.518,10.062,9.406,11.68,10.543,13.85,16.124,16.951,10.603,15.01,11.54,12.036,10.5,11.491,15.701,10.748,10.203,11.986,9.757,12.283,13.026,,,,,
2058.1,9.647,9.095,7.99,9.817,10.922,10.625,9.945,11.39,10.2,9.572,12.057,11.37,15.336,16.129,17.715,11.475,15.342,12.083,12.285,10.667,11.223,15.774,11.021,10.92,12.487,9.555,12.336,13.145,,,,,
2060.7,9.987,9.772,8.05,10.202,10.762,10.805,10.418,11.322,10.245,9.58,12.134,11.123,15.008,15.913,17.829,11.795,15.755,12.11,12.775,10.68,11.599,15.33,11.804,11.191,13.03,9.607,12.519,13.388,,,,,
2063.4,9.807,9.722,7.966,10.493,11.092,10.236,10.535,11.906,10.535,9.963,12.401,11.394,15.05,16.534,17.859,11.777,15.589,12.295,12.705,11.629,12.244,15.625,11.988,10.758,12.961,10.502,13.32,13.986,,,,,
2066.1,9.819,9.733,8.312,10.767,11.24,10.078,10.336,12.016,10.939,10.112,12.253,11.503,15.944,16.8,18.245,12.102,15.59,12.642,13.003,11.61,12.023,16.667,11.816,11.352,13.261,10.733,13.209,14.241,,,,,
2068.7,9.71,9.754,8.699,11.072,11.336,10.589,10.896,12.127,11.38,9.642,12.514,10.997,15.655,16.631,18.418,11.907,16.169,12.637,13.368,11.175,12.272,16.188,11.749,11.227,13.473,10.757,13.159,14.36,,,,,
2071.3,9.717,10.526,8.637,11.291,11.561,11.021,10.886,12.281,11.651,9.699,12.43,11.817,15.608,16.667,18.506,11.606,16.554,12.927,12.821,11.271,12.767,15.865,12.179,11.058,13.622,10.684,13.835,14.797,,,,,
2074,10.063,11.011,8.574,11.868,11.823,10.966,11.011,12.545,11.913,9.854,12.387,12.444,16.104,17.061,18.131,12.049,16.336,13.039,12.392,11.045,12.446,16.649,12.985,11.8,14.116,10.722,14.009,15.517,,,,,
2076.6,10.934,11.025,9.157,11.982,11.8,11.39,11.8,13.212,12.073,9.96,13.147,12.123,16.733,17.758,18.839,12.847,16.583,13.015,13.341,11.985,13.069,17.028,12.961,12.419,13.829,11.171,13.937,14.967,,,,,
2079.3,10.778,11.009,9.627,12.114,11.838,11.746,11.654,13.542,12.298,10.138,13.71,11.809,17.569,17.857,19.643,13.266,17.181,13.714,13.549,12.507,13.33,17.279,12.836,12.617,14.098,11.41,13.878,14.811,,,,,
2081.9,10.543,10.776,9.289,12.448,11.983,11.612,11.612,13.098,12.169,10.764,13.773,11.863,17.593,18.171,19.734,13.655,17.464,13.898,13.953,12.071,12.735,17.22,12.846,12.625,14.895,11.573,14.396,15.116,,,,,
2084.5,10.687,11.111,9.181,12.429,12.053,11.441,11.864,13.324,12.476,11.43,13.599,12.954,17.292,18.288,19.812,13.795,17.985,13.805,14.31,11.897,13.187,17.172,12.795,12.907,14.871,11.616,14.59,15.264,,,,,
2087.2,11.185,11.326,9.816,12.412,12.695,12.034,12.176,14.063,13.072,12.009,14.294,13.181,17.75,18.746,20.211,13.355,18.641,14.133,14.077,12.218,14.133,18.356,13.401,12.894,14.809,11.486,14.977,15.541,,,,,
2089.8,11.693,11.548,10.044,12.955,12.567,12.712,12.421,14.216,13.246,11.921,14.449,13.305,17.821,19.627,20.71,13.295,18.438,14.103,14.393,12.13,14.393,18.456,13.813,12.71,15.09,11.84,15.554,16.019,,,,,
2092.4,11.172,12.024,9.77,13.076,12.275,12.375,12.776,14.028,13.226,11.393,14.489,13.746,17.709,19.69,21.053,13.878,17.936,14.063,13.884,11.789,14.602,18.253,13.645,13.226,16.038,12.268,15.26,16.517,,,,,
2095.1,11.604,12.151,10.11,13.147,12.849,12.4,13.147,14.343,13.347,12.138,15.096,13.555,18.546,19.717,21.38,14.492,18.376,14.438,13.905,12.071,14.32,18.58,13.905,13.314,15.917,12.308,14.97,16.154,,,,,
2097.7,11.823,12.469,10.383,13.313,13.015,12.767,13.015,14.804,13.562,12.415,14.874,13.583,18.931,19.668,21.512,14.307,19.225,14.311,14.43,12.708,14.014,18.705,14.43,13.42,15.796,12.767,15.083,16.093,,,,,
2100.3,11.765,12.066,9.955,12.72,12.72,12.67,12.619,14.982,13.776,11.905,14.724,13.596,19.424,19.862,21.491,14.832,19.256,13.62,14.407,13.62,14.346,19.613,14.407,14.044,16.283,13.075,15.92,16.525,,,,,
2102.9,12.168,12.781,10.327,13.446,12.883,13.037,13.446,15.133,14.059,12.977,15.522,13.931,18.893,20.611,21.31,15.644,19.427,14.078,15.291,14.017,14.502,19.6,14.32,14.017,15.837,12.864,16.323,16.99,,,,,
2105.5,12.087,13.275,10.95,13.74,13.171,13.585,13.946,15.702,13.895,13.393,15.561,14.668,18.176,20.536,21.875,15.341,19.525,14.74,15.596,13.761,14.618,18.532,14.128,14.434,16.33,13.028,16.514,17.615,,,,,
2108.2,11.57,12.293,11.26,13.946,13.171,13.895,13.171,15.754,13.946,13.487,15.093,14.451,19.589,20.103,22.094,15.393,19.37,15.678,15.053,13.929,14.491,18.926,14.678,14.616,16.615,13.554,16.802,17.989,,,,,
2110.8,12.134,12.5,11.192,14.592,13.703,14.121,13.285,15.377,14.801,13.793,16.2,14.379,20.494,20.95,22.251,16.109,19.979,16.141,15.889,13.619,14.817,19.861,15.511,14.565,17.087,13.556,16.835,17.907,,,,,
2113.4,12.54,12.807,11.046,14.088,13.607,13.874,13.767,15.635,14.888,13.947,17.303,14.539,20.263,21.053,22.237,16.329,20.064,16.031,15.903,13.168,15.14,19.402,15.585,14.122,17.303,13.359,17.112,18.575,,,,,
2116,12.466,12.795,10.708,14.937,13.729,14.333,13.948,16.365,14.443,13.526,16.555,14.266,20.323,20.996,21.736,16.145,20.813,16.645,15.274,14.295,15.209,18.864,15.535,13.903,17.755,14.034,16.71,18.734,,,,,
2118.6,12.339,13.345,10.832,15.075,14.74,14.517,14.126,16.974,15.131,13.156,17.246,15.542,20.791,21.268,22.563,16.248,21.608,17.463,15.803,15.139,16.268,19.389,15.803,14.409,17.463,14.475,16.999,18.393,,,,,
2121.2,12.219,13.699,11.562,13.918,14.356,14.247,14.411,16.877,15.068,13.791,17.935,16.101,21.332,21.875,23.573,16.438,20.932,16.929,16.732,15.157,16.667,20.21,16.273,14.37,17.126,14.173,17.979,18.57,,,,,
2123.8,12.397,13.939,10.854,14.656,14.601,14.766,15.152,17.135,15.207,14.728,16.999,15.279,21.404,22.299,24.019,16.86,20.606,16.161,17.018,15.435,15.963,20.449,16.161,15.172,17.744,13.786,18.074,18.734,,,,,
2126.4,12.429,14.181,11.356,15.198,15.367,15.198,15.254,17.571,15.537,14.335,16.493,14.892,20.738,21.642,23.243,17.345,21.017,17.374,16.768,15.152,15.892,20.269,16.566,15.017,18.249,13.939,17.778,18.923,,,,,
2129,13.453,14.492,11.894,14.838,15.82,15.647,14.723,17.09,15.647,13.523,17.082,14.235,20.783,22.135,22.705,16.686,21.594,17.385,17.803,15.021,16.898,19.75,17.246,15.229,18.011,14.465,18.011,19.332,,,,,
2131.6,13.856,14.446,11.733,15.212,15.979,15.861,14.8,16.863,15.743,14.606,17.209,15.257,21.981,22.343,23.138,17.04,21.639,16.159,17.789,15.308,17.364,19.844,16.726,15.237,17.931,15.025,18.356,19.561,,,,,
2134.1,13.318,13.907,12.61,16.087,15.027,15.321,14.968,16.971,15.793,15.178,17.72,16.921,22.222,22.15,23.893,17.325,21.567,16.513,17.434,15.308,17.434,20.765,16.371,15.521,18.994,15.096,18.639,20.057,,,,,
2136.7,13.455,14.042,13.043,16.157,14.63,15.276,15.335,17.568,15.922,15.284,18.559,16.885,21.98,22.562,24.381,16.686,21.563,17.07,17.71,16.216,17.141,20.768,17.283,16.216,18.99,14.438,18.777,20.555,,,,,
2139.3,12.953,14.854,12.656,15.686,14.676,16.28,15.449,17.944,16.459,14.818,18.54,16.715,23.285,22.993,24.672,17.885,21.925,16.595,17.308,16.524,16.168,20.442,17.379,15.67,19.231,14.672,17.806,20.299,,,,,
2141.9,12.575,15.569,12.335,15.509,14.731,16.467,15.928,17.665,17.006,14.732,18.155,16.89,24.033,23.661,25.818,18.383,22.036,16.547,17.407,15.544,16.117,20.917,16.834,15.688,19.054,14.9,17.693,20.129,,,,,
2144.5,13.337,15.251,12.38,15.909,15.072,15.969,16.866,18.182,16.746,15.333,17.726,17.128,23.336,24.009,25.804,17.524,21.531,17.295,18.078,15.16,16.797,21.281,16.584,15.658,18.434,14.804,18.648,19.715,,,,,
2147,13.254,14.675,12.426,16.213,15.503,16.272,15.976,18.225,16.272,15.662,18.309,16.544,22.868,23.382,24.559,17.87,21.42,17.705,17.847,15.581,17.351,21.176,16.997,16.714,18.768,15.227,19.618,19.759,,,,,
2149.6,13.509,14.764,12.134,16.079,16.019,17.215,15.421,17.812,16.139,16.041,19.132,16.336,23.179,23.032,23.915,18.41,21.817,17.939,17.867,16.138,18.012,21.686,17.579,17.579,19.741,15.346,19.452,20.101,,,,,
2152.2,14.25,14.746,12.268,16.419,16.357,16.233,16.357,17.286,16.667,16.603,19.193,17.289,23.534,23.153,25.438,18.525,21.995,17.823,17.748,16.107,17.599,22.744,17.897,16.704,19.687,15.213,19.612,21.029,,,,,
2154.8,13.866,15.053,12.492,16.989,16.052,15.428,16.052,17.801,17.489,15.916,19.72,17.003,23.835,22.748,25.932,18.676,22.361,17.865,17.79,16.503,17.26,22.71,18.471,16.124,19.228,16.124,19.682,21.423,,,,,
2157.3,14.1,15.337,12.801,16.883,15.955,16.388,15.832,18.615,17.13,16.006,20.357,17.249,24.165,23.232,25.796,18.738,22.14,17.558,17.784,16.654,17.408,21.703,18.463,17.106,18.839,17.182,18.99,20.723,,,,,
2159.9,14.815,15.129,13.12,16.259,16.321,16.761,16.133,18.267,16.886,16.147,20.125,17.785,23.323,24.805,25.897,18.581,22.348,18.106,17.652,16.288,17.273,22.197,18.03,17.273,18.864,15.909,19.545,20.985,,,,,
2162.4,14.742,15.38,12.699,16.273,16.273,17.103,16.401,18.06,16.528,16.509,19.51,16.983,22.828,25.039,26.145,18.251,23.038,18.817,18.049,16.206,17.588,22.965,17.972,17.435,19.662,15.131,19.508,20.584,,,,,
2165,14.267,16.067,12.082,16.838,16.645,17.159,16.195,18.188,16.902,16.333,19.055,17.614,24.179,24.82,26.021,18.252,23.072,17.921,17.223,15.981,16.99,22.188,17.611,16.524,18.852,15.749,19.86,21.179,,,,,
2167.6,14.389,16.032,12.549,17.346,16.754,17.608,16.557,18.725,18.134,16.042,18.241,17.427,24.349,24.593,25.081,18.134,22.865,17.26,17.34,16.31,17.419,22.328,17.656,15.914,18.686,15.914,20.823,21.298,,,,,
2170.1,15.18,15.18,13.582,16.977,16.711,17.843,16.112,18.442,17.377,17.119,19.095,16.708,22.798,24.115,25.103,18.708,22.17,18.131,18.453,16.761,18.533,22.804,18.372,17.486,20.629,15.471,19.903,20.548,,,,,
2172.7,15.686,15.957,13.658,16.836,17.579,17.174,15.889,18.594,17.444,17.5,21,17.25,22.417,24.333,24.833,19.337,22.65,18.042,18.447,16.748,18.447,22.573,18.528,17.799,19.903,14.806,19.094,21.197,,,,,
2175.2,15.559,15.627,13.502,17.204,17.341,16.587,16.724,19.054,18.026,16.345,20.536,17.687,23.303,24.392,24.56,19.191,23.167,17.281,17.445,16.38,18.346,22.277,17.69,17.854,19.083,14.906,20.229,21.13,,,,,
2177.7,15.235,15.374,13.504,17.452,17.59,16.967,16.759,18.075,17.659,15.953,19.983,17.716,24.097,24.097,25.189,19.46,22.784,17.97,17.97,16.722,18.303,23.461,17.72,17.388,19.551,15.225,20.216,20.965,,,,,
2180.3,15.007,15.778,12.763,17.742,18.093,17.882,16.971,18.864,17.672,16.652,20.858,18.627,24.807,24.206,26.695,19.215,23.773,18.082,19.596,18.167,17.914,24.222,17.494,16.484,19.092,15.559,19.933,21.951,,,,,
2182.8,14.993,15.205,13.366,16.761,17.822,17.963,17.963,19.307,17.68,17.073,21.254,18.641,24.652,24.739,26.568,18.388,23.55,18.291,19.145,18.034,17.949,22.991,17.521,16.496,20.684,15.556,20.085,21.88,,,,,
2185.4,15.193,15.621,14.194,16.548,17.261,17.475,18.474,19.044,17.475,16.973,20.56,17.41,24.672,24.584,25.634,18.26,22.611,18.831,17.799,17.713,17.627,22.27,18.143,16.939,20.894,15.821,19.261,20.464,,,,,
2187.9,15.217,15.942,13.478,17.029,16.957,17.681,17.101,19.275,17.609,16.667,20.699,17.742,24.373,25.269,25.717,19.203,23.261,19.119,18.326,18.414,17.797,22.467,18.414,16.916,20.617,16.388,20.176,21.233,,,,,
2190.4,15.373,16.493,13.582,16.567,17.164,17.836,16.567,18.582,17.463,16.498,20.829,18.618,23.41,24.7,24.885,19.552,22.985,19.508,18.687,17.046,18.049,22.789,19.325,17.046,20.146,16.408,20.966,22.334,,,,,
2193,15.606,15.994,13.043,17.314,17.314,17.391,17.003,18.866,17.857,17.966,19.582,19.487,24.24,23.859,24.43,17.935,23.525,20.353,18.866,17.007,18.216,23.327,18.773,17.658,19.517,16.636,20.911,22.305,,,,,
2195.5,15.372,15.055,13.55,17.67,17.829,17.195,17.036,18.463,18.463,18.057,19.823,17.37,25.515,24.828,26.595,17.987,24.406,20.552,18.268,17.507,19.22,24.453,18.459,17.412,20.552,16.746,21.408,22.55,,,,,
2198,15.61,15.61,14.184,16.799,17.116,17.908,17.75,18.384,18.146,15.972,19.94,16.468,24.504,24.702,26.687,19.414,23.455,19.904,18.269,17.5,19.038,23.846,18.75,17.115,20.192,17.404,21.154,22.404,,,,,
2200.5,15.781,16.667,13.849,18.035,17.633,18.357,18.357,19.646,18.277,15.988,19.265,17.577,23.337,24.131,24.727,19.726,23.51,18.768,18.671,18.964,18.573,22.874,18.768,18.768,20.528,17.4,21.603,22.385,,,,,
2203.1,15.829,17.642,14.18,18.384,18.384,18.631,17.89,20.445,18.219,16.466,20.382,17.57,23.795,25.301,26.406,20.28,24.485,19.166,19.265,18.471,18.471,23.833,18.868,17.875,20.755,17.478,21.251,22.244,,,,,
2205.6,16.337,18.659,13.242,17.885,18.315,17.799,17.799,20.808,17.541,15.047,20.69,19.331,23.824,25.392,27.9,20.55,23.99,19.053,20.494,18.538,17.817,23.79,20.082,16.993,19.979,18.023,20.597,21.112,,,,,
2208.1,15.141,18.398,13.644,17.165,18.398,17.254,17.694,20.246,16.901,15.665,20.815,18.884,24.785,24.785,28.112,19.278,23.592,19.289,19.935,17.78,18.103,23.707,20.474,17.672,20.69,17.996,21.228,21.336,,,,,
