Wavelength,SLSC SBS1,SLSC SBS2,SLSC SBS3,SLSC SBS4,SLSC SBS5,SLSC SBS6.1,SLSC SBS6.2,SLSC SBS7,SLSC SBS8,SLSC SBT1,SLSC SBT2,SLSC SBT3,SLSC SBT4,SLSC SBT5,SLSC SBT6,SLSC SBT7,SLSC SBT8,SWIC SBS1,SWIC SBS2,SWIC SBS3,SWIC SBS4,SWIC SBS5,SWIC SBT1,SWIC SBT2,SWIC SBT3,SWIC SBT4,SWIC SBT5,SWIC SBT6,,,,,
748.4,53.474,43.58,43.262,45.882,54.228,49.649,48.061,47.082,47.55,46.526,54.182,51.321,80.171,73.571,79.577,47.938,48.966,48.902,45.105,50.768,47.674,52.79,50.621,46.6,49.926,48.235,51.709,47.772,,,,,
749.6,53.714,43.972,43.643,46.209,54.391,49.727,48.212,47.436,47.824,46.669,54.583,51.61,80.692,73.993,79.983,48.32,49.29,49.093,45.32,51.115,47.845,53.023,50.871,46.912,50.197,48.49,52.055,48.11,,,,,
751,53.921,44.274,43.997,46.481,54.509,49.785,48.323,47.754,48.054,46.823,54.934,51.894,81.16,74.449,80.381,48.614,49.591,49.247,45.388,51.349,48.085,53.105,51.062,47.181,50.379,48.651,52.312,48.431,,,,,
752.3,54.12,44.565,44.284,46.709,54.563,49.919,48.481,48.028,48.28,46.986,55.296,52.121,81.632,74.817,80.708,48.89,49.886,49.377,45.485,51.606,48.153,53.26,51.205,47.344,50.578,48.878,52.595,48.591,,,,,
753.6,54.219,44.844,44.559,46.949,54.661,50,48.553,48.195,48.43,47.163,55.438,52.302,82.021,75.177,80.96,49.156,50.108,49.556,45.619,51.844,48.28,53.385,51.416,47.65,50.786,49.027,52.863,48.856,,,,,
754.9,54.35,45.07,44.798,47.114,54.728,50.056,48.658,48.411,48.607,47.222,55.741,52.495,82.292,75.339,81.169,49.344,50.328,49.613,45.666,51.961,48.43,53.471,51.514,47.839,50.931,49.141,53.008,49.029,,,,,
756.2,54.469,45.303,45.024,47.267,54.759,50.114,48.688,48.558,48.698,47.274,55.94,52.619,82.518,75.554,81.403,49.566,50.532,49.783,45.753,52.129,48.59,53.634,51.672,47.969,51.091,49.211,53.168,49.17,,,,,
757.5,54.586,45.451,45.204,47.444,54.881,50.184,48.801,48.722,48.864,47.381,56.167,52.804,82.797,75.809,81.645,49.716,50.689,49.826,45.788,52.31,48.671,53.697,51.761,48.139,51.171,49.402,53.282,49.31,,,,,
758.8,54.962,45.868,45.536,47.789,55.283,50.562,49.133,49.192,49.267,47.528,56.294,52.769,83.005,75.972,81.714,50.166,51.108,49.966,45.905,52.489,48.755,53.801,51.942,48.293,51.345,49.554,53.565,49.521,,,,,
760.1,55.792,46.705,46.118,48.532,56.209,51.44,49.909,50.14,50.107,47.615,56.59,52.797,83.422,76.18,82.032,51.045,52.181,49.834,45.912,52.534,48.858,53.731,51.991,48.357,51.431,49.682,53.663,49.631,,,,,
761.4,56.484,47.306,46.54,49.078,56.954,52.063,50.475,50.816,50.738,47.659,56.78,52.772,83.546,76.369,82.104,51.705,52.884,49.987,45.972,52.632,48.926,53.822,52.093,48.498,51.528,49.79,53.899,49.773,,,,,
762.6,56.826,47.615,46.801,49.392,57.25,52.334,50.772,51.146,51.01,47.71,56.869,52.795,83.745,76.528,82.257,52.068,53.239,50.039,46.043,52.732,49.029,53.931,52.222,48.511,51.601,49.849,54.026,49.918,,,,,
763.9,56.799,47.635,46.802,49.409,57.233,52.314,50.75,51.178,50.996,47.852,57.016,52.799,83.868,76.575,82.295,52.068,53.255,50.109,46.086,52.825,49.055,53.983,52.233,48.629,51.711,49.882,54.071,49.926,,,,,
765.2,56.649,47.573,46.81,49.335,57.027,52.123,50.62,51.021,50.866,47.758,57.088,52.906,83.909,76.608,82.323,51.893,53.132,50.202,46.13,52.896,49.105,53.975,52.299,48.657,51.685,49.939,54.177,50,,,,,
766.5,56.328,47.32,46.698,49.055,56.627,51.769,50.311,50.674,50.588,47.779,57.067,53.081,83.832,76.603,82.309,51.602,52.743,50.27,46.271,52.966,49.206,54.163,52.39,48.674,51.813,49.916,54.128,50.022,,,,,
767.8,55.948,47.049,46.574,48.779,56.174,51.423,49.988,50.278,50.237,47.777,57.095,53.255,83.872,76.555,82.197,51.273,52.338,50.287,46.264,53.037,49.265,54.121,52.437,48.737,51.819,49.955,54.139,50.134,,,,,
769.1,55.667,46.878,46.539,48.652,55.924,51.144,49.802,50.093,49.953,47.782,57.103,53.375,83.782,76.674,82.294,51.062,52.089,50.354,46.373,53.092,49.329,54.171,52.394,48.812,51.732,50.045,54.135,50.073,,,,,
770.4,55.56,46.768,46.484,48.529,55.749,51.004,49.675,49.9,49.905,47.86,57.223,53.511,83.829,76.676,82.262,50.969,51.92,50.377,46.411,53.203,49.365,54.187,52.494,48.868,51.822,49.991,54.141,50.129,,,,,
771.7,55.468,46.707,46.461,48.36,55.648,50.841,49.561,49.814,49.754,47.838,57.245,53.587,83.829,76.608,82.261,50.847,51.797,50.417,46.375,53.26,49.376,54.301,52.49,48.973,51.806,50.042,54.216,50.22,,,,,
772.9,55.48,46.678,46.487,48.422,55.621,50.857,49.513,49.815,49.809,47.905,57.249,53.556,83.788,76.637,82.249,50.838,51.8,50.491,46.459,53.185,49.49,54.233,52.473,48.913,51.876,50.087,54.252,50.183,,,,,
774.2,55.464,46.718,46.519,48.47,55.624,50.869,49.503,49.785,49.772,47.89,57.305,53.602,83.858,76.715,82.305,50.818,51.819,50.561,46.471,53.279,49.509,54.261,52.567,48.917,51.925,50.07,54.261,50.231,,,,,
775.5,55.595,46.787,46.581,48.538,55.671,50.913,49.561,49.87,49.787,47.94,57.45,53.698,83.919,76.751,82.412,50.913,51.929,50.493,46.471,53.368,49.41,54.118,52.52,49.045,51.866,50.075,54.258,50.118,,,,,
776.8,55.581,46.849,46.51,48.511,55.724,50.933,49.556,49.895,49.835,47.888,57.414,53.63,83.879,76.643,82.349,50.88,51.933,50.576,46.555,53.327,49.6,54.221,52.551,48.977,51.893,50.141,54.279,50.2,,,,,
778.1,55.516,46.792,46.578,48.489,55.714,50.9,49.599,49.861,49.853,47.876,57.438,53.741,83.845,76.701,82.354,50.932,51.868,50.569,46.538,53.425,49.567,54.352,52.559,48.999,51.978,50.037,54.364,50.272,,,,,
779.3,55.349,46.794,46.632,48.428,55.619,50.94,49.653,49.908,49.861,47.806,57.446,53.705,83.719,76.529,82.074,50.825,51.811,50.646,46.592,53.289,49.534,54.58,52.727,48.983,51.985,50.275,54.353,50.407,,,,,
780.6,55.363,46.779,46.75,48.522,55.668,51.086,49.684,49.989,49.887,47.836,57.445,53.817,83.768,76.65,82.069,50.911,51.877,50.662,46.688,53.312,49.607,54.603,52.784,49.035,51.931,50.269,54.322,50.449,,,,,
781.9,55.44,46.792,46.737,48.544,55.646,51.037,49.657,50.021,49.904,47.852,57.442,53.786,83.706,76.535,82.079,50.941,51.841,50.7,46.636,53.268,49.554,54.489,52.748,49.034,52.016,50.265,54.372,50.34,,,,,
783.1,55.441,46.829,46.712,48.539,55.715,51.031,49.7,49.954,49.948,47.921,57.452,53.818,83.635,76.523,82.071,50.913,51.898,50.761,46.778,53.302,49.682,54.573,52.748,49.098,52.022,50.257,54.472,50.429,,,,,
784.4,55.493,46.889,46.764,48.565,55.756,51.116,49.684,50.003,49.966,47.936,57.452,53.847,83.637,76.505,81.982,50.96,51.916,50.749,46.756,53.408,49.686,54.491,52.789,49.096,52.045,50.256,54.491,50.488,,,,,
785.7,55.582,46.927,46.799,48.639,55.831,51.148,49.769,50.03,49.964,47.968,57.54,53.878,83.724,76.485,82.089,51.051,51.992,50.77,46.799,53.454,49.747,54.552,52.806,49.071,52.037,50.253,54.355,50.451,,,,,
787,55.67,46.992,46.807,48.693,55.944,51.206,49.833,50.119,50.101,47.932,57.535,53.831,83.71,76.611,82.022,51.11,52.083,50.811,46.859,53.464,49.705,54.514,52.782,49.088,51.999,50.286,54.403,50.47,,,,,
788.2,55.758,47.072,46.871,48.798,56.059,51.291,49.938,50.222,50.151,48.029,57.536,53.891,83.777,76.533,82.117,51.179,52.154,50.765,46.868,53.487,49.818,54.588,52.759,49.08,52.03,50.319,54.507,50.41,,,,,
789.5,55.864,47.159,46.942,48.858,56.157,51.4,50.053,50.334,50.299,47.981,57.644,53.872,83.731,76.583,82.033,51.248,52.273,50.861,46.994,53.438,49.851,54.583,52.826,49.112,52.105,50.401,54.502,50.473,,,,,
790.8,55.98,47.202,47.063,48.965,56.305,51.53,50.14,50.413,50.349,48.049,57.634,53.86,83.677,76.566,82.004,51.367,52.344,50.808,46.995,53.442,49.915,54.63,52.853,49.12,52.103,50.29,54.505,50.469,,,,,
792,56.03,47.291,47.083,49.007,56.353,51.565,50.191,50.462,50.439,47.975,57.715,53.891,83.65,76.499,81.991,51.38,52.432,50.846,46.949,53.591,49.907,54.645,52.865,49.163,52.157,50.332,54.574,50.509,,,,,
793.3,55.998,47.319,47.096,48.975,56.365,51.564,50.189,50.504,50.447,48.086,57.657,53.962,83.587,76.44,81.995,51.352,52.395,50.927,47.062,53.588,49.934,54.589,52.947,49.091,52.112,50.391,54.554,50.531,,,,,
794.5,56.012,47.359,47.149,49.048,56.405,51.64,50.236,50.537,50.458,48.044,57.635,53.917,83.631,76.488,81.98,51.424,52.425,50.888,47.023,53.552,49.983,54.701,52.951,49.138,52.063,50.357,54.466,50.54,,,,,
795.8,56.066,47.343,47.196,49.084,56.485,51.662,50.288,50.594,50.531,48.066,57.716,53.926,83.59,76.461,81.898,51.47,52.55,50.964,47.151,53.644,50.013,54.647,52.978,49.157,52.122,50.497,54.621,50.609,,,,,
797,56.119,47.398,47.168,49.078,56.513,51.708,50.298,50.624,50.562,48.087,57.737,53.963,83.615,76.495,81.942,51.45,52.517,50.936,47.175,53.571,50.009,54.756,52.962,49.141,52.129,50.395,54.636,50.635,,,,,
798.3,56.137,47.407,47.25,49.123,56.59,51.699,50.358,50.665,50.542,48.101,57.806,53.982,83.734,76.442,81.965,51.453,52.487,50.922,47.158,53.601,50.043,54.677,52.978,49.215,52.133,50.435,54.6,50.58,,,,,
799.5,56.177,47.393,47.26,49.126,56.606,51.771,50.39,50.68,50.613,48.153,57.777,54.032,83.562,76.357,81.906,51.515,52.534,51.024,47.218,53.691,50.064,54.694,53.029,49.146,52.196,50.455,54.634,50.65,,,,,
800.8,56.232,47.509,47.242,49.162,56.661,51.829,50.398,50.715,50.643,48.109,57.82,53.951,83.589,76.344,81.858,51.556,52.591,51.026,47.277,53.681,50.144,54.809,53.045,49.203,52.282,50.416,54.707,50.662,,,,,
802,56.28,47.518,47.34,49.236,56.737,51.891,50.491,50.798,50.725,48.181,57.841,53.994,83.625,76.399,81.832,51.584,52.66,50.907,47.153,53.593,50.025,54.669,52.941,49.127,52.119,50.492,54.576,50.517,,,,,
803.3,56.358,47.526,47.341,49.241,56.8,51.925,50.518,50.832,50.686,48.122,57.877,53.991,83.507,76.335,81.777,51.566,52.681,50.996,47.26,53.643,50.094,54.681,53.047,49.209,52.17,50.46,54.647,50.613,,,,,
804.5,56.3,47.524,47.338,49.21,56.779,51.935,50.485,50.823,50.745,48.118,57.842,53.93,83.485,76.405,81.77,51.585,52.673,50.993,47.277,53.674,50.111,54.71,53.023,49.187,52.175,50.462,54.641,50.582,,,,,
805.8,56.321,47.475,47.344,49.213,56.775,51.923,50.48,50.81,50.73,48.215,57.895,54.06,83.479,76.364,81.795,51.571,52.645,50.995,47.248,53.674,50.09,54.708,53.011,49.1,52.192,50.452,54.587,50.616,,,,,
807,56.266,47.452,47.292,49.173,56.733,51.881,50.416,50.73,50.673,48.158,57.917,54.021,83.493,76.355,81.677,51.505,52.583,51.09,47.405,53.633,50.156,54.679,52.967,49.17,52.145,50.502,54.61,50.683,,,,,
808.3,56.294,47.417,47.332,49.219,56.727,51.91,50.41,50.758,50.713,48.16,57.882,54.069,83.386,76.274,81.75,51.539,52.605,51.093,47.359,53.713,50.169,54.75,53.038,49.235,52.2,50.506,54.698,50.67,,,,,
809.5,56.325,47.511,47.38,49.29,56.842,51.995,50.529,50.841,50.784,48.19,57.886,54.082,83.417,76.24,81.708,51.608,52.671,51.088,47.373,53.762,50.193,54.785,53.066,49.136,52.231,50.503,54.742,50.727,,,,,
810.8,56.389,47.58,47.382,49.316,56.932,52.052,50.537,50.933,50.826,48.141,57.956,54.029,83.431,76.179,81.673,51.662,52.731,51.11,47.318,53.767,50.188,54.817,53.092,49.163,52.204,50.478,54.638,50.735,,,,,
812,56.589,47.732,47.501,49.439,57.096,52.172,50.69,51.056,50.944,48.18,57.884,53.983,83.329,76.118,81.6,51.8,52.854,51.112,47.47,53.778,50.195,54.823,53.116,49.193,52.25,50.526,54.729,50.73,,,,,
813.2,56.725,47.888,47.589,49.606,57.334,52.36,50.907,51.273,51.188,48.2,58.023,54.042,83.4,76.173,81.643,51.966,53.058,51.06,47.376,53.756,50.199,54.77,53.114,49.1,52.269,50.503,54.685,50.731,,,,,
814.5,56.997,48.088,47.72,49.828,57.567,52.635,51.093,51.506,51.381,48.208,58,53.89,83.343,76.038,81.513,52.212,53.336,51.119,47.522,53.795,50.232,54.74,53.111,49.143,52.258,50.536,54.74,50.688,,,,,
815.7,57.234,48.238,47.835,49.96,57.916,52.864,51.307,51.745,51.585,48.214,58.054,53.861,83.303,76.066,81.556,52.438,53.586,51.112,47.4,53.784,50.19,54.815,53.073,49.167,52.27,50.554,54.756,50.689,,,,,
816.9,57.322,48.374,47.859,50.092,57.975,52.977,51.42,51.878,51.683,48.232,58.076,53.845,83.283,76.071,81.554,52.502,53.75,51.071,47.433,53.765,50.28,54.759,53.162,49.184,52.21,50.552,54.759,50.705,,,,,
818.2,57.389,48.459,47.904,50.11,58.094,53.031,51.466,51.946,51.79,48.246,58.026,53.827,83.309,76.048,81.498,52.592,53.787,51.112,47.476,53.772,50.282,54.773,53.114,49.179,52.224,50.599,54.671,50.71,,,,,
819.4,57.352,48.418,47.953,50.041,58.021,52.949,51.396,51.856,51.698,48.27,58.049,53.848,83.336,76.081,81.536,52.472,53.723,51.13,47.532,53.745,50.293,54.849,53.132,49.137,52.295,50.587,54.814,50.759,,,,,
820.6,57.151,48.242,47.814,49.941,57.831,52.784,51.284,51.688,51.583,48.151,57.997,53.863,83.231,75.969,81.449,52.356,53.564,51.146,47.521,53.821,50.379,54.858,53.219,49.177,52.322,50.597,54.753,50.736,,,,,
821.8,57.181,48.165,47.863,49.967,57.874,52.801,51.313,51.71,51.526,48.26,58.06,53.895,83.249,75.983,81.509,52.332,53.524,51.128,47.63,53.904,50.449,54.882,53.181,49.172,52.344,50.599,54.847,50.775,,,,,
823.1,57.289,48.289,47.964,50.03,58.006,52.867,51.41,51.843,51.657,48.228,58.14,53.901,83.135,75.973,81.427,52.5,53.681,51.192,47.55,53.798,50.362,54.887,53.2,49.156,52.307,50.62,54.789,50.745,,,,,
824.3,57.287,48.31,47.932,50.052,58.032,52.924,51.378,51.836,51.659,48.276,58.091,53.939,83.151,75.996,81.446,52.447,53.669,51.144,47.545,53.802,50.348,54.805,53.187,49.091,52.292,50.565,54.76,50.674,,,,,
825.5,57.169,48.163,47.841,49.895,57.856,52.753,51.219,51.707,51.516,48.265,58.066,53.955,83.106,75.919,81.385,52.289,53.514,51.211,47.669,53.854,50.431,54.882,53.166,49.147,52.266,50.56,54.753,50.743,,,,,
826.7,57.05,48.083,47.813,49.796,57.721,52.651,51.189,51.522,51.415,48.218,58.156,53.989,82.914,75.901,81.309,52.18,53.391,51.118,47.643,53.83,50.41,54.883,53.131,49.199,52.236,50.531,54.808,50.68,,,,,
828,57.144,48.139,47.8,49.859,57.796,52.705,51.177,51.561,51.503,48.323,58.102,53.952,82.988,75.795,81.307,52.206,53.434,51.143,47.747,53.771,50.489,54.871,53.145,49.16,52.291,50.621,54.777,50.678,,,,,
829.2,57.14,48.172,47.8,49.827,57.877,52.689,51.203,51.613,51.548,48.351,58.118,53.957,82.972,75.84,81.278,52.226,53.458,51.212,47.706,53.85,50.362,54.768,53.135,49.174,52.285,50.613,54.797,50.729,,,,,
830.4,57.142,48.116,47.856,49.844,57.873,52.742,51.233,51.632,51.505,48.255,58.152,53.884,82.829,75.807,81.154,52.203,53.446,51.201,47.717,53.839,50.384,54.813,53.268,49.144,52.205,50.6,54.803,50.699,,,,,
831.6,57.124,48.113,47.822,49.834,57.856,52.72,51.189,51.596,51.514,48.267,58.129,53.943,82.756,75.692,81.111,52.205,53.432,51.184,47.653,53.811,50.441,54.835,53.19,49.087,52.317,50.552,54.804,50.642,,,,,
832.8,57.079,48.102,47.79,49.837,57.805,52.687,51.138,51.573,51.442,48.257,58.139,53.959,82.766,75.73,81.138,52.196,53.406,51.146,47.729,53.786,50.379,54.809,53.182,49.12,52.322,50.624,54.778,50.706,,,,,
834,57.048,48.023,47.747,49.753,57.775,52.599,51.109,51.483,51.384,48.187,58.133,54.013,82.693,75.633,81.041,52.097,53.404,51.12,47.833,53.852,50.461,54.846,53.287,49.131,52.292,50.649,54.773,50.67,,,,,
835.2,56.898,47.905,47.689,49.65,57.626,52.513,50.97,51.388,51.28,48.184,58.084,54.001,82.614,75.722,81.056,51.994,53.213,51.171,47.76,53.897,50.433,54.763,53.191,49.064,52.24,50.519,54.72,50.679,,,,,
836.4,56.828,47.911,47.66,49.579,57.507,52.414,50.886,51.299,51.196,48.285,58.158,54.02,82.548,75.509,80.963,51.912,53.13,51.178,47.748,53.785,50.367,54.783,53.227,49.063,52.23,50.509,54.783,50.718,,,,,
837.6,56.797,47.873,47.623,49.579,57.465,52.392,50.868,51.209,51.194,48.296,58.059,54.05,82.623,75.563,80.913,51.899,53.12,51.199,47.844,53.812,50.31,54.859,53.203,49.105,52.28,50.636,54.802,50.659,,,,,
838.8,56.715,47.785,47.543,49.485,57.347,52.348,50.757,51.131,51.045,48.244,58.148,54.113,82.609,75.503,80.919,51.786,52.987,51.118,47.69,53.793,50.342,54.65,53.156,49.056,52.229,50.539,54.603,50.608,,,,,
840,56.672,47.779,47.554,49.498,57.339,52.254,50.727,51.113,51.024,48.314,58.11,54.003,82.432,75.457,80.912,51.772,52.936,51.14,47.81,53.73,50.412,54.804,53.073,49.015,52.154,50.519,54.66,50.686,,,,,
841.2,56.634,47.682,47.5,49.447,57.327,52.302,50.734,50.998,50.924,48.288,57.995,54.042,82.322,75.409,80.761,51.724,52.896,51.195,47.788,53.744,50.398,54.762,53.058,48.928,52.102,50.521,54.578,50.631,,,,,
842.4,56.543,47.642,47.508,49.411,57.292,52.189,50.632,51.027,50.909,48.289,58.196,54.117,82.385,75.45,80.829,51.65,52.88,51.208,47.878,53.799,50.432,54.913,53.098,49.08,52.247,50.632,54.65,50.582,,,,,
843.6,56.603,47.734,47.563,49.424,57.251,52.224,50.662,51.046,50.977,48.093,58.05,53.976,82.168,75.296,80.476,51.763,52.847,51.122,47.902,53.784,50.387,54.887,53.087,48.942,52.136,50.488,54.62,50.653,,,,,
844.8,56.554,47.66,47.463,49.372,57.165,52.159,50.688,51.032,50.895,48.214,58.036,54.031,82.156,75.263,80.554,51.651,52.838,51.206,47.863,53.731,50.389,54.739,53.119,48.973,52.073,50.427,54.548,50.593,,,,,
846,56.462,47.547,47.469,49.335,57.196,52.151,50.657,50.993,50.855,48.153,58.087,54.05,82.216,75.33,80.567,51.667,52.808,51.199,47.814,53.75,50.455,54.802,53.186,48.993,52.122,50.494,54.661,50.673,,,,,
847.2,56.461,47.609,47.47,49.336,57.155,52.148,50.568,50.968,50.837,48.2,58.009,53.985,82.115,75.192,80.394,51.549,52.747,51.164,47.884,53.673,50.444,54.831,53.12,48.887,52.065,50.418,54.548,50.637,,,,,
848.4,56.523,47.605,47.509,49.411,57.186,52.195,50.659,51.06,50.877,48.15,58.04,54.06,82.162,75.173,80.498,51.654,52.771,51.184,48.026,53.811,50.498,54.873,53.061,48.958,52.103,50.511,54.678,50.757,,,,,
849.6,56.592,47.665,47.577,49.406,57.358,52.177,50.682,51.069,50.954,48.252,57.977,54.066,82.036,75.218,80.563,51.667,52.828,51.257,47.962,53.783,50.54,54.773,53.093,49.043,52.285,50.632,54.695,50.606,,,,,
850.8,56.617,47.667,47.587,49.432,57.344,52.253,50.781,51.135,50.922,48.206,58.079,53.952,82.034,75.128,80.281,51.747,52.856,51.206,47.954,53.777,50.551,54.786,53.042,48.964,52.151,50.485,54.655,50.603,,,,,
852,56.699,47.692,47.558,49.401,57.361,52.236,50.707,51.064,50.993,48.206,58.127,54.104,81.979,75.048,80.362,51.789,52.934,51.143,47.893,53.745,50.522,54.933,53.111,48.818,52.08,50.429,54.603,50.601,,,,,
853.1,56.738,47.757,47.64,49.535,57.424,52.306,50.826,51.259,51.006,48.159,57.999,54.003,81.908,75.051,80.293,51.765,52.974,51.144,48.097,53.765,50.546,54.816,53.06,48.909,52.089,50.479,54.67,50.585,,,,,
854.3,56.825,47.926,47.67,49.585,57.6,52.439,50.889,51.345,51.172,48.137,58.085,54.098,82.036,75.152,80.298,51.956,53.141,51.107,48.021,53.736,50.503,54.728,52.998,48.786,52.126,50.449,54.688,50.543,,,,,
855.5,56.793,47.858,47.72,49.463,57.582,52.371,50.894,51.298,51.133,48.145,58.205,54.05,82.076,75.101,80.409,51.848,53.105,51.182,48.076,53.761,50.56,54.855,53.153,48.913,52.113,50.533,54.598,50.668,,,,,
856.7,56.71,47.788,47.567,49.438,57.456,52.24,50.756,51.207,51.06,48.148,58.225,54.018,81.873,75.024,80.391,51.751,52.995,51.209,47.922,53.775,50.53,54.807,53.083,48.873,52.091,50.475,54.549,50.53,,,,,
857.9,56.539,47.719,47.58,49.394,57.344,52.133,50.634,51.06,50.912,48.186,58.099,54.078,81.834,75.07,80.273,51.634,52.818,51.221,48.002,53.772,50.525,54.699,53.049,48.847,52.148,50.416,54.481,50.552,,,,,
859,56.57,47.674,47.599,49.311,57.37,52.122,50.698,51.07,50.875,48.191,58.114,54.213,81.821,74.908,80.252,51.666,52.838,51.166,48.066,53.703,50.617,54.937,53.086,48.889,52.03,50.494,54.539,50.631,,,,,
860.2,56.619,47.666,47.619,49.312,57.321,52.184,50.669,51.09,50.959,48.244,58.109,54.215,82.018,75.11,80.327,51.633,52.802,51.239,47.99,53.746,50.51,54.792,53.002,48.83,52.01,50.372,54.558,50.565,,,,,
861.4,56.654,47.65,47.594,49.37,57.368,52.133,50.695,51.053,50.883,48.167,58.052,54.286,81.743,74.84,80.103,51.654,52.81,51.107,48.021,53.833,50.567,54.733,53.031,48.934,52.076,50.498,54.636,50.65,,,,,
862.6,56.573,47.554,47.479,49.326,57.252,52.116,50.598,51.06,50.862,48.184,58.064,54.032,81.713,74.836,79.997,51.541,52.775,51.061,48.037,53.67,50.493,54.849,53.129,48.883,52.06,50.465,54.725,50.534,,,,,
863.7,56.532,47.649,47.526,49.371,57.27,52.076,50.516,51.064,50.894,48.092,58.092,54.204,81.664,74.864,80.057,51.622,52.758,51.127,47.927,53.757,50.557,54.745,53.062,48.873,52.018,50.473,54.606,50.557,,,,,
864.9,56.654,47.668,47.582,49.311,57.395,52.142,50.67,51.088,50.964,48.191,58.222,54.143,81.611,74.809,80.084,51.658,52.798,51.075,48.101,53.729,50.559,54.693,53.142,48.911,52.179,50.475,54.651,50.587,,,,,
866.1,56.682,47.789,47.598,49.403,57.446,52.288,50.645,51.151,51.084,48.13,58.166,54.065,81.531,74.83,79.986,51.686,53.004,51.071,48.089,53.69,50.497,54.81,53.186,48.915,52.052,50.427,54.516,50.581,,,,,
867.2,56.741,47.718,47.574,49.473,57.442,52.301,50.738,51.199,51.026,48.233,58.094,54.054,81.639,74.833,79.945,51.812,53.03,51.166,48.033,53.668,50.506,54.778,53.134,48.946,52.164,50.478,54.581,50.548,,,,,
868.4,56.655,47.653,47.615,49.433,57.386,52.212,50.702,51.144,51.039,48.19,58.09,54.063,81.509,74.618,79.939,51.693,52.876,51.212,48.196,53.692,50.564,54.693,53.03,48.844,51.987,50.409,54.566,50.409,,,,,
869.5,56.52,47.634,47.508,49.349,57.282,52.183,50.583,50.959,50.853,48.111,58.133,54.106,81.4,74.69,79.825,51.586,52.723,51.131,48.148,53.69,50.58,54.722,53.068,48.756,51.979,50.325,54.481,50.438,,,,,
870.7,56.589,47.529,47.51,49.37,57.229,52.171,50.591,51.056,50.95,48.066,58.03,54.059,81.331,74.619,79.836,51.609,52.81,51.1,48.02,53.598,50.49,54.606,53.002,48.801,51.98,50.461,54.478,50.362,,,,,
871.9,56.578,47.56,47.492,49.317,57.242,52.137,50.576,50.986,50.888,48.338,58.118,54.1,81.43,74.649,79.702,51.523,52.762,51.202,48.269,53.605,50.501,54.764,52.976,48.87,52.017,50.401,54.464,50.544,,,,,
873,56.479,47.509,47.469,49.262,57.227,52.028,50.601,51.004,50.847,48.102,58.047,54.131,81.271,74.527,79.753,51.516,52.767,51.14,48.095,53.796,50.433,54.677,53.031,48.773,51.934,50.52,54.446,50.419,,,,,
874.2,56.426,47.52,47.391,49.26,57.211,52.033,50.581,51.009,50.8,48.18,58.09,54.165,81.353,74.571,79.654,51.486,52.708,51.108,48.12,53.629,50.51,54.707,53.06,48.645,52.04,50.452,54.43,50.539,,,,,
875.3,56.533,47.555,47.395,49.339,57.194,52.054,50.531,51.002,50.852,48.199,58.008,54.117,81.275,74.372,79.625,51.503,52.776,51.115,48.239,53.64,50.484,54.726,53.082,48.767,51.952,50.44,54.476,50.558,,,,,
876.5,56.47,47.458,47.398,49.337,57.193,52.059,50.563,50.974,50.854,48.172,57.895,54.012,81.071,74.291,79.554,51.537,52.692,51.125,48.139,53.626,50.566,54.64,52.964,48.684,51.978,50.346,54.361,50.449,,,,,
877.6,56.526,47.511,47.411,49.334,57.157,52.139,50.546,50.977,50.866,48.282,58.044,54.14,81.232,74.376,79.567,51.508,52.75,51.166,48.174,53.718,50.521,54.803,53.043,48.775,51.943,50.359,54.495,50.565,,,,,
878.8,56.413,47.508,47.389,49.265,57.217,52.025,50.506,50.933,50.784,48.141,57.974,54.047,81.1,74.206,79.421,51.41,52.71,51.169,48.192,53.536,50.515,54.726,53.056,48.729,51.938,50.312,54.363,50.486,,,,,
879.9,56.485,47.501,47.423,49.327,57.182,52.106,50.565,50.997,50.898,48.199,57.922,54.098,80.969,74.3,79.428,51.478,52.784,51.104,48.122,53.569,50.444,54.659,52.939,48.753,51.978,50.387,54.329,50.444,,,,,
881.1,56.479,47.595,47.478,49.331,57.245,52.173,50.514,50.96,50.863,48.07,58.058,54.153,80.959,74.144,79.321,51.445,52.784,51.111,48.11,53.631,50.531,54.791,52.994,48.733,51.805,50.347,54.395,50.474,,,,,
882.2,56.496,47.608,47.445,49.257,57.244,52.086,50.571,51.002,50.887,48.142,57.988,54.2,80.96,74.223,79.427,51.462,52.766,51.126,48.203,53.671,50.636,54.678,52.944,48.748,51.825,50.301,54.314,50.468,,,,,
883.3,56.503,47.579,47.437,49.354,57.319,52.107,50.57,50.959,50.902,48.153,58.03,54.108,81.148,74.148,79.402,51.538,52.734,51.08,48.2,53.669,50.54,54.763,53.005,48.74,51.911,50.318,54.472,50.512,,,,,
884.5,56.533,47.546,47.489,49.289,57.211,52.087,50.645,51.003,50.89,48.17,58.045,54.1,80.945,74.106,79.384,51.446,52.727,51.152,48.148,53.58,50.549,54.65,53.004,48.738,51.728,50.274,54.348,50.508,,,,,
885.6,56.514,47.623,47.473,49.307,57.301,52.181,50.655,51.001,50.936,48.148,57.924,54.05,80.842,73.968,79.222,51.507,52.733,51.014,47.965,53.642,50.565,54.677,53.016,48.713,51.831,50.32,54.309,50.497,,,,,
